epoch batch k value what
2 4000 48 16.1039 norm
2 4000 49 12.4848 diff
2 4000 49 16.1019 norm
2 4000 50 12.4844 diff
2 4000 50 16.1002 norm
2 4000 51 12.484 diff
2 4000 51 16.0988 norm
2 4000 52 12.4838 diff
2 4000 52 16.0976 norm
2 4000 53 12.4836 diff
2 4000 53 16.0967 norm
2 4000 54 12.4834 diff
2 4000 54 16.0959 norm
2 4000 55 12.4832 diff
2 4000 55 16.0953 norm
2 4000 56 12.4831 diff
2 4000 56 16.0948 norm
2 4000 57 12.483 diff
2 4000 57 16.0944 norm
2 4000 58 12.4829 diff
2 4000 58 16.0941 norm
2 4000 59 12.4829 diff
2 4000 59 16.0938 norm
2 4000 60 12.4828 diff
2 4000 60 16.0936 norm
2 4000 61 12.4828 diff
2 4000 61 16.0934 norm
2 4000 62 12.4828 diff
2 4000 62 16.0933 norm
2 4000 63 12.4828 diff
2 4000 63 16.0932 norm
2 4000 64 12.4828 diff
2 4000 64 16.0932 norm
2 4000 65 12.4828 diff
2 4000 65 16.0931 norm
2 4000 66 12.4828 diff
2 4000 66 16.0931 norm
2 4000 67 12.4828 diff
2 4000 67 16.0931 norm
2 4000 68 12.4828 diff
2 4000 68 16.0931 norm
2 4000 69 12.4828 diff
2 4000 69 16.0931 norm
2 4000 70 12.4829 diff
2 4000 70 16.0931 norm
2 4000 71 12.4829 diff
2 4000 71 16.0931 norm
2 4000 72 12.4829 diff
2 4000 72 16.0931 norm
2 4000 73 12.4829 diff
2 4000 73 16.0931 norm
2 4000 74 12.4829 diff
2 4000 74 16.0931 norm
2 4000 75 12.4829 diff
2 4000 75 16.0931 norm
2 4000 76 12.4829 diff
2 4000 76 16.0931 norm
2 4000 77 12.4829 diff
2 4000 77 16.0932 norm
2 4000 78 12.4829 diff
2 4000 78 16.0932 norm
2 4000 79 12.4829 diff
2 4000 79 16.0932 norm
2 4000 80 12.4829 diff
2 4000 80 16.0932 norm
2 4000 81 12.4829 diff
2 4000 81 16.0932 norm
2 4000 82 12.4829 diff
2 4000 82 16.0932 norm
2 4000 83 12.4829 diff
2 4000 83 16.0932 norm
2 4000 84 12.4829 diff
2 4000 84 16.0932 norm
2 4000 85 12.4829 diff
2 4000 85 16.0932 norm
2 4000 86 12.4829 diff
2 4000 86 16.0932 norm
2 4000 87 12.4829 diff
2 4000 87 16.0932 norm
2 4000 88 12.4829 diff
2 4000 88 16.0932 norm
2 4000 89 12.4829 diff
2 4000 89 16.0932 norm
2 4000 90 12.4829 diff
2 4000 90 16.0932 norm
2 4000 91 12.4829 diff
2 4000 91 16.0932 norm
2 4000 92 12.4829 diff
2 4000 92 16.0932 norm
2 4000 93 12.4829 diff
2 4000 93 16.0932 norm
2 4000 94 12.4829 diff
2 4000 94 16.0932 norm
2 4000 95 12.4829 diff
2 4000 95 16.0932 norm
2 4000 96 12.4829 diff
2 4000 96 16.0932 norm
2 4000 97 12.4829 diff
2 4000 97 16.0932 norm
2 4000 98 12.4829 diff
2 4000 98 16.0932 norm
2 4000 99 12.4829 diff
2 4000 99 16.0932 norm
2 4000 100 12.4829 diff
2 4000 100 16.0932 norm
2 4000 101 12.4829 diff
2 4000 101 16.0932 norm
2 4000 102 12.4829 diff
2 4000 102 16.0932 norm
2 4000 103 12.4829 diff
2 4000 103 16.0932 norm
2 4000 104 12.4829 diff
2 4000 104 16.0932 norm
2 4000 105 12.4829 diff
2 4000 105 16.0932 norm
2 4000 106 12.4829 diff
2 4000 106 16.0932 norm
2 4000 107 12.4829 diff
2 4000 107 16.0932 norm
2 4000 108 12.4829 diff
2 4000 108 16.0932 norm
2 4000 109 11.124 diff
2 4000 109 15.7798 norm
2 4000 110 8.36403 diff
2 4000 110 15.6276 norm
2 4000 111 6.29966 diff
2 4000 111 15.4132 norm
2 4000 112 4.99129 diff
2 4000 112 15.5755 norm
2 4000 113 3.96277 diff
2 4000 113 15.8113 norm
2 4000 114 3.08394 diff
2 4000 114 16.0664 norm
2 4000 115 2.31366 diff
2 4000 115 16.3228 norm
2 4000 116 1.63198 diff
2 4000 116 16.572 norm
2 4000 117 1.02564 diff
2 4000 117 16.8095 norm
2 4000 118 0.484413 diff
2 4000 118 17.0332 norm
2 4000 119 0.0 diff
2 4000 119 17.242 norm
2 4500 0 18.192 diff
2 4500 0 2.27214 norm
2 4500 1 17.6472 diff
2 4500 1 4.57058 norm
2 4500 2 16.986 diff
2 4500 2 6.65054 norm
2 4500 3 16.3882 diff
2 4500 3 8.37787 norm
2 4500 4 15.9142 diff
2 4500 4 9.84964 norm
2 4500 5 15.5265 diff
2 4500 5 11.0978 norm
2 4500 6 15.2633 diff
2 4500 6 12.2145 norm
2 4500 7 14.9766 diff
2 4500 7 13.1811 norm
2 4500 8 14.8388 diff
2 4500 8 14.1036 norm
2 4500 9 14.6473 diff
2 4500 9 14.9445 norm
2 4500 10 13.8609 diff
2 4500 10 15.2348 norm
2 4500 11 13.6164 diff
2 4500 11 15.5855 norm
2 4500 12 13.4664 diff
2 4500 12 15.936 norm
2 4500 13 13.3268 diff
2 4500 13 16.2557 norm
2 4500 14 13.1971 diff
2 4500 14 16.5423 norm
2 4500 15 13.086 diff
2 4500 15 16.7979 norm
2 4500 16 12.9953 diff
2 4500 16 17.0222 norm
2 4500 17 12.9226 diff
2 4500 17 17.2141 norm
2 4500 18 12.8649 diff
2 4500 18 17.374 norm
2 4500 19 12.8189 diff
2 4500 19 17.504 norm
2 4500 20 12.7823 diff
2 4500 20 17.6075 norm
2 4500 21 12.7528 diff
2 4500 21 17.6883 norm
2 4500 22 12.729 diff
2 4500 22 17.7505 norm
2 4500 23 12.7094 diff
2 4500 23 17.7977 norm
2 4500 24 12.693 diff
2 4500 24 17.833 norm
2 4500 25 12.6791 diff
2 4500 25 17.8591 norm
2 4500 26 12.6673 diff
2 4500 26 17.878 norm
2 4500 27 12.6571 diff
2 4500 27 17.8912 norm
2 4500 28 12.6482 diff
2 4500 28 17.9002 norm
2 4500 29 12.6405 diff
2 4500 29 17.9059 norm
2 4500 30 12.6337 diff
2 4500 30 17.9092 norm
2 4500 31 12.6278 diff
2 4500 31 17.9107 norm
2 4500 32 12.6226 diff
2 4500 32 17.9108 norm
2 4500 33 12.618 diff
2 4500 33 17.91 norm
2 4500 34 12.614 diff
2 4500 34 17.9085 norm
2 4500 35 12.6104 diff
2 4500 35 17.9067 norm
2 4500 36 12.6073 diff
2 4500 36 17.9045 norm
2 4500 37 12.6046 diff
2 4500 37 17.9022 norm
2 4500 38 12.6022 diff
2 4500 38 17.8999 norm
2 4500 39 12.6001 diff
2 4500 39 17.8976 norm
2 4500 40 12.5983 diff
2 4500 40 17.8954 norm
2 4500 41 12.5967 diff
2 4500 41 17.8933 norm
2 4500 42 12.5953 diff
2 4500 42 17.8913 norm
2 4500 43 12.5941 diff
2 4500 43 17.8895 norm
2 4500 44 12.5931 diff
2 4500 44 17.8878 norm
2 4500 45 12.5921 diff
2 4500 45 17.8862 norm
2 4500 46 12.5913 diff
2 4500 46 17.8848 norm
2 4500 47 12.5906 diff
2 4500 47 17.8835 norm
2 4500 48 12.59 diff
2 4500 48 17.8824 norm
2 4500 49 12.5895 diff
2 4500 49 17.8814 norm
2 4500 50 12.5891 diff
2 4500 50 17.8804 norm
2 4500 51 12.5887 diff
2 4500 51 17.8796 norm
2 4500 52 12.5884 diff
2 4500 52 17.8789 norm
2 4500 53 12.5881 diff
2 4500 53 17.8783 norm
2 4500 54 12.5878 diff
2 4500 54 17.8777 norm
2 4500 55 12.5876 diff
2 4500 55 17.8772 norm
2 4500 56 12.5874 diff
2 4500 56 17.8768 norm
2 4500 57 12.5873 diff
2 4500 57 17.8764 norm
2 4500 58 12.5871 diff
2 4500 58 17.8761 norm
2 4500 59 12.587 diff
2 4500 59 17.8758 norm
2 4500 60 12.5869 diff
2 4500 60 17.8756 norm
2 4500 61 12.5868 diff
2 4500 61 17.8754 norm
2 4500 62 12.5868 diff
2 4500 62 17.8752 norm
2 4500 63 12.5867 diff
2 4500 63 17.875 norm
2 4500 64 12.5866 diff
2 4500 64 17.8749 norm
2 4500 65 12.5866 diff
2 4500 65 17.8748 norm
2 4500 66 12.5866 diff
2 4500 66 17.8747 norm
2 4500 67 12.5865 diff
2 4500 67 17.8746 norm
2 4500 68 12.5865 diff
2 4500 68 17.8745 norm
2 4500 69 12.5865 diff
2 4500 69 17.8745 norm
2 4500 70 12.5865 diff
2 4500 70 17.8744 norm
2 4500 71 12.5864 diff
2 4500 71 17.8744 norm
2 4500 72 12.5864 diff
2 4500 72 17.8743 norm
2 4500 73 12.5864 diff
2 4500 73 17.8743 norm
2 4500 74 12.5864 diff
2 4500 74 17.8743 norm
2 4500 75 12.5864 diff
2 4500 75 17.8742 norm
2 4500 76 12.5864 diff
2 4500 76 17.8742 norm
2 4500 77 12.5864 diff
2 4500 77 17.8742 norm
2 4500 78 12.5864 diff
2 4500 78 17.8742 norm
2 4500 79 12.5864 diff
2 4500 79 17.8742 norm
2 4500 80 12.5864 diff
2 4500 80 17.8742 norm
2 4500 81 12.5864 diff
2 4500 81 17.8742 norm
2 4500 82 12.5864 diff
2 4500 82 17.8742 norm
2 4500 83 12.5864 diff
2 4500 83 17.8742 norm
2 4500 84 12.5864 diff
2 4500 84 17.8742 norm
2 4500 85 12.5864 diff
2 4500 85 17.8742 norm
2 4500 86 12.5864 diff
2 4500 86 17.8742 norm
2 4500 87 12.5863 diff
2 4500 87 17.8742 norm
2 4500 88 12.5863 diff
2 4500 88 17.8741 norm
2 4500 89 12.5863 diff
2 4500 89 17.8741 norm
2 4500 90 12.5863 diff
2 4500 90 17.8741 norm
2 4500 91 12.5863 diff
2 4500 91 17.8741 norm
2 4500 92 12.5863 diff
2 4500 92 17.8741 norm
2 4500 93 12.5863 diff
2 4500 93 17.8741 norm
2 4500 94 12.5863 diff
2 4500 94 17.8741 norm
2 4500 95 12.5863 diff
2 4500 95 17.8742 norm
2 4500 96 12.5863 diff
2 4500 96 17.8742 norm
2 4500 97 12.5863 diff
2 4500 97 17.8742 norm
2 4500 98 12.5863 diff
2 4500 98 17.8742 norm
2 4500 99 12.5863 diff
2 4500 99 17.8742 norm
2 4500 100 12.5863 diff
2 4500 100 17.8742 norm
2 4500 101 12.5863 diff
2 4500 101 17.8742 norm
2 4500 102 12.5863 diff
2 4500 102 17.8742 norm
2 4500 103 12.5863 diff
2 4500 103 17.8742 norm
2 4500 104 12.5863 diff
2 4500 104 17.8742 norm
2 4500 105 12.5863 diff
2 4500 105 17.8742 norm
2 4500 106 12.5863 diff
2 4500 106 17.8742 norm
2 4500 107 12.5863 diff
2 4500 107 17.8742 norm
2 4500 108 12.5863 diff
2 4500 108 17.8742 norm
2 4500 109 11.1335 diff
2 4500 109 17.4154 norm
2 4500 110 8.47137 diff
2 4500 110 17.317 norm
2 4500 111 6.52635 diff
2 4500 111 17.1078 norm
2 4500 112 5.23515 diff
2 4500 112 17.1836 norm
2 4500 113 4.186 diff
2 4500 113 17.3425 norm
2 4500 114 3.27519 diff
2 4500 114 17.5332 norm
2 4500 115 2.46899 diff
2 4500 115 17.7365 norm
2 4500 116 1.74955 diff
2 4500 116 17.9423 norm
2 4500 117 1.10443 diff
2 4500 117 18.145 norm
2 4500 118 0.523898 diff
2 4500 118 18.3412 norm
2 4500 119 0.0 diff
2 4500 119 18.529 norm
3 0 0 17.6719 diff
3 0 0 2.25878 norm
3 0 1 17.1037 diff
3 0 1 4.53667 norm
3 0 2 16.4348 diff
3 0 2 6.57647 norm
3 0 3 15.84 diff
3 0 3 8.28257 norm
3 0 4 15.2723 diff
3 0 4 9.65238 norm
3 0 5 14.8243 diff
3 0 5 10.8142 norm
3 0 6 14.4461 diff
3 0 6 11.8545 norm
3 0 7 14.0316 diff
3 0 7 12.7734 norm
3 0 8 13.7445 diff
3 0 8 13.6124 norm
3 0 9 13.5185 diff
3 0 9 14.4314 norm
3 0 10 12.4073 diff
3 0 10 14.6633 norm
3 0 11 11.9886 diff
3 0 11 14.9258 norm
3 0 12 11.88 diff
3 0 12 15.1618 norm
3 0 13 11.9067 diff
3 0 13 15.3346 norm
3 0 14 11.9349 diff
3 0 14 15.4703 norm
3 0 15 11.9292 diff
3 0 15 15.5919 norm
3 0 16 11.8969 diff
3 0 16 15.699 norm
3 0 17 11.8525 diff
3 0 17 15.785 norm
3 0 18 11.8072 diff
3 0 18 15.8459 norm
3 0 19 11.7674 diff
3 0 19 15.8815 norm
3 0 20 11.7352 diff
3 0 20 15.895 norm
3 0 21 11.7101 diff
3 0 21 15.8918 norm
3 0 22 11.6899 diff
3 0 22 15.8774 norm
3 0 23 11.6726 diff
3 0 23 15.8562 norm
3 0 24 11.6569 diff
3 0 24 15.8312 norm
3 0 25 11.6421 diff
3 0 25 15.8043 norm
3 0 26 11.6283 diff
3 0 26 15.7766 norm
3 0 27 11.6156 diff
3 0 27 15.749 norm
3 0 28 11.6043 diff
3 0 28 15.7219 norm
3 0 29 11.5945 diff
3 0 29 15.6961 norm
3 0 30 11.5862 diff
3 0 30 15.6719 norm
3 0 31 11.5792 diff
3 0 31 15.6498 norm
3 0 32 11.5734 diff
3 0 32 15.6299 norm
3 0 33 11.5686 diff
3 0 33 15.6122 norm
3 0 34 11.5645 diff
3 0 34 15.5967 norm
3 0 35 11.5611 diff
3 0 35 15.5832 norm
3 0 36 11.5582 diff
3 0 36 15.5716 norm
3 0 37 11.5558 diff
3 0 37 15.5616 norm
3 0 38 11.5539 diff
3 0 38 15.5532 norm
3 0 39 11.5523 diff
3 0 39 15.546 norm
3 0 40 11.551 diff
3 0 40 15.54 norm
3 0 41 11.55 diff
3 0 41 15.535 norm
3 0 42 11.5492 diff
3 0 42 15.5309 norm
3 0 43 11.5486 diff
3 0 43 15.5275 norm
3 0 44 11.5481 diff
3 0 44 15.5247 norm
3 0 45 11.5477 diff
3 0 45 15.5225 norm
3 0 46 11.5475 diff
3 0 46 15.5207 norm
3 0 47 11.5472 diff
3 0 47 15.5193 norm
3 0 48 11.5471 diff
3 0 48 15.5182 norm
3 0 49 11.547 diff
3 0 49 15.5174 norm
3 0 50 11.5469 diff
3 0 50 15.5167 norm
3 0 51 11.5469 diff
3 0 51 15.5162 norm
3 0 52 11.5468 diff
3 0 52 15.5158 norm
3 0 53 11.5468 diff
3 0 53 15.5156 norm
3 0 54 11.5468 diff
3 0 54 15.5154 norm
3 0 55 11.5468 diff
3 0 55 15.5153 norm
3 0 56 11.5468 diff
3 0 56 15.5152 norm
3 0 57 11.5469 diff
3 0 57 15.5152 norm
3 0 58 11.5469 diff
3 0 58 15.5152 norm
3 0 59 11.5469 diff
3 0 59 15.5152 norm
3 0 60 11.5469 diff
3 0 60 15.5152 norm
3 0 61 11.5469 diff
3 0 61 15.5152 norm
3 0 62 11.547 diff
3 0 62 15.5153 norm
3 0 63 11.547 diff
3 0 63 15.5153 norm
3 0 64 11.547 diff
3 0 64 15.5153 norm
3 0 65 11.547 diff
3 0 65 15.5154 norm
3 0 66 11.547 diff
3 0 66 15.5154 norm
3 0 67 11.547 diff
3 0 67 15.5154 norm
3 0 68 11.547 diff
3 0 68 15.5155 norm
3 0 69 11.547 diff
3 0 69 15.5155 norm
3 0 70 11.547 diff
3 0 70 15.5155 norm
3 0 71 11.547 diff
3 0 71 15.5156 norm
3 0 72 11.547 diff
3 0 72 15.5156 norm
3 0 73 11.5471 diff
3 0 73 15.5156 norm
3 0 74 11.5471 diff
3 0 74 15.5156 norm
3 0 75 11.5471 diff
3 0 75 15.5156 norm
3 0 76 11.5471 diff
3 0 76 15.5156 norm
3 0 77 11.5471 diff
3 0 77 15.5156 norm
3 0 78 11.5471 diff
3 0 78 15.5156 norm
3 0 79 11.5471 diff
3 0 79 15.5156 norm
3 0 80 11.5471 diff
3 0 80 15.5157 norm
3 0 81 11.5471 diff
3 0 81 15.5157 norm
3 0 82 11.5471 diff
3 0 82 15.5157 norm
3 0 83 11.5471 diff
3 0 83 15.5157 norm
3 0 84 11.5471 diff
3 0 84 15.5157 norm
3 0 85 11.5471 diff
3 0 85 15.5157 norm
3 0 86 11.5471 diff
3 0 86 15.5157 norm
3 0 87 11.5471 diff
3 0 87 15.5157 norm
3 0 88 11.5471 diff
3 0 88 15.5157 norm
3 0 89 11.5471 diff
3 0 89 15.5157 norm
3 0 90 11.5471 diff
3 0 90 15.5157 norm
3 0 91 11.5471 diff
3 0 91 15.5157 norm
3 0 92 11.5471 diff
3 0 92 15.5157 norm
3 0 93 11.5471 diff
3 0 93 15.5157 norm
3 0 94 11.5471 diff
3 0 94 15.5157 norm
3 0 95 11.5471 diff
3 0 95 15.5157 norm
3 0 96 11.5471 diff
3 0 96 15.5157 norm
3 0 97 11.5471 diff
3 0 97 15.5157 norm
3 0 98 11.5471 diff
3 0 98 15.5157 norm
3 0 99 11.5471 diff
3 0 99 15.5157 norm
3 0 100 11.5471 diff
3 0 100 15.5157 norm
3 0 101 11.5471 diff
3 0 101 15.5157 norm
3 0 102 11.5471 diff
3 0 102 15.5157 norm
3 0 103 11.5471 diff
3 0 103 15.5157 norm
3 0 104 11.5471 diff
3 0 104 15.5157 norm
3 0 105 11.5471 diff
3 0 105 15.5157 norm
3 0 106 11.5471 diff
3 0 106 15.5157 norm
3 0 107 11.5471 diff
3 0 107 15.5157 norm
3 0 108 11.5471 diff
3 0 108 15.5157 norm
3 0 109 10.2295 diff
3 0 109 15.2563 norm
3 0 110 7.55376 diff
3 0 110 15.4105 norm
3 0 111 5.90944 diff
3 0 111 15.5958 norm
3 0 112 4.76129 diff
3 0 112 15.9225 norm
3 0 113 3.80689 diff
3 0 113 16.2671 norm
3 0 114 2.97543 diff
3 0 114 16.6054 norm
3 0 115 2.24045 diff
3 0 115 16.9282 norm
3 0 116 1.58605 diff
3 0 116 17.2317 norm
3 0 117 1.00047 diff
3 0 117 17.5148 norm
3 0 118 0.474337 diff
3 0 118 17.7773 norm
3 0 119 0.0 diff
3 0 119 18.0201 norm
3 500 0 18.1371 diff
3 500 0 2.25631 norm
3 500 1 17.5404 diff
3 500 1 4.51521 norm
3 500 2 16.8462 diff
3 500 2 6.54755 norm
3 500 3 16.1956 diff
3 500 3 8.22766 norm
3 500 4 15.5789 diff
3 500 4 9.60036 norm
3 500 5 15.0523 diff
3 500 5 10.7684 norm
3 500 6 14.583 diff
3 500 6 11.7772 norm
3 500 7 14.1878 diff
3 500 7 12.6768 norm
3 500 8 13.722 diff
3 500 8 13.5099 norm
3 500 9 13.4533 diff
3 500 9 14.3373 norm
3 500 10 12.3562 diff
3 500 10 14.6394 norm
3 500 11 11.8608 diff
3 500 11 14.9097 norm
3 500 12 11.6265 diff
3 500 12 15.1217 norm
3 500 13 11.5284 diff
3 500 13 15.2544 norm
3 500 14 11.4773 diff
3 500 14 15.3314 norm
3 500 15 11.4332 diff
3 500 15 15.3807 norm
3 500 16 11.3853 diff
3 500 16 15.4149 norm
3 500 17 11.3356 diff
3 500 17 15.4375 norm
3 500 18 11.2886 diff
3 500 18 15.4488 norm
3 500 19 11.2483 diff
3 500 19 15.4497 norm
3 500 20 11.2169 diff
3 500 20 15.442 norm
3 500 21 11.1952 diff
3 500 21 15.4285 norm
3 500 22 11.1825 diff
3 500 22 15.4125 norm
3 500 23 11.1769 diff
3 500 23 15.3967 norm
3 500 24 11.1765 diff
3 500 24 15.3832 norm
3 500 25 11.179 diff
3 500 25 15.3731 norm
3 500 26 11.1827 diff
3 500 26 15.3667 norm
3 500 27 11.1865 diff
3 500 27 15.3636 norm
3 500 28 11.1898 diff
3 500 28 15.3634 norm
3 500 29 11.1923 diff
3 500 29 15.3651 norm
3 500 30 11.1941 diff
3 500 30 15.3681 norm
3 500 31 11.1954 diff
3 500 31 15.3718 norm
3 500 32 11.1964 diff
3 500 32 15.3757 norm
3 500 33 11.1974 diff
3 500 33 15.3797 norm
3 500 34 11.1983 diff
3 500 34 15.3837 norm
3 500 35 11.1992 diff
3 500 35 15.3875 norm
3 500 36 11.2002 diff
3 500 36 15.3912 norm
3 500 37 11.2012 diff
3 500 37 15.3947 norm
3 500 38 11.2021 diff
3 500 38 15.3982 norm
3 500 39 11.2029 diff
3 500 39 15.4014 norm
3 500 40 11.2037 diff
3 500 40 15.4045 norm
3 500 41 11.2043 diff
3 500 41 15.4075 norm
3 500 42 11.2049 diff
3 500 42 15.4102 norm
3 500 43 11.2054 diff
3 500 43 15.4128 norm
3 500 44 11.2058 diff
3 500 44 15.4152 norm
3 500 45 11.2061 diff
3 500 45 15.4173 norm
3 500 46 11.2064 diff
3 500 46 15.4193 norm
3 500 47 11.2067 diff
3 500 47 15.4211 norm
3 500 48 11.207 diff
3 500 48 15.4227 norm
3 500 49 11.2072 diff
3 500 49 15.4242 norm
3 500 50 11.2074 diff
3 500 50 15.4255 norm
3 500 51 11.2076 diff
3 500 51 15.4267 norm
3 500 52 11.2077 diff
3 500 52 15.4278 norm
3 500 53 11.2079 diff
3 500 53 15.4288 norm
3 500 54 11.208 diff
3 500 54 15.4297 norm
3 500 55 11.2081 diff
3 500 55 15.4305 norm
3 500 56 11.2082 diff
3 500 56 15.4312 norm
3 500 57 11.2083 diff
3 500 57 15.4319 norm
3 500 58 11.2084 diff
3 500 58 15.4325 norm
3 500 59 11.2085 diff
3 500 59 15.433 norm
3 500 60 11.2085 diff
3 500 60 15.4335 norm
3 500 61 11.2086 diff
3 500 61 15.4339 norm
3 500 62 11.2087 diff
3 500 62 15.4343 norm
3 500 63 11.2087 diff
3 500 63 15.4346 norm
3 500 64 11.2088 diff
3 500 64 15.4349 norm
3 500 65 11.2088 diff
3 500 65 15.4352 norm
3 500 66 11.2088 diff
3 500 66 15.4355 norm
3 500 67 11.2089 diff
3 500 67 15.4357 norm
3 500 68 11.2089 diff
3 500 68 15.4359 norm
3 500 69 11.2089 diff
3 500 69 15.4361 norm
3 500 70 11.2089 diff
3 500 70 15.4362 norm
3 500 71 11.2089 diff
3 500 71 15.4364 norm
3 500 72 11.209 diff
3 500 72 15.4365 norm
3 500 73 11.209 diff
3 500 73 15.4366 norm
3 500 74 11.209 diff
3 500 74 15.4367 norm
3 500 75 11.209 diff
3 500 75 15.4368 norm
3 500 76 11.209 diff
3 500 76 15.4369 norm
3 500 77 11.209 diff
3 500 77 15.437 norm
3 500 78 11.209 diff
3 500 78 15.4371 norm
3 500 79 11.209 diff
3 500 79 15.4371 norm
3 500 80 11.2091 diff
3 500 80 15.4372 norm
3 500 81 11.2091 diff
3 500 81 15.4372 norm
3 500 82 11.2091 diff
3 500 82 15.4373 norm
3 500 83 11.2091 diff
3 500 83 15.4373 norm
3 500 84 11.2091 diff
3 500 84 15.4373 norm
3 500 85 11.2091 diff
3 500 85 15.4374 norm
3 500 86 11.2091 diff
3 500 86 15.4374 norm
3 500 87 11.2091 diff
3 500 87 15.4374 norm
3 500 88 11.2091 diff
3 500 88 15.4375 norm
3 500 89 11.2091 diff
3 500 89 15.4375 norm
3 500 90 11.2091 diff
3 500 90 15.4375 norm
3 500 91 11.2091 diff
3 500 91 15.4375 norm
3 500 92 11.2091 diff
3 500 92 15.4375 norm
3 500 93 11.2091 diff
3 500 93 15.4375 norm
3 500 94 11.2091 diff
3 500 94 15.4376 norm
3 500 95 11.2091 diff
3 500 95 15.4376 norm
3 500 96 11.2091 diff
3 500 96 15.4376 norm
3 500 97 11.2091 diff
3 500 97 15.4376 norm
3 500 98 11.2091 diff
3 500 98 15.4376 norm
3 500 99 11.2091 diff
3 500 99 15.4376 norm
3 500 100 11.2091 diff
3 500 100 15.4376 norm
3 500 101 11.2091 diff
3 500 101 15.4376 norm
3 500 102 11.2091 diff
3 500 102 15.4376 norm
3 500 103 11.2091 diff
3 500 103 15.4376 norm
3 500 104 11.2091 diff
3 500 104 15.4376 norm
3 500 105 11.2091 diff
3 500 105 15.4376 norm
3 500 106 11.2091 diff
3 500 106 15.4376 norm
3 500 107 11.2091 diff
3 500 107 15.4376 norm
3 500 108 11.2091 diff
3 500 108 15.4376 norm
3 500 109 9.78172 diff
3 500 109 15.0346 norm
3 500 110 7.29687 diff
3 500 110 15.4036 norm
3 500 111 5.86646 diff
3 500 111 15.7411 norm
3 500 112 4.77316 diff
3 500 112 16.1271 norm
3 500 113 3.83595 diff
3 500 113 16.5124 norm
3 500 114 3.00958 diff
3 500 114 16.8851 norm
3 500 115 2.27355 diff
3 500 115 17.2391 norm
3 500 116 1.61413 diff
3 500 116 17.572 norm
3 500 117 1.02082 diff
3 500 117 17.8831 norm
3 500 118 0.485123 diff
3 500 118 18.1726 norm
3 500 119 0.0 diff
3 500 119 18.4415 norm
3 1000 0 17.4817 diff
3 1000 0 2.25356 norm
3 1000 1 16.9393 diff
3 1000 1 4.52994 norm
3 1000 2 16.2948 diff
3 1000 2 6.57414 norm
3 1000 3 15.6949 diff
3 1000 3 8.27351 norm
3 1000 4 15.1559 diff
3 1000 4 9.66082 norm
3 1000 5 14.7041 diff
3 1000 5 10.8622 norm
3 1000 6 14.3049 diff
3 1000 6 11.9012 norm
3 1000 7 13.9423 diff
3 1000 7 12.7985 norm
3 1000 8 13.5932 diff
3 1000 8 13.6014 norm
3 1000 9 13.3574 diff
3 1000 9 14.3825 norm
3 1000 10 12.2842 diff
3 1000 10 14.6395 norm
3 1000 11 11.7869 diff
3 1000 11 14.9022 norm
3 1000 12 11.5004 diff
3 1000 12 15.0806 norm
3 1000 13 11.3501 diff
3 1000 13 15.1518 norm
3 1000 14 11.2718 diff
3 1000 14 15.1414 norm
3 1000 15 11.2217 diff
3 1000 15 15.0894 norm
3 1000 16 11.1801 diff
3 1000 16 15.0226 norm
3 1000 17 11.145 diff
3 1000 17 14.9532 norm
3 1000 18 11.1173 diff
3 1000 18 14.8855 norm
3 1000 19 11.0958 diff
3 1000 19 14.822 norm
3 1000 20 11.0774 diff
3 1000 20 14.7644 norm
3 1000 21 11.0607 diff
3 1000 21 14.7138 norm
3 1000 22 11.047 diff
3 1000 22 14.6695 norm
3 1000 23 11.0383 diff
3 1000 23 14.631 norm
3 1000 24 11.0357 diff
3 1000 24 14.5981 norm
3 1000 25 11.0373 diff
3 1000 25 14.5712 norm
3 1000 26 11.0402 diff
3 1000 26 14.5511 norm
3 1000 27 11.0415 diff
3 1000 27 14.5375 norm
3 1000 28 11.0406 diff
3 1000 28 14.5292 norm
3 1000 29 11.038 diff
3 1000 29 14.5241 norm
3 1000 30 11.0347 diff
3 1000 30 14.5206 norm
3 1000 31 11.031 diff
3 1000 31 14.5176 norm
3 1000 32 11.027 diff
3 1000 32 14.5146 norm
3 1000 33 11.0233 diff
3 1000 33 14.5115 norm
3 1000 34 11.0208 diff
3 1000 34 14.5082 norm
3 1000 35 11.0201 diff
3 1000 35 14.5047 norm
3 1000 36 11.0212 diff
3 1000 36 14.5017 norm
3 1000 37 11.0233 diff
3 1000 37 14.4995 norm
3 1000 38 11.0253 diff
3 1000 38 14.4985 norm
3 1000 39 11.0266 diff
3 1000 39 14.4988 norm
3 1000 40 11.0267 diff
3 1000 40 14.5 norm
3 1000 41 11.026 diff
3 1000 41 14.5015 norm
3 1000 42 11.0247 diff
3 1000 42 14.5028 norm
3 1000 43 11.0231 diff
3 1000 43 14.5037 norm
3 1000 44 11.0216 diff
3 1000 44 14.504 norm
3 1000 45 11.0203 diff
3 1000 45 14.5037 norm
3 1000 46 11.0198 diff
3 1000 46 14.503 norm
3 1000 47 11.0201 diff
3 1000 47 14.5022 norm
3 1000 48 11.021 diff
3 1000 48 14.5014 norm
3 1000 49 11.0222 diff
3 1000 49 14.501 norm
3 1000 50 11.0233 diff
3 1000 50 14.5011 norm
3 1000 51 11.0239 diff
3 1000 51 14.5016 norm
3 1000 52 11.0239 diff
3 1000 52 14.5024 norm
3 1000 53 11.0236 diff
