epoch batch time
0 0 0.0
0 150 14.1887500286
0 300 14.5978469849
0 450 14.6430950165
0 600 14.0947911739
0 750 14.9383130074
0 900 14.28814888
0 1050 14.7103579044
0 1200 14.0843191147
0 1350 14.3612930775
0 1500 14.4605560303
0 1650 14.5127789974
0 1800 14.5522568226
0 1950 14.3762619495
0 2100 15.1372900009
0 2250 7.14279007912
0 2400 7.39948391914
0 2550 7.12394618988
0 2700 15.1478638649
0 2850 6.80343699455
0 3000 13.8928551674
0 3150 6.87301492691
0 3300 6.71400690079
0 3450 6.64070010185
0 3600 6.68249106407
0 3750 6.81245088577
0 3900 6.87439608574
0 4050 6.70026087761
0 4200 6.76000404358
0 4350 6.69679093361
0 4500 6.69649910927
0 4650 6.68353295326
0 4800 6.68530702591
0 4950 6.75556302071
1 0 9.53674316406e-07
1 150 6.82286405563
1 300 6.89779901505
1 450 6.84309697151
1 600 6.9365530014
1 750 6.82129502296
1 900 6.8582470417
1 1050 6.84705805779
1 1200 6.88424491882
1 1350 6.82831192017
1 1500 6.55493402481
1 1650 6.81106495857
1 1800 6.76992321014
1 1950 6.72507381439
1 2100 6.65871810913
1 2250 6.94800901413
1 2400 6.87130594254
1 2550 6.80561804771
1 2700 6.92532801628
1 2850 6.90575194359
1 3000 6.88690900803
1 3150 6.79862594604
1 3300 15.0179519653
1 3450 6.82837915421
1 3600 6.73867201805
1 3750 6.6901268959
1 3900 13.5647780895
1 4050 6.56078982353
1 4200 14.918913126
1 4350 13.9811809063
1 4500 6.73670196533
1 4650 14.6152369976
1 4800 14.461368084
1 4950 14.4769809246
2 0 0.0
2 150 6.85153198242
2 300 7.0031349659
2 450 14.6915440559
2 600 7.05018281937
2 750 6.95822119713
2 900 6.8246588707
2 1050 6.98230195045
2 1200 6.99733901024
2 1350 7.04453110695
2 1500 7.01664185524
2 1650 6.80810213089
2 1800 6.62361502647
2 1950 6.62220001221
2 2100 6.66177392006
2 2250 6.63253307343
2 2400 6.61409592628
2 2550 6.60594511032
2 2700 6.5901889801
2 2850 6.63752293587
2 3000 6.62433791161
2 3150 6.59350705147
2 3300 6.62931895256
2 3450 6.58042812347
2 3600 6.72319507599
2 3750 6.66451096535
2 3900 6.7272028923
2 4050 6.650785923
2 4200 6.62395310402
2 4350 6.62711906433
2 4500 6.64411997795
2 4650 6.64439296722
2 4800 6.67697405815
2 4950 6.54666686058
3 0 9.53674316406e-07
3 150 6.68366599083
3 300 6.74492001534
3 450 6.66934800148
3 600 6.59910202026
3 750 6.67959690094
3 900 6.64322805405
3 1050 6.62855005264
3 1200 6.70539689064
3 1350 6.59079194069
3 1500 6.61404514313
3 1650 6.52839183807
3 1800 6.59452915192
3 1950 6.43651580811
3 2100 6.14106416702
3 2250 6.5828230381
3 2400 6.62285494804
3 2550 6.60291099548
3 2700 6.6393699646
3 2850 6.63231301308
3 3000 6.67553806305
3 3150 6.6640689373
3 3300 6.79301595688
3 3450 6.72426605225
3 3600 6.73102593422
3 3750 6.73778700829
3 3900 6.7173409462
3 4050 6.77547597885
3 4200 6.67133307457
3 4350 6.76350212097
3 4500 6.70698785782
3 4650 6.66895508766
3 4800 6.75298500061
3 4950 6.72609090805
4 0 0.0
4 150 14.2243521214
4 300 14.2287490368
4 450 13.7971148491
4 600 6.63106107712
4 750 15.0155179501
4 900 14.2724571228
4 1050 6.80973601341
4 1200 14.3739089966
4 1350 14.5533459187
4 1500 14.5688910484
4 1650 14.8786640167
4 1800 7.20875096321
4 1950 7.11655902863
4 2100 7.04961895943
4 2250 7.12502908707
4 2400 14.6654129028
4 2550 14.5446360111
4 2700 15.0784420967
4 2850 7.44802284241
4 3000 7.2106730938
4 3150 7.05760407448
4 3300 14.7821609974
4 3450 7.16513180733
4 3600 6.96382904053
4 3750 6.86268115044
4 3900 14.6906738281
4 4050 15.3568329811
4 4200 7.16924118996
4 4350 6.93033885956
4 4500 13.7757389545
4 4650 6.98533606529
4 4800 7.20485591888
4 4950 7.12180304527
5 0 9.53674316406e-07
5 150 15.2199761868
5 300 14.1649138927
5 450 14.9055349827
5 600 7.12700390816
5 750 7.20903801918
5 900 7.08450317383
5 1050 6.95828294754
5 1200 6.92796802521
5 1350 14.256057024
5 1500 7.16453194618
5 1650 6.93043088913
5 1800 6.95018219948
5 1950 7.09153985977
5 2100 6.92970895767
5 2250 7.05524706841
5 2400 7.0363740921
5 2550 6.92577290535
5 2700 6.97775292397
5 2850 14.0118441582
5 3000 14.7253508568
5 3150 6.98850607872
5 3300 7.21092891693
5 3450 7.07356905937
5 3600 7.05890512466
5 3750 7.30004096031
5 3900 14.8257229328
5 4050 7.15762996674
5 4200 7.13288402557
5 4350 14.3510780334
5 4500 6.90640187263
5 4650 14.9339962006
5 4800 14.6863739491
5 4950 14.504349947
6 0 0.0
6 150 14.7088069916
6 300 14.3656289577
6 450 7.20025706291
6 600 7.12809991837
6 750 14.9823460579
6 900 7.19197511673
6 1050 7.29398584366
6 1200 14.4365260601
6 1350 14.9855980873
6 1500 7.14956188202
6 1650 7.05182218552
6 1800 6.49809980392
6 1950 7.05948710442
6 2100 7.16021585464
6 2250 14.8226890564
6 2400 7.0425620079
6 2550 6.91102600098
6 2700 6.79932808876
6 2850 7.06203198433
6 3000 7.14876389503
6 3150 7.02496600151
6 3300 14.7037701607
6 3450 7.15182495117
6 3600 7.17780399323
6 3750 7.21376204491
6 3900 6.73980998993
6 4050 6.86646986008
6 4200 6.93836116791
6 4350 6.85675191879
6 4500 7.03616309166
6 4650 7.07112884521
6 4800 7.08060503006
6 4950 6.95518994331
7 0 0.0
7 150 6.98588705063
7 300 6.90962600708
7 450 7.03086400032
7 600 7.00329303741
7 750 7.13316082954
7 900 14.2619740963
7 1050 7.02821302414
7 1200 7.01006293297
7 1350 7.03362512589
7 1500 7.10236883163
7 1650 7.20755410194
7 1800 7.11640501022
7 1950 7.0789949894
7 2100 7.02667093277
7 2250 6.98037004471
7 2400 7.05475306511
7 2550 7.21608996391
7 2700 7.12240409851
7 2850 14.5453019142
7 3000 7.2026860714
7 3150 7.20474600792
7 3300 7.28551983833
7 3450 14.9703481197
7 3600 7.28629183769
7 3750 7.20829820633
7 3900 7.19315481186
7 4050 7.28545618057
7 4200 7.3832859993
7 4350 7.21932482719
7 4500 7.20087695122
7 4650 7.14081311226
7 4800 7.14512610435
7 4950 6.96123385429
8 0 0.0
8 150 14.9274160862
8 300 7.17782902718
8 450 6.94080996513
8 600 6.9814620018
8 750 7.07968306541
8 900 6.9546918869
8 1050 7.06254315376
8 1200 6.68825984001
8 1350 6.43436598778
8 1500 14.4117851257
8 1650 6.96628594398
8 1800 6.81388807297
8 1950 6.79804897308
8 2100 7.09810090065
8 2250 7.14621114731
8 2400 7.1552798748
8 2550 14.6535861492
8 2700 15.0307159424
8 2850 6.98649191856
8 3000 7.01582503319
8 3150 7.1214299202
8 3300 7.22413110733
8 3450 7.18299102783
8 3600 6.87933397293
8 3750 6.86213994026
8 3900 6.94243812561
8 4050 7.16684293747
8 4200 7.1669049263
8 4350 7.23162102699
8 4500 7.02761697769
8 4650 7.10569810867
8 4800 7.20456004143
8 4950 6.89124488831
9 0 9.53674316406e-07
9 150 7.05905199051
9 300 7.30496096611
9 450 7.12337207794
9 600 7.1717979908
9 750 7.42485904694
9 900 14.4015579224
9 1050 6.92074012756
9 1200 7.36318302155
9 1350 7.0873298645
9 1500 7.15515613556
9 1650 6.89518690109
9 1800 7.14998412132
9 1950 7.21614480019
9 2100 6.99107503891
9 2250 7.24371194839
9 2400 7.12628412247
9 2550 6.86023592949
9 2700 6.99714612961
9 2850 7.07046985626
9 3000 7.04020500183
9 3150 6.95989203453
9 3300 7.27639007568
9 3450 7.31970405579
9 3600 7.36608290672
9 3750 7.2097029686
9 3900 7.15403795242
9 4050 7.26334095001
9 4200 14.9052190781
9 4350 7.15931010246
9 4500 6.97755002975
9 4650 6.85773396492
9 4800 6.91973304749
9 4950 6.95101189613
