batch k value what
3500 49 0.875626 norm
3500 50 1.23722 diff
3500 50 0.855218 norm
3500 51 1.23223 diff
3500 51 0.859983 norm
3500 52 1.15543 diff
3500 52 0.859465 norm
3500 53 1.14752 diff
3500 53 0.842044 norm
3500 54 1.16191 diff
3500 54 0.829729 norm
3500 55 1.14768 diff
3500 55 0.825428 norm
3500 56 1.15223 diff
3500 56 0.816289 norm
3500 57 1.16214 diff
3500 57 0.808545 norm
3500 58 1.18156 diff
3500 58 0.807887 norm
3500 59 1.1521 diff
3500 59 0.796317 norm
3500 60 1.15018 diff
3500 60 0.782993 norm
3500 61 1.14106 diff
3500 61 0.781917 norm
3500 62 1.1712 diff
3500 62 0.774619 norm
3500 63 1.10321 diff
3500 63 0.763442 norm
3500 64 1.11531 diff
3500 64 0.751755 norm
3500 65 1.17304 diff
3500 65 0.76216 norm
3500 66 1.10973 diff
3500 66 0.750351 norm
3500 67 1.05703 diff
3500 67 0.744826 norm
3500 68 1.113 diff
3500 68 0.732963 norm
3500 69 1.11215 diff
3500 69 0.726652 norm
3500 70 1.10837 diff
3500 70 0.728514 norm
3500 71 1.07768 diff
3500 71 0.722087 norm
3500 72 1.09402 diff
3500 72 0.711403 norm
3500 73 1.09883 diff
3500 73 0.71193 norm
3500 74 1.13538 diff
3500 74 0.699046 norm
3500 75 1.10351 diff
3500 75 0.701311 norm
3500 76 1.0762 diff
3500 76 0.68453 norm
3500 77 1.05552 diff
3500 77 0.677507 norm
3500 78 1.06552 diff
3500 78 0.672404 norm
3500 79 1.07527 diff
3500 79 0.679368 norm
3500 80 1.03324 diff
3500 80 0.661462 norm
3500 81 1.06212 diff
3500 81 0.662505 norm
3500 82 1.0672 diff
3500 82 0.647943 norm
3500 83 1.03338 diff
3500 83 0.646487 norm
3500 84 1.04352 diff
3500 84 0.650877 norm
3500 85 1.03354 diff
3500 85 0.634665 norm
3500 86 0.976921 diff
3500 86 0.64278 norm
3500 87 1.09587 diff
3500 87 0.638252 norm
3500 88 1.06044 diff
3500 88 0.633328 norm
3500 89 1.03447 diff
3500 89 0.634198 norm
3500 90 1.03378 diff
3500 90 0.626048 norm
3500 91 0.974726 diff
3500 91 0.6249 norm
3500 92 0.993676 diff
3500 92 0.630522 norm
3500 93 1.01656 diff
3500 93 0.624326 norm
3500 94 0.994543 diff
3500 94 0.634506 norm
3500 95 1.0883 diff
3500 95 0.620653 norm
3500 96 1.02366 diff
3500 96 0.617948 norm
3500 97 0.988249 diff
3500 97 0.625828 norm
3500 98 1.02106 diff
3500 98 0.622545 norm
3500 99 1.01082 diff
3500 99 0.606624 norm
3500 100 1.03966 diff
3500 100 0.629323 norm
3500 101 1.01144 diff
3500 101 0.61847 norm
3500 102 1.07396 diff
3500 102 0.613415 norm
3500 103 1.0667 diff
3500 103 0.613309 norm
3500 104 1.00588 diff
3500 104 0.61376 norm
3500 105 0.954568 diff
3500 105 0.614412 norm
3500 106 0.952198 diff
3500 106 0.606983 norm
3500 107 1.05948 diff
3500 107 0.616295 norm
3500 108 1.03925 diff
3500 108 0.622045 norm
3500 109 1.30433 diff
3500 109 0.949915 norm
3500 110 1.17721 diff
3500 110 0.840561 norm
3500 111 1.09886 diff
3500 111 0.822513 norm
3500 112 1.03719 diff
3500 112 0.785224 norm
3500 113 1.04424 diff
3500 113 0.765348 norm
3500 114 0.897788 diff
3500 114 0.766045 norm
3500 115 0.960825 diff
3500 115 0.744355 norm
3500 116 0.930577 diff
3500 116 0.734403 norm
3500 117 0.87382 diff
3500 117 0.728865 norm
3500 118 0.848859 diff
3500 118 0.718569 norm
3500 119 0.0 diff
3500 119 0.706632 norm
4000 0 1.69155 diff
4000 0 1.54273 norm
4000 1 1.90679 diff
4000 1 1.76711 norm
4000 2 2.07925 diff
4000 2 1.89638 norm
4000 3 2.12164 diff
4000 3 2.01065 norm
4000 4 2.26445 diff
4000 4 2.08329 norm
4000 5 2.21969 diff
4000 5 2.13267 norm
4000 6 2.32551 diff
4000 6 2.21764 norm
4000 7 2.35145 diff
4000 7 2.26069 norm
4000 8 2.44812 diff
4000 8 2.32732 norm
4000 9 2.54422 diff
4000 9 2.31914 norm
4000 10 2.42126 diff
4000 10 2.13423 norm
4000 11 2.2234 diff
4000 11 1.99864 norm
4000 12 2.0676 diff
4000 12 1.87896 norm
4000 13 1.92289 diff
4000 13 1.78783 norm
4000 14 1.8758 diff
4000 14 1.71224 norm
4000 15 1.90519 diff
4000 15 1.64045 norm
4000 16 1.78824 diff
4000 16 1.58053 norm
4000 17 1.8176 diff
4000 17 1.52123 norm
4000 18 1.73131 diff
4000 18 1.46112 norm
4000 19 1.62988 diff
4000 19 1.42101 norm
4000 20 1.56257 diff
4000 20 1.37111 norm
4000 21 1.4786 diff
4000 21 1.33621 norm
4000 22 1.70349 diff
4000 22 1.30453 norm
4000 23 1.59818 diff
4000 23 1.28246 norm
4000 24 1.53364 diff
4000 24 1.23893 norm
4000 25 1.48131 diff
4000 25 1.21159 norm
4000 26 1.43637 diff
4000 26 1.17787 norm
4000 27 1.39324 diff
4000 27 1.16219 norm
4000 28 1.31199 diff
4000 28 1.13996 norm
4000 29 1.48673 diff
4000 29 1.12159 norm
4000 30 1.35021 diff
4000 30 1.098 norm
4000 31 1.41649 diff
4000 31 1.07736 norm
4000 32 1.37431 diff
4000 32 1.06001 norm
4000 33 1.32054 diff
4000 33 1.0296 norm
4000 34 1.15616 diff
4000 34 1.00696 norm
4000 35 1.35757 diff
4000 35 0.99991 norm
4000 36 1.35143 diff
4000 36 0.989363 norm
4000 37 1.37246 diff
4000 37 0.970639 norm
4000 38 1.23199 diff
4000 38 0.952871 norm
4000 39 1.18504 diff
4000 39 0.941974 norm
4000 40 1.28032 diff
4000 40 0.92612 norm
4000 41 1.14524 diff
4000 41 0.910237 norm
4000 42 1.14781 diff
4000 42 0.912378 norm
4000 43 1.23839 diff
4000 43 0.896772 norm
4000 44 1.2209 diff
4000 44 0.898648 norm
4000 45 1.23848 diff
4000 45 0.880409 norm
4000 46 1.14276 diff
4000 46 0.876773 norm
4000 47 1.14657 diff
4000 47 0.857489 norm
4000 48 1.18437 diff
4000 48 0.852912 norm
4000 49 1.13495 diff
4000 49 0.844567 norm
4000 50 1.23392 diff
4000 50 0.851709 norm
4000 51 1.23136 diff
4000 51 0.836299 norm
4000 52 1.11525 diff
4000 52 0.826433 norm
4000 53 1.11391 diff
4000 53 0.825048 norm
4000 54 1.16454 diff
4000 54 0.814921 norm
4000 55 1.10809 diff
4000 55 0.797981 norm
4000 56 1.13963 diff
4000 56 0.79786 norm
4000 57 1.13056 diff
4000 57 0.794759 norm
4000 58 1.1869 diff
4000 58 0.798309 norm
4000 59 1.14325 diff
4000 59 0.772773 norm
4000 60 1.1159 diff
4000 60 0.770209 norm
4000 61 1.11828 diff
4000 61 0.766077 norm
4000 62 1.178 diff
4000 62 0.753399 norm
4000 63 1.07134 diff
4000 63 0.747935 norm
4000 64 1.13048 diff
4000 64 0.749599 norm
4000 65 1.14933 diff
4000 65 0.75083 norm
4000 66 1.10421 diff
4000 66 0.739657 norm
4000 67 1.03104 diff
4000 67 0.737742 norm
4000 68 1.11214 diff
4000 68 0.729672 norm
4000 69 1.10759 diff
4000 69 0.725793 norm
4000 70 1.09256 diff
4000 70 0.713532 norm
4000 71 1.0829 diff
4000 71 0.725992 norm
4000 72 1.10071 diff
4000 72 0.721388 norm
4000 73 1.09789 diff
4000 73 0.705447 norm
4000 74 1.13193 diff
4000 74 0.696202 norm
4000 75 1.1022 diff
4000 75 0.702603 norm
4000 76 1.0981 diff
4000 76 0.684552 norm
4000 77 1.05522 diff
4000 77 0.67784 norm
4000 78 1.07797 diff
4000 78 0.677276 norm
4000 79 1.08265 diff
4000 79 0.683061 norm
4000 80 1.03163 diff
4000 80 0.666494 norm
4000 81 1.07971 diff
4000 81 0.666272 norm
4000 82 1.06543 diff
4000 82 0.649842 norm
4000 83 1.05072 diff
4000 83 0.65248 norm
4000 84 1.04985 diff
4000 84 0.644174 norm
4000 85 1.05435 diff
4000 85 0.643691 norm
4000 86 0.979246 diff
4000 86 0.644978 norm
4000 87 1.11902 diff
4000 87 0.638508 norm
4000 88 1.05424 diff
4000 88 0.631354 norm
4000 89 1.07272 diff
4000 89 0.634029 norm
4000 90 1.03394 diff
4000 90 0.621425 norm
4000 91 0.99276 diff
4000 91 0.625711 norm
4000 92 1.00432 diff
4000 92 0.624542 norm
4000 93 1.03038 diff
4000 93 0.627279 norm
4000 94 1.00555 diff
4000 94 0.631411 norm
4000 95 1.09701 diff
4000 95 0.613581 norm
4000 96 1.03946 diff
4000 96 0.615058 norm
4000 97 1.01273 diff
4000 97 0.611613 norm
4000 98 1.01604 diff
4000 98 0.608204 norm
4000 99 1.03879 diff
4000 99 0.601597 norm
4000 100 1.04283 diff
4000 100 0.608547 norm
4000 101 1.02847 diff
4000 101 0.598899 norm
4000 102 1.08773 diff
4000 102 0.602051 norm
4000 103 1.07433 diff
4000 103 0.587069 norm
4000 104 1.02114 diff
4000 104 0.586246 norm
4000 105 0.947173 diff
4000 105 0.588277 norm
4000 106 0.960836 diff
4000 106 0.590194 norm
4000 107 1.07098 diff
4000 107 0.588485 norm
4000 108 1.0348 diff
4000 108 0.59091 norm
4000 109 1.29143 diff
4000 109 0.961989 norm
4000 110 1.1822 diff
4000 110 0.866355 norm
4000 111 1.0898 diff
4000 111 0.845083 norm
4000 112 1.02497 diff
4000 112 0.821996 norm
4000 113 1.03398 diff
4000 113 0.806541 norm
4000 114 0.937538 diff
4000 114 0.806844 norm
4000 115 0.960568 diff
4000 115 0.793553 norm
4000 116 0.93429 diff
4000 116 0.784337 norm
4000 117 0.884219 diff
4000 117 0.778054 norm
4000 118 0.879709 diff
4000 118 0.766864 norm
4000 119 0.0 diff
4000 119 0.753265 norm
4500 0 1.63992 diff
4500 0 1.50863 norm
4500 1 1.80567 diff
4500 1 1.72035 norm
4500 2 2.04443 diff
4500 2 1.8759 norm
4500 3 2.11331 diff
4500 3 1.99103 norm
4500 4 2.23551 diff
4500 4 2.07414 norm
4500 5 2.27774 diff
4500 5 2.19509 norm
4500 6 2.34909 diff
4500 6 2.22455 norm
4500 7 2.40119 diff
4500 7 2.27682 norm
4500 8 2.37798 diff
4500 8 2.27716 norm
4500 9 2.55615 diff
4500 9 2.31538 norm
4500 10 2.44597 diff
4500 10 2.13464 norm
4500 11 2.27633 diff
4500 11 2.01161 norm
4500 12 2.03556 diff
4500 12 1.88915 norm
4500 13 1.97443 diff
4500 13 1.7948 norm
4500 14 1.86114 diff
4500 14 1.71147 norm
4500 15 1.94363 diff
4500 15 1.64028 norm
4500 16 1.79057 diff
4500 16 1.58165 norm
4500 17 1.80711 diff
4500 17 1.51704 norm
4500 18 1.74027 diff
4500 18 1.46267 norm
4500 19 1.61049 diff
4500 19 1.42352 norm
4500 20 1.59426 diff
4500 20 1.37433 norm
4500 21 1.471 diff
4500 21 1.32707 norm
4500 22 1.68637 diff
4500 22 1.30432 norm
4500 23 1.56795 diff
4500 23 1.27784 norm
4500 24 1.56672 diff
4500 24 1.23877 norm
4500 25 1.47348 diff
4500 25 1.21097 norm
4500 26 1.41449 diff
4500 26 1.18645 norm
4500 27 1.35196 diff
4500 27 1.15892 norm
4500 28 1.31853 diff
4500 28 1.14545 norm
4500 29 1.47939 diff
4500 29 1.10912 norm
4500 30 1.31436 diff
4500 30 1.10516 norm
4500 31 1.38454 diff
4500 31 1.07778 norm
4500 32 1.34499 diff
4500 32 1.05657 norm
4500 33 1.31864 diff
4500 33 1.04302 norm
4500 34 1.15447 diff
4500 34 1.01644 norm
4500 35 1.34598 diff
4500 35 1.00655 norm
4500 36 1.30859 diff
4500 36 0.986517 norm
4500 37 1.35182 diff
4500 37 0.97477 norm
4500 38 1.24021 diff
4500 38 0.959445 norm
4500 39 1.17481 diff
4500 39 0.944055 norm
4500 40 1.23976 diff
4500 40 0.933057 norm
4500 41 1.10756 diff
4500 41 0.919832 norm
4500 42 1.17164 diff
4500 42 0.920522 norm
4500 43 1.20299 diff
4500 43 0.891934 norm
4500 44 1.1997 diff
4500 44 0.903681 norm
4500 45 1.18558 diff
4500 45 0.883908 norm
4500 46 1.14217 diff
4500 46 0.88195 norm
4500 47 1.14435 diff
4500 47 0.868647 norm
4500 48 1.17783 diff
4500 48 0.862229 norm
4500 49 1.11973 diff
4500 49 0.864635 norm
4500 50 1.20401 diff
4500 50 0.846555 norm
4500 51 1.2152 diff
4500 51 0.84502 norm
4500 52 1.12338 diff
4500 52 0.838509 norm
4500 53 1.10012 diff
4500 53 0.833739 norm
4500 54 1.12464 diff
4500 54 0.818691 norm
4500 55 1.12061 diff
4500 55 0.818388 norm
4500 56 1.12291 diff
4500 56 0.80409 norm
4500 57 1.12774 diff
4500 57 0.800216 norm
4500 58 1.15702 diff
4500 58 0.799844 norm
4500 59 1.12716 diff
4500 59 0.785138 norm
4500 60 1.11861 diff
4500 60 0.775924 norm
4500 61 1.12341 diff
4500 61 0.775343 norm
4500 62 1.16561 diff
4500 62 0.764488 norm
4500 63 1.07806 diff
4500 63 0.761929 norm
4500 64 1.08876 diff
4500 64 0.747097 norm
4500 65 1.14573 diff
4500 65 0.750329 norm
4500 66 1.0871 diff
4500 66 0.74069 norm
4500 67 1.01221 diff
4500 67 0.737817 norm
4500 68 1.09312 diff
4500 68 0.737689 norm
4500 69 1.07753 diff
4500 69 0.720966 norm
4500 70 1.0821 diff
4500 70 0.71744 norm
4500 71 1.0466 diff
4500 71 0.721447 norm
4500 72 1.0727 diff
4500 72 0.711838 norm
4500 73 1.06907 diff
4500 73 0.702916 norm
4500 74 1.11672 diff
4500 74 0.693009 norm
4500 75 1.08029 diff
4500 75 0.699253 norm
4500 76 1.07362 diff
4500 76 0.683499 norm
4500 77 1.04056 diff
4500 77 0.677722 norm
4500 78 1.02948 diff
4500 78 0.667501 norm
4500 79 1.04515 diff
4500 79 0.668146 norm
4500 80 1.0101 diff
4500 80 0.660413 norm
4500 81 1.05906 diff
4500 81 0.653599 norm
4500 82 1.02442 diff
4500 82 0.652793 norm
4500 83 1.01949 diff
4500 83 0.634589 norm
4500 84 1.0189 diff
4500 84 0.640803 norm
4500 85 1.02844 diff
4500 85 0.629675 norm
4500 86 0.941533 diff
4500 86 0.635308 norm
4500 87 1.08219 diff
4500 87 0.624126 norm
4500 88 1.04589 diff
4500 88 0.619085 norm
4500 89 1.02712 diff
4500 89 0.625562 norm
4500 90 1.0164 diff
4500 90 0.615377 norm
4500 91 0.964483 diff
4500 91 0.613881 norm
4500 92 0.951879 diff
4500 92 0.609854 norm
4500 93 0.994321 diff
4500 93 0.61149 norm
4500 94 0.989073 diff
4500 94 0.616248 norm
4500 95 1.07195 diff
4500 95 0.604521 norm
4500 96 1.01659 diff
4500 96 0.605999 norm
4500 97 0.958736 diff
4500 97 0.599423 norm
4500 98 1.02479 diff
4500 98 0.60497 norm
4500 99 1.0082 diff
4500 99 0.586516 norm
4500 100 1.02392 diff
4500 100 0.600468 norm
4500 101 1.01235 diff
4500 101 0.59348 norm
4500 102 1.07499 diff
4500 102 0.585743 norm
4500 103 1.06177 diff
4500 103 0.584321 norm
4500 104 1.00331 diff
4500 104 0.581611 norm
4500 105 0.933174 diff
4500 105 0.583573 norm
4500 106 0.931405 diff
4500 106 0.572095 norm
4500 107 1.05806 diff
4500 107 0.578174 norm
4500 108 1.01649 diff
4500 108 0.581576 norm
4500 109 1.25915 diff
4500 109 0.948382 norm
4500 110 1.12461 diff
4500 110 0.863779 norm
4500 111 1.06544 diff
4500 111 0.848238 norm
4500 112 1.00096 diff
4500 112 0.822195 norm
4500 113 1.00166 diff
4500 113 0.8143 norm
4500 114 0.902796 diff
4500 114 0.81005 norm
4500 115 0.934213 diff
4500 115 0.800855 norm
4500 116 0.93091 diff
4500 116 0.785414 norm
4500 117 0.859749 diff
4500 117 0.778069 norm
4500 118 0.85396 diff
4500 118 0.768991 norm
4500 119 0.0 diff
4500 119 0.756702 norm
0 0 1.60621 diff
0 0 1.50324 norm
0 1 1.83088 diff
0 1 1.71239 norm
0 2 2.02542 diff
0 2 1.84222 norm
0 3 2.06023 diff
0 3 1.95143 norm
0 4 2.23848 diff
0 4 2.05818 norm
0 5 2.23487 diff
0 5 2.1451 norm
0 6 2.30413 diff
0 6 2.20766 norm
0 7 2.32822 diff
0 7 2.23576 norm
0 8 2.39754 diff
0 8 2.26966 norm
0 9 2.50347 diff
0 9 2.29248 norm
0 10 2.40901 diff
0 10 2.1108 norm
0 11 2.23905 diff
0 11 1.98688 norm
0 12 1.98024 diff
0 12 1.87922 norm
0 13 1.98514 diff
0 13 1.79016 norm
0 14 1.85457 diff
0 14 1.71311 norm
0 15 1.89581 diff
0 15 1.6373 norm
0 16 1.76996 diff
0 16 1.57637 norm
0 17 1.78066 diff
0 17 1.51105 norm
0 18 1.74274 diff
0 18 1.46197 norm
0 19 1.59093 diff
0 19 1.42029 norm
0 20 1.55953 diff
0 20 1.37137 norm
0 21 1.4578 diff
0 21 1.33247 norm
0 22 1.66059 diff
0 22 1.29973 norm
0 23 1.56454 diff
0 23 1.28074 norm
0 24 1.52515 diff
0 24 1.23505 norm
0 25 1.44962 diff
0 25 1.2065 norm
0 26 1.40975 diff
0 26 1.18006 norm
0 27 1.36187 diff
0 27 1.15389 norm
0 28 1.30741 diff
0 28 1.14336 norm
0 29 1.46492 diff
0 29 1.10956 norm
0 30 1.29355 diff
0 30 1.09361 norm
0 31 1.38807 diff
0 31 1.07427 norm
0 32 1.35966 diff
0 32 1.04971 norm
0 33 1.29519 diff
0 33 1.02954 norm
0 34 1.13705 diff
0 34 1.00716 norm
0 35 1.31738 diff
0 35 1.00223 norm
0 36 1.30207 diff
0 36 0.975629 norm
0 37 1.33251 diff
0 37 0.973514 norm
0 38 1.21535 diff
0 38 0.95186 norm
0 39 1.15325 diff
0 39 0.943196 norm
0 40 1.24409 diff
0 40 0.926111 norm
0 41 1.12376 diff
0 41 0.915511 norm
0 42 1.13586 diff
0 42 0.917688 norm
0 43 1.18362 diff
0 43 0.889997 norm
0 44 1.2065 diff
0 44 0.90411 norm
0 45 1.18431 diff
0 45 0.884106 norm
0 46 1.14346 diff
0 46 0.874646 norm
0 47 1.14877 diff
0 47 0.867094 norm
0 48 1.15033 diff
0 48 0.85832 norm
0 49 1.10578 diff
0 49 0.855162 norm
0 50 1.20644 diff
0 50 0.845927 norm
0 51 1.21245 diff
0 51 0.838382 norm
0 52 1.10055 diff
0 52 0.831763 norm
0 53 1.11552 diff
0 53 0.82857 norm
0 54 1.14089 diff
0 54 0.814111 norm
0 55 1.10739 diff
0 55 0.803386 norm
0 56 1.12204 diff
0 56 0.794615 norm
0 57 1.10838 diff
0 57 0.793975 norm
0 58 1.15561 diff
0 58 0.794612 norm
0 59 1.13174 diff
0 59 0.772147 norm
0 60 1.11859 diff
0 60 0.768475 norm
0 61 1.09399 diff
0 61 0.763882 norm
0 62 1.15552 diff
0 62 0.754941 norm
0 63 1.06012 diff
0 63 0.7506 norm
0 64 1.08854 diff
0 64 0.742689 norm
0 65 1.13741 diff
0 65 0.742517 norm
0 66 1.09419 diff
0 66 0.742498 norm
0 67 1.02205 diff
0 67 0.730254 norm
0 68 1.09008 diff
0 68 0.732662 norm
0 69 1.0994 diff
0 69 0.70703 norm
0 70 1.06576 diff
0 70 0.709664 norm
0 71 1.04463 diff
0 71 0.71772 norm
0 72 1.08587 diff
0 72 0.705103 norm
0 73 1.08231 diff
0 73 0.695778 norm
0 74 1.10793 diff
0 74 0.680972 norm
0 75 1.07741 diff
0 75 0.690804 norm
0 76 1.05175 diff
0 76 0.667041 norm
0 77 1.0429 diff
0 77 0.664669 norm
0 78 1.0325 diff
0 78 0.654273 norm
0 79 1.02712 diff
0 79 0.658738 norm
0 80 1.02301 diff
0 80 0.654011 norm
0 81 1.04645 diff
0 81 0.64022 norm
0 82 1.01795 diff
0 82 0.635841 norm
0 83 1.00749 diff
0 83 0.618327 norm
0 84 0.999933 diff
0 84 0.630473 norm
0 85 1.00261 diff
0 85 0.618721 norm
0 86 0.947622 diff
0 86 0.625328 norm
0 87 1.06957 diff
0 87 0.622688 norm
0 88 1.01812 diff
0 88 0.609049 norm
0 89 1.01078 diff
0 89 0.620978 norm
0 90 0.99383 diff
0 90 0.604967 norm
0 91 0.968807 diff
0 91 0.612549 norm
0 92 0.927838 diff
0 92 0.600605 norm
0 93 1.00038 diff
0 93 0.620582 norm
0 94 0.97457 diff
0 94 0.6145 norm
0 95 1.06181 diff
0 95 0.599322 norm
0 96 1.01439 diff
0 96 0.603735 norm
0 97 0.929376 diff
0 97 0.595075 norm
0 98 0.998008 diff
0 98 0.601045 norm
0 99 1.00695 diff
0 99 0.586604 norm
0 100 1.00823 diff
0 100 0.601865 norm
0 101 0.970591 diff
0 101 0.598455 norm
0 102 1.05933 diff
0 102 0.588069 norm
0 103 1.03762 diff
0 103 0.58689 norm
0 104 0.981473 diff
0 104 0.581715 norm
0 105 0.91663 diff
0 105 0.58779 norm
0 106 0.91475 diff
0 106 0.585866 norm
0 107 1.04082 diff
0 107 0.591099 norm
0 108 1.00949 diff
0 108 0.592586 norm
0 109 1.24087 diff
0 109 0.914762 norm
0 110 1.09696 diff
0 110 0.825473 norm
0 111 1.04037 diff
0 111 0.80528 norm
0 112 0.991447 diff
0 112 0.780601 norm
0 113 0.990519 diff
0 113 0.769733 norm
0 114 0.898686 diff
0 114 0.772759 norm
0 115 0.915873 diff
0 115 0.759345 norm
0 116 0.919737 diff
0 116 0.742881 norm
0 117 0.870075 diff
0 117 0.734586 norm
0 118 0.852167 diff
0 118 0.721663 norm
0 119 0.0 diff
0 119 0.715887 norm
500 0 1.63741 diff
500 0 1.53295 norm
500 1 1.80541 diff
500 1 1.72819 norm
500 2 1.95618 diff
500 2 1.82341 norm
500 3 2.01349 diff
500 3 1.93701 norm
500 4 2.15343 diff
500 4 2.0148 norm
500 5 2.13679 diff
500 5 2.08896 norm
500 6 2.24212 diff
500 6 2.16401 norm
500 7 2.2881 diff
500 7 2.208 norm
500 8 2.33459 diff
500 8 2.27743 norm
500 9 2.48633 diff
500 9 2.30474 norm
500 10 2.37553 diff
500 10 2.13374 norm
500 11 2.19818 diff
500 11 2.00729 norm
500 12 2.00704 diff
500 12 1.88568 norm
500 13 1.88641 diff
500 13 1.79605 norm
500 14 1.81389 diff
500 14 1.72189 norm
500 15 1.85193 diff
500 15 1.6501 norm
500 16 1.74491 diff
500 16 1.58647 norm
500 17 1.76689 diff
500 17 1.52947 norm
500 18 1.69621 diff
500 18 1.48281 norm
500 19 1.57592 diff
500 19 1.43439 norm
500 20 1.56324 diff
500 20 1.38946 norm
500 21 1.45681 diff
500 21 1.3512 norm
500 22 1.64494 diff
500 22 1.33034 norm
500 23 1.56104 diff
500 23 1.29671 norm
500 24 1.52548 diff
500 24 1.26734 norm
500 25 1.4844 diff
500 25 1.23695 norm
500 26 1.40376 diff
500 26 1.20538 norm
500 27 1.34312 diff
500 27 1.18896 norm
500 28 1.31365 diff
500 28 1.17062 norm
500 29 1.46943 diff
500 29 1.14179 norm
500 30 1.31415 diff
500 30 1.12483 norm
500 31 1.39662 diff
500 31 1.1065 norm
500 32 1.36254 diff
500 32 1.08082 norm
500 33 1.31163 diff
500 33 1.06686 norm
500 34 1.18975 diff
500 34 1.03524 norm
500 35 1.33571 diff
500 35 1.0307 norm
500 36 1.32372 diff
500 36 1.01429 norm
500 37 1.34699 diff
500 37 0.998124 norm
500 38 1.27134 diff
500 38 0.985928 norm
500 39 1.19392 diff
500 39 0.965987 norm
500 40 1.24772 diff
500 40 0.95428 norm
500 41 1.12797 diff
500 41 0.938644 norm
500 42 1.19356 diff
500 42 0.940549 norm
500 43 1.2186 diff
500 43 0.916063 norm
500 44 1.20626 diff
500 44 0.918919 norm
500 45 1.22674 diff
500 45 0.900845 norm
500 46 1.16277 diff
500 46 0.895909 norm
500 47 1.16584 diff
500 47 0.879401 norm
500 48 1.17893 diff
500 48 0.870003 norm
500 49 1.13095 diff
500 49 0.871137 norm
500 50 1.20243 diff
500 50 0.855242 norm
500 51 1.22746 diff
500 51 0.851491 norm
500 52 1.12421 diff
500 52 0.847637 norm
500 53 1.10699 diff
500 53 0.834728 norm
500 54 1.1231 diff
500 54 0.823104 norm
500 55 1.10859 diff
500 55 0.815894 norm
500 56 1.13518 diff
500 56 0.806276 norm
500 57 1.11608 diff
500 57 0.806247 norm
500 58 1.14835 diff
500 58 0.800549 norm
500 59 1.14202 diff
500 59 0.784367 norm
500 60 1.12414 diff
500 60 0.779979 norm
500 61 1.11181 diff
500 61 0.775451 norm
500 62 1.15957 diff
500 62 0.763138 norm
500 63 1.05968 diff
500 63 0.76092 norm
500 64 1.11144 diff
500 64 0.754521 norm
500 65 1.14355 diff
500 65 0.754135 norm
500 66 1.08937 diff
500 66 0.751674 norm
500 67 1.02135 diff
500 67 0.742135 norm
500 68 1.09102 diff
500 68 0.736568 norm
500 69 1.09402 diff
500 69 0.720175 norm
500 70 1.07916 diff
500 70 0.723349 norm
500 71 1.06474 diff
500 71 0.726997 norm
500 72 1.07331 diff
500 72 0.711504 norm
500 73 1.09046 diff
500 73 0.708361 norm
500 74 1.11397 diff
500 74 0.698648 norm
500 75 1.08887 diff
500 75 0.69955 norm
500 76 1.06047 diff
500 76 0.684091 norm
500 77 1.03973 diff
500 77 0.679616 norm
500 78 1.04866 diff
500 78 0.671617 norm
500 79 1.0462 diff
500 79 0.677364 norm
500 80 1.01626 diff
500 80 0.668633 norm
500 81 1.0514 diff
500 81 0.660447 norm
500 82 1.0389 diff
500 82 0.651099 norm
500 83 1.01536 diff
500 83 0.638382 norm
500 84 1.03512 diff
500 84 0.644031 norm
500 85 1.0224 diff
500 85 0.638084 norm
500 86 0.950096 diff
500 86 0.633949 norm
500 87 1.08459 diff
500 87 0.630554 norm
500 88 1.03568 diff
500 88 0.625959 norm
500 89 1.01937 diff
500 89 0.628092 norm
500 90 1.00204 diff
500 90 0.613265 norm
500 91 0.953648 diff
500 91 0.616207 norm
500 92 0.94802 diff
500 92 0.615094 norm
500 93 0.978867 diff
500 93 0.615867 norm
500 94 0.970194 diff
500 94 0.622366 norm
500 95 1.04396 diff
500 95 0.607521 norm
500 96 0.986351 diff
500 96 0.605899 norm
500 97 0.947562 diff
500 97 0.5994 norm
500 98 0.9891 diff
500 98 0.605821 norm
500 99 0.977095 diff
500 99 0.595332 norm
500 100 0.978002 diff
500 100 0.604912 norm
500 101 0.982863 diff
500 101 0.602875 norm
500 102 1.03084 diff
500 102 0.597898 norm
500 103 1.01549 diff
500 103 0.596878 norm
500 104 0.961743 diff
500 104 0.591423 norm
500 105 0.8965 diff
500 105 0.596015 norm
500 106 0.898431 diff
500 106 0.594122 norm
500 107 1.01129 diff
500 107 0.602371 norm
500 108 0.989646 diff
500 108 0.601551 norm
500 109 1.24077 diff
500 109 0.907966 norm
500 110 1.11647 diff
500 110 0.812815 norm
500 111 1.05506 diff
500 111 0.782663 norm
500 112 0.98947 diff
500 112 0.75059 norm
500 113 0.981073 diff
500 113 0.739728 norm
500 114 0.88968 diff
500 114 0.732815 norm
500 115 0.922503 diff
500 115 0.716224 norm
500 116 0.895427 diff
500 116 0.704327 norm
500 117 0.837047 diff
500 117 0.687314 norm
500 118 0.819565 diff
500 118 0.683143 norm
500 119 0.0 diff
500 119 0.669414 norm
1000 0 1.60758 diff
1000 0 1.46964 norm
1000 1 1.78243 diff
1000 1 1.6975 norm
1000 2 1.96955 diff
1000 2 1.79537 norm
1000 3 2.00644 diff
1000 3 1.92238 norm
1000 4 2.20052 diff
1000 4 2.05217 norm
1000 5 2.19133 diff
1000 5 2.10799 norm
1000 6 2.30297 diff
