batch k value what
3500 95 1.06835 diff
3500 95 0.605289 norm
3500 96 1.01128 diff
3500 96 0.598582 norm
3500 97 0.96134 diff
3500 97 0.594092 norm
3500 98 0.999365 diff
3500 98 0.596143 norm
3500 99 1.0314 diff
3500 99 0.593166 norm
3500 100 1.02658 diff
3500 100 0.599879 norm
3500 101 1.02506 diff
3500 101 0.599828 norm
3500 102 1.06761 diff
3500 102 0.602817 norm
3500 103 1.06023 diff
3500 103 0.596512 norm
3500 104 1.04157 diff
3500 104 0.582848 norm
3500 105 0.947236 diff
3500 105 0.600674 norm
3500 106 0.976531 diff
3500 106 0.589197 norm
3500 107 1.07171 diff
3500 107 0.592536 norm
3500 108 1.06208 diff
3500 108 0.606411 norm
3500 109 1.21835 diff
3500 109 0.964084 norm
3500 110 1.1147 diff
3500 110 0.877296 norm
3500 111 1.03815 diff
3500 111 0.848457 norm
3500 112 0.992171 diff
3500 112 0.837271 norm
3500 113 0.981819 diff
3500 113 0.825118 norm
3500 114 0.889578 diff
3500 114 0.808285 norm
3500 115 0.876382 diff
3500 115 0.788558 norm
3500 116 0.878296 diff
3500 116 0.780761 norm
3500 117 0.889422 diff
3500 117 0.762287 norm
3500 118 0.795994 diff
3500 118 0.756192 norm
3500 119 0.0 diff
3500 119 0.750023 norm
4000 0 1.60293 diff
4000 0 1.45343 norm
4000 1 1.77863 diff
4000 1 1.64165 norm
4000 2 1.92273 diff
4000 2 1.7768 norm
4000 3 1.97585 diff
4000 3 1.84595 norm
4000 4 2.16007 diff
4000 4 1.99501 norm
4000 5 2.16548 diff
4000 5 2.06421 norm
4000 6 2.21775 diff
4000 6 2.109 norm
4000 7 2.28062 diff
4000 7 2.17473 norm
4000 8 2.3573 diff
4000 8 2.17528 norm
4000 9 2.3891 diff
4000 9 2.18881 norm
4000 10 2.29127 diff
4000 10 2.02582 norm
4000 11 2.14883 diff
4000 11 1.91092 norm
4000 12 1.97964 diff
4000 12 1.80649 norm
4000 13 1.91001 diff
4000 13 1.73083 norm
4000 14 1.81033 diff
4000 14 1.66116 norm
4000 15 1.94725 diff
4000 15 1.59937 norm
4000 16 1.75386 diff
4000 16 1.54279 norm
4000 17 1.78718 diff
4000 17 1.49072 norm
4000 18 1.69893 diff
4000 18 1.43469 norm
4000 19 1.62947 diff
4000 19 1.38637 norm
4000 20 1.56801 diff
4000 20 1.35865 norm
4000 21 1.5307 diff
4000 21 1.31062 norm
4000 22 1.67228 diff
4000 22 1.29019 norm
4000 23 1.56592 diff
4000 23 1.26755 norm
4000 24 1.55218 diff
4000 24 1.21904 norm
4000 25 1.4629 diff
4000 25 1.20104 norm
4000 26 1.48029 diff
4000 26 1.16437 norm
4000 27 1.30922 diff
4000 27 1.14902 norm
4000 28 1.37018 diff
4000 28 1.12669 norm
4000 29 1.47271 diff
4000 29 1.10068 norm
4000 30 1.33987 diff
4000 30 1.0933 norm
4000 31 1.387 diff
4000 31 1.0586 norm
4000 32 1.34717 diff
4000 32 1.04265 norm
4000 33 1.29799 diff
4000 33 1.02698 norm
4000 34 1.20831 diff
4000 34 1.00375 norm
4000 35 1.33906 diff
4000 35 0.991392 norm
4000 36 1.30682 diff
4000 36 0.986571 norm
4000 37 1.37803 diff
4000 37 0.9642 norm
4000 38 1.26472 diff
4000 38 0.952903 norm
4000 39 1.23768 diff
4000 39 0.938546 norm
4000 40 1.25655 diff
4000 40 0.919156 norm
4000 41 1.18159 diff
4000 41 0.910695 norm
4000 42 1.20874 diff
4000 42 0.90331 norm
4000 43 1.24304 diff
4000 43 0.897679 norm
4000 44 1.27289 diff
4000 44 0.887768 norm
4000 45 1.23169 diff
4000 45 0.866638 norm
4000 46 1.1984 diff
4000 46 0.871226 norm
4000 47 1.16236 diff
4000 47 0.847275 norm
4000 48 1.22381 diff
4000 48 0.841599 norm
4000 49 1.11951 diff
4000 49 0.840336 norm
4000 50 1.24585 diff
4000 50 0.835575 norm
4000 51 1.25208 diff
4000 51 0.820812 norm
4000 52 1.15829 diff
4000 52 0.818453 norm
4000 53 1.1418 diff
4000 53 0.8109 norm
4000 54 1.16079 diff
4000 54 0.791823 norm
4000 55 1.14552 diff
4000 55 0.786266 norm
4000 56 1.13399 diff
4000 56 0.785199 norm
4000 57 1.17773 diff
4000 57 0.776808 norm
4000 58 1.17534 diff
4000 58 0.768798 norm
4000 59 1.2094 diff
4000 59 0.757896 norm
4000 60 1.12846 diff
4000 60 0.755787 norm
4000 61 1.15436 diff
4000 61 0.738218 norm
4000 62 1.17334 diff
4000 62 0.730885 norm
4000 63 1.106 diff
4000 63 0.73732 norm
4000 64 1.16349 diff
4000 64 0.718627 norm
4000 65 1.18403 diff
4000 65 0.722926 norm
4000 66 1.13076 diff
4000 66 0.715001 norm
4000 67 1.08298 diff
4000 67 0.705404 norm
4000 68 1.13368 diff
4000 68 0.6987 norm
4000 69 1.1017 diff
4000 69 0.689975 norm
4000 70 1.09473 diff
4000 70 0.680809 norm
4000 71 1.0915 diff
4000 71 0.685704 norm
4000 72 1.12714 diff
4000 72 0.678688 norm
4000 73 1.10463 diff
4000 73 0.673161 norm
4000 74 1.12468 diff
4000 74 0.664802 norm
4000 75 1.0891 diff
4000 75 0.651883 norm
4000 76 1.06937 diff
4000 76 0.657053 norm
4000 77 1.07128 diff
4000 77 0.642391 norm
4000 78 1.07914 diff
4000 78 0.639362 norm
4000 79 1.07104 diff
4000 79 0.649563 norm
4000 80 1.05471 diff
4000 80 0.625731 norm
4000 81 1.10569 diff
4000 81 0.633623 norm
4000 82 1.05118 diff
4000 82 0.622061 norm
4000 83 1.0388 diff
4000 83 0.6111 norm
4000 84 1.04868 diff
4000 84 0.607491 norm
4000 85 1.07497 diff
4000 85 0.611077 norm
4000 86 1.01588 diff
4000 86 0.614378 norm
4000 87 1.10965 diff
4000 87 0.609139 norm
4000 88 1.07 diff
4000 88 0.597164 norm
4000 89 1.04287 diff
4000 89 0.604824 norm
4000 90 1.0563 diff
4000 90 0.596924 norm
4000 91 0.996351 diff
4000 91 0.589462 norm
4000 92 1.00448 diff
4000 92 0.604743 norm
4000 93 1.03132 diff
4000 93 0.596167 norm
4000 94 1.03823 diff
4000 94 0.598794 norm
4000 95 1.08299 diff
4000 95 0.601877 norm
4000 96 1.04246 diff
4000 96 0.594317 norm
4000 97 0.981396 diff
4000 97 0.586435 norm
4000 98 1.03928 diff
4000 98 0.593454 norm
4000 99 1.05194 diff
4000 99 0.591811 norm
4000 100 1.04891 diff
4000 100 0.601707 norm
4000 101 1.04063 diff
4000 101 0.592881 norm
4000 102 1.0896 diff
4000 102 0.596934 norm
4000 103 1.08294 diff
4000 103 0.592409 norm
4000 104 1.05213 diff
4000 104 0.581155 norm
4000 105 0.973327 diff
4000 105 0.594758 norm
4000 106 0.999216 diff
4000 106 0.589662 norm
4000 107 1.09868 diff
4000 107 0.587944 norm
4000 108 1.06195 diff
4000 108 0.597826 norm
4000 109 1.25801 diff
4000 109 0.995319 norm
4000 110 1.13481 diff
4000 110 0.901909 norm
4000 111 1.08392 diff
4000 111 0.873226 norm
4000 112 0.998865 diff
4000 112 0.860567 norm
4000 113 1.00201 diff
4000 113 0.847214 norm
4000 114 0.915204 diff
4000 114 0.828583 norm
4000 115 0.875738 diff
4000 115 0.802973 norm
4000 116 0.886907 diff
4000 116 0.79705 norm
4000 117 0.889921 diff
4000 117 0.774117 norm
4000 118 0.813161 diff
4000 118 0.766793 norm
4000 119 0.0 diff
4000 119 0.762823 norm
4500 0 1.62282 diff
4500 0 1.47925 norm
4500 1 1.84211 diff
4500 1 1.67194 norm
4500 2 1.95983 diff
4500 2 1.78308 norm
4500 3 2.03088 diff
4500 3 1.89175 norm
4500 4 2.18703 diff
4500 4 2.00457 norm
4500 5 2.1504 diff
4500 5 2.03056 norm
4500 6 2.27965 diff
4500 6 2.13455 norm
4500 7 2.31567 diff
4500 7 2.16315 norm
4500 8 2.342 diff
4500 8 2.1612 norm
4500 9 2.3397 diff
4500 9 2.14605 norm
4500 10 2.28348 diff
4500 10 2.00147 norm
4500 11 2.15549 diff
4500 11 1.9066 norm
4500 12 2.01747 diff
4500 12 1.80563 norm
4500 13 1.90383 diff
4500 13 1.71996 norm
4500 14 1.84419 diff
4500 14 1.65129 norm
4500 15 1.9844 diff
4500 15 1.58209 norm
4500 16 1.70668 diff
4500 16 1.52125 norm
4500 17 1.79678 diff
4500 17 1.4711 norm
4500 18 1.7186 diff
4500 18 1.41627 norm
4500 19 1.63509 diff
4500 19 1.37451 norm
4500 20 1.57953 diff
4500 20 1.33018 norm
4500 21 1.5218 diff
4500 21 1.28038 norm
4500 22 1.68785 diff
4500 22 1.26036 norm
4500 23 1.5442 diff
4500 23 1.2255 norm
4500 24 1.51121 diff
4500 24 1.19998 norm
4500 25 1.46367 diff
4500 25 1.17358 norm
4500 26 1.4765 diff
4500 26 1.14113 norm
4500 27 1.30647 diff
4500 27 1.12281 norm
4500 28 1.34255 diff
4500 28 1.09326 norm
4500 29 1.45816 diff
4500 29 1.07287 norm
4500 30 1.28728 diff
4500 30 1.05538 norm
4500 31 1.37133 diff
4500 31 1.03159 norm
4500 32 1.30952 diff
4500 32 1.01711 norm
4500 33 1.27878 diff
4500 33 1.00296 norm
4500 34 1.18341 diff
4500 34 0.976621 norm
4500 35 1.295 diff
4500 35 0.959642 norm
4500 36 1.27943 diff
4500 36 0.949198 norm
4500 37 1.3229 diff
4500 37 0.933966 norm
4500 38 1.22014 diff
4500 38 0.921175 norm
4500 39 1.16323 diff
4500 39 0.91353 norm
4500 40 1.24877 diff
4500 40 0.898733 norm
4500 41 1.13861 diff
4500 41 0.879196 norm
4500 42 1.15104 diff
4500 42 0.878802 norm
4500 43 1.18957 diff
4500 43 0.862959 norm
4500 44 1.21529 diff
4500 44 0.859638 norm
4500 45 1.21587 diff
4500 45 0.846977 norm
4500 46 1.1273 diff
4500 46 0.848549 norm
4500 47 1.12839 diff
4500 47 0.836826 norm
4500 48 1.21481 diff
4500 48 0.827879 norm
4500 49 1.07736 diff
4500 49 0.825363 norm
4500 50 1.18447 diff
4500 50 0.813002 norm
4500 51 1.23614 diff
4500 51 0.812448 norm
4500 52 1.13256 diff
4500 52 0.816137 norm
4500 53 1.10466 diff
4500 53 0.807334 norm
4500 54 1.14854 diff
4500 54 0.798485 norm
4500 55 1.13801 diff
4500 55 0.795857 norm
4500 56 1.13523 diff
4500 56 0.784017 norm
4500 57 1.14468 diff
4500 57 0.78367 norm
4500 58 1.16653 diff
4500 58 0.775871 norm
4500 59 1.21783 diff
4500 59 0.770366 norm
4500 60 1.12877 diff
4500 60 0.769187 norm
4500 61 1.14315 diff
4500 61 0.753278 norm
4500 62 1.20025 diff
4500 62 0.757275 norm
4500 63 1.09291 diff
4500 63 0.745035 norm
4500 64 1.1556 diff
4500 64 0.731052 norm
4500 65 1.18743 diff
4500 65 0.738995 norm
4500 66 1.14017 diff
4500 66 0.727188 norm
4500 67 1.08777 diff
4500 67 0.725364 norm
4500 68 1.11344 diff
4500 68 0.718976 norm
4500 69 1.1131 diff
4500 69 0.704189 norm
4500 70 1.11553 diff
4500 70 0.705663 norm
4500 71 1.08287 diff
4500 71 0.694787 norm
4500 72 1.08949 diff
4500 72 0.691132 norm
4500 73 1.12649 diff
4500 73 0.694015 norm
4500 74 1.126 diff
4500 74 0.673691 norm
4500 75 1.06937 diff
4500 75 0.677708 norm
4500 76 1.05475 diff
4500 76 0.674767 norm
4500 77 1.0593 diff
4500 77 0.659197 norm
4500 78 1.07817 diff
4500 78 0.655141 norm
4500 79 1.04315 diff
4500 79 0.653978 norm
4500 80 1.03663 diff
4500 80 0.641048 norm
4500 81 1.09382 diff
4500 81 0.648365 norm
4500 82 1.0229 diff
4500 82 0.634033 norm
4500 83 1.01298 diff
4500 83 0.625668 norm
4500 84 1.05096 diff
4500 84 0.62273 norm
4500 85 1.05196 diff
4500 85 0.615154 norm
4500 86 0.957895 diff
4500 86 0.619815 norm
4500 87 1.09674 diff
4500 87 0.607966 norm
4500 88 1.05372 diff
4500 88 0.606399 norm
4500 89 1.00158 diff
4500 89 0.612922 norm
4500 90 1.01838 diff
4500 90 0.602722 norm
4500 91 0.972438 diff
4500 91 0.604029 norm
4500 92 0.99866 diff
4500 92 0.603983 norm
4500 93 0.992653 diff
4500 93 0.595294 norm
4500 94 0.995312 diff
4500 94 0.601705 norm
4500 95 1.07804 diff
4500 95 0.606808 norm
4500 96 1.00858 diff
4500 96 0.59802 norm
4500 97 0.965532 diff
4500 97 0.597879 norm
4500 98 1.02925 diff
4500 98 0.601174 norm
4500 99 1.04258 diff
4500 99 0.5939 norm
4500 100 1.02832 diff
4500 100 0.60044 norm
4500 101 1.0221 diff
4500 101 0.591968 norm
4500 102 1.07669 diff
4500 102 0.599405 norm
4500 103 1.07728 diff
4500 103 0.596984 norm
4500 104 1.04849 diff
4500 104 0.592468 norm
4500 105 0.964548 diff
4500 105 0.597036 norm
4500 106 1.01291 diff
4500 106 0.588275 norm
4500 107 1.09525 diff
4500 107 0.587803 norm
4500 108 1.05527 diff
4500 108 0.588343 norm
4500 109 1.23551 diff
4500 109 0.964537 norm
4500 110 1.11781 diff
4500 110 0.87866 norm
4500 111 1.07323 diff
4500 111 0.856727 norm
4500 112 0.993522 diff
4500 112 0.843829 norm
4500 113 1.01905 diff
4500 113 0.834988 norm
4500 114 0.899638 diff
4500 114 0.817059 norm
4500 115 0.876759 diff
4500 115 0.789966 norm
4500 116 0.885645 diff
4500 116 0.791528 norm
4500 117 0.900073 diff
4500 117 0.775095 norm
4500 118 0.848563 diff
4500 118 0.774351 norm
4500 119 0.0 diff
4500 119 0.764722 norm
0 0 1.56242 diff
0 0 1.44831 norm
0 1 1.78791 diff
0 1 1.66328 norm
0 2 1.92497 diff
0 2 1.78492 norm
0 3 1.99036 diff
0 3 1.87197 norm
0 4 2.14172 diff
0 4 1.98021 norm
0 5 2.1135 diff
0 5 2.02899 norm
0 6 2.21866 diff
0 6 2.13177 norm
0 7 2.2776 diff
0 7 2.16371 norm
0 8 2.31607 diff
0 8 2.19067 norm
0 9 2.38922 diff
0 9 2.19335 norm
0 10 2.34173 diff
0 10 2.04602 norm
0 11 2.18189 diff
0 11 1.92579 norm
0 12 2.02746 diff
0 12 1.83284 norm
0 13 1.89175 diff
0 13 1.74615 norm
0 14 1.86102 diff
0 14 1.67922 norm
0 15 1.98888 diff
0 15 1.60966 norm
0 16 1.77268 diff
0 16 1.55875 norm
0 17 1.83269 diff
0 17 1.49709 norm
0 18 1.7247 diff
0 18 1.44266 norm
0 19 1.65668 diff
0 19 1.39905 norm
0 20 1.58818 diff
0 20 1.35776 norm
0 21 1.55186 diff
0 21 1.3187 norm
0 22 1.68929 diff
0 22 1.29025 norm
0 23 1.5951 diff
0 23 1.26025 norm
0 24 1.59189 diff
0 24 1.22385 norm
0 25 1.50453 diff
0 25 1.1976 norm
0 26 1.46656 diff
0 26 1.17492 norm
0 27 1.32877 diff
0 27 1.14413 norm
0 28 1.36078 diff
0 28 1.12475 norm
0 29 1.46944 diff
0 29 1.10778 norm
0 30 1.36412 diff
0 30 1.08575 norm
0 31 1.38915 diff
0 31 1.06439 norm
0 32 1.33681 diff
0 32 1.04322 norm
0 33 1.29689 diff
0 33 1.02449 norm
0 34 1.19449 diff
0 34 1.00343 norm
0 35 1.34062 diff
0 35 0.988784 norm
0 36 1.2858 diff
0 36 0.979512 norm
0 37 1.39425 diff
0 37 0.963478 norm
0 38 1.27556 diff
0 38 0.946288 norm
0 39 1.20712 diff
0 39 0.931361 norm
0 40 1.26275 diff
0 40 0.920726 norm
0 41 1.12451 diff
0 41 0.897433 norm
0 42 1.18128 diff
0 42 0.901625 norm
0 43 1.21491 diff
0 43 0.882676 norm
0 44 1.24748 diff
0 44 0.876467 norm
0 45 1.21559 diff
0 45 0.86824 norm
0 46 1.15208 diff
0 46 0.858754 norm
0 47 1.12452 diff
0 47 0.848059 norm
0 48 1.19599 diff
0 48 0.839082 norm
0 49 1.10139 diff
0 49 0.838117 norm
0 50 1.19932 diff
0 50 0.831698 norm
0 51 1.244 diff
0 51 0.830891 norm
0 52 1.14394 diff
0 52 0.823931 norm
0 53 1.12721 diff
0 53 0.819534 norm
0 54 1.13383 diff
0 54 0.802207 norm
0 55 1.11753 diff
0 55 0.810169 norm
0 56 1.13276 diff
0 56 0.797668 norm
0 57 1.16671 diff
0 57 0.791082 norm
0 58 1.17906 diff
0 58 0.788906 norm
0 59 1.21178 diff
0 59 0.785356 norm
0 60 1.15285 diff
0 60 0.773524 norm
0 61 1.14867 diff
0 61 0.762402 norm
0 62 1.20033 diff
0 62 0.759736 norm
0 63 1.11732 diff
0 63 0.751863 norm
0 64 1.17576 diff
0 64 0.746628 norm
0 65 1.1938 diff
0 65 0.743966 norm
0 66 1.14672 diff
0 66 0.739443 norm
0 67 1.10398 diff
0 67 0.721493 norm
0 68 1.12197 diff
0 68 0.72233 norm
0 69 1.09851 diff
0 69 0.714042 norm
0 70 1.12345 diff
0 70 0.704662 norm
0 71 1.08265 diff
0 71 0.701667 norm
0 72 1.11214 diff
0 72 0.695813 norm
0 73 1.1329 diff
0 73 0.698516 norm
0 74 1.13179 diff
0 74 0.678642 norm
0 75 1.09946 diff
0 75 0.678808 norm
0 76 1.06209 diff
0 76 0.669058 norm
0 77 1.08448 diff
0 77 0.662947 norm
0 78 1.07377 diff
0 78 0.655622 norm
0 79 1.06302 diff
0 79 0.65521 norm
0 80 1.05265 diff
0 80 0.641383 norm
0 81 1.08772 diff
0 81 0.635422 norm
0 82 1.05141 diff
0 82 0.628515 norm
0 83 1.02199 diff
0 83 0.613415 norm
0 84 1.03671 diff
0 84 0.612464 norm
0 85 1.04169 diff
0 85 0.603862 norm
0 86 0.983631 diff
0 86 0.606402 norm
0 87 1.09639 diff
0 87 0.593897 norm
0 88 1.05404 diff
0 88 0.596416 norm
0 89 1.01283 diff
0 89 0.5885 norm
0 90 1.01005 diff
0 90 0.583804 norm
0 91 0.952598 diff
0 91 0.580872 norm
0 92 0.962125 diff
0 92 0.586057 norm
0 93 0.981202 diff
0 93 0.580563 norm
0 94 0.968668 diff
0 94 0.584505 norm
0 95 1.0585 diff
0 95 0.585253 norm
0 96 0.998414 diff
0 96 0.57943 norm
0 97 0.949629 diff
0 97 0.575293 norm
0 98 0.989228 diff
0 98 0.582537 norm
0 99 0.996394 diff
0 99 0.583033 norm
0 100 1.02456 diff
0 100 0.577814 norm
0 101 1.01612 diff
0 101 0.587688 norm
0 102 1.07376 diff
0 102 0.58381 norm
0 103 1.06447 diff
0 103 0.583202 norm
0 104 1.01464 diff
0 104 0.580788 norm
0 105 0.950693 diff
0 105 0.580787 norm
0 106 0.968287 diff
0 106 0.583396 norm
0 107 1.07274 diff
0 107 0.582328 norm
0 108 1.04392 diff
0 108 0.588545 norm
0 109 1.24894 diff
0 109 0.975426 norm
0 110 1.14226 diff
0 110 0.88301 norm
0 111 1.05097 diff
0 111 0.857763 norm
0 112 0.991248 diff
0 112 0.845082 norm
0 113 0.999284 diff
0 113 0.828706 norm
0 114 0.900682 diff
0 114 0.810189 norm
0 115 0.913484 diff
0 115 0.786564 norm
0 116 0.89931 diff
0 116 0.773384 norm
0 117 0.886065 diff
0 117 0.761524 norm
0 118 0.824528 diff
0 118 0.750864 norm
0 119 0.0 diff
0 119 0.741748 norm
500 0 1.58816 diff
500 0 1.44906 norm
500 1 1.79469 diff
500 1 1.6219 norm
500 2 1.97992 diff
500 2 1.78269 norm
500 3 2.05701 diff
500 3 1.90965 norm
500 4 2.17994 diff
500 4 2.0079 norm
500 5 2.19719 diff
500 5 2.07263 norm
500 6 2.25146 diff
500 6 2.1155 norm
500 7 2.30288 diff
500 7 2.16392 norm
500 8 2.3585 diff
500 8 2.18234 norm
500 9 2.43229 diff
500 9 2.19986 norm
500 10 2.37107 diff
500 10 2.0404 norm
500 11 2.15967 diff
500 11 1.92373 norm
500 12 2.02162 diff
500 12 1.8241 norm
500 13 1.94586 diff
500 13 1.73576 norm
500 14 1.87508 diff
500 14 1.66322 norm
500 15 1.97318 diff
500 15 1.59743 norm
500 16 1.75604 diff
500 16 1.53917 norm
500 17 1.81144 diff
500 17 1.48011 norm
500 18 1.72089 diff
500 18 1.43086 norm
500 19 1.62925 diff
500 19 1.38943 norm
500 20 1.56311 diff
500 20 1.34578 norm
500 21 1.539 diff
500 21 1.30632 norm
500 22 1.66686 diff
500 22 1.27841 norm
500 23 1.59892 diff
500 23 1.2579 norm
500 24 1.54379 diff
500 24 1.2135 norm
500 25 1.46958 diff
500 25 1.18923 norm
500 26 1.45754 diff
500 26 1.15573 norm
500 27 1.35253 diff
500 27 1.13925 norm
500 28 1.37251 diff
500 28 1.11573 norm
500 29 1.46244 diff
500 29 1.09516 norm
500 30 1.34479 diff
500 30 1.08168 norm
500 31 1.38749 diff
500 31 1.05416 norm
500 32 1.35066 diff
500 32 1.03235 norm
500 33 1.25311 diff
500 33 1.01111 norm
500 34 1.17297 diff
500 34 0.998279 norm
500 35 1.3251 diff
500 35 0.983887 norm
500 36 1.28349 diff
500 36 0.973041 norm
500 37 1.35074 diff
500 37 0.961467 norm
500 38 1.24105 diff
500 38 0.951377 norm
500 39 1.18545 diff
500 39 0.935066 norm
500 40 1.23662 diff
500 40 0.917734 norm
500 41 1.14434 diff
500 41 0.905263 norm
500 42 1.15484 diff
500 42 0.907558 norm
500 43 1.21855 diff
500 43 0.897186 norm
500 44 1.23828 diff
500 44 0.893826 norm
500 45 1.21549 diff
500 45 0.879411 norm
500 46 1.17169 diff
500 46 0.872688 norm
500 47 1.12214 diff
500 47 0.862358 norm
500 48 1.20159 diff
500 48 0.851155 norm
500 49 1.10727 diff
500 49 0.853286 norm
500 50 1.22619 diff
500 50 0.842608 norm
500 51 1.24933 diff
500 51 0.836562 norm
500 52 1.14894 diff
500 52 0.83703 norm
500 53 1.13635 diff
500 53 0.818621 norm
500 54 1.15244 diff
500 54 0.808356 norm
500 55 1.11678 diff
500 55 0.799977 norm
500 56 1.12742 diff
500 56 0.800909 norm
500 57 1.15938 diff
500 57 0.793891 norm
500 58 1.1613 diff
500 58 0.787965 norm
500 59 1.18693 diff
500 59 0.773518 norm
500 60 1.13076 diff
500 60 0.775181 norm
500 61 1.11732 diff
500 61 0.760312 norm
500 62 1.16322 diff
500 62 0.750465 norm
500 63 1.07613 diff
500 63 0.752871 norm
500 64 1.14961 diff
500 64 0.740595 norm
500 65 1.18272 diff
500 65 0.748986 norm
500 66 1.1308 diff
500 66 0.730626 norm
500 67 1.06835 diff
500 67 0.724376 norm
500 68 1.11123 diff
500 68 0.718885 norm
500 69 1.09614 diff
500 69 0.705181 norm
500 70 1.08415 diff
500 70 0.704171 norm
500 71 1.08168 diff
500 71 0.700207 norm
500 72 1.09512 diff
500 72 0.691311 norm
500 73 1.11365 diff
500 73 0.684282 norm
500 74 1.11078 diff
500 74 0.673204 norm
500 75 1.06471 diff
500 75 0.66574 norm
500 76 1.03551 diff
500 76 0.654092 norm
500 77 1.03953 diff
500 77 0.646615 norm
500 78 1.04966 diff
500 78 0.642829 norm
500 79 1.0498 diff
500 79 0.646386 norm
500 80 1.0221 diff
500 80 0.623443 norm
500 81 1.05108 diff
500 81 0.624332 norm
500 82 1.00983 diff
500 82 0.618505 norm
500 83 0.984209 diff
500 83 0.607618 norm
500 84 1.00601 diff
500 84 0.604737 norm
500 85 1.01068 diff
500 85 0.603981 norm
500 86 0.96123 diff
500 86 0.607311 norm
500 87 1.08898 diff
500 87 0.60062 norm
500 88 1.02435 diff
500 88 0.593686 norm
500 89 0.995222 diff
500 89 0.596718 norm
500 90 1.01167 diff
500 90 0.588737 norm
500 91 0.960229 diff
500 91 0.586299 norm
500 92 0.968063 diff
500 92 0.589502 norm
500 93 1.00931 diff
500 93 0.590606 norm
500 94 1.00003 diff
500 94 0.587027 norm
500 95 1.06646 diff
500 95 0.586204 norm
500 96 0.99926 diff
500 96 0.582918 norm
500 97 0.951258 diff
500 97 0.577267 norm
500 98 1.00644 diff
500 98 0.582081 norm
500 99 1.01854 diff
500 99 0.574617 norm
500 100 1.02151 diff
500 100 0.586137 norm
500 101 1.01862 diff
500 101 0.583066 norm
500 102 1.07173 diff
500 102 0.580068 norm
500 103 1.05672 diff
500 103 0.580604 norm
500 104 1.0243 diff
500 104 0.575792 norm
500 105 0.95147 diff
500 105 0.579963 norm
500 106 0.980035 diff
500 106 0.578311 norm
500 107 1.07803 diff
500 107 0.582873 norm
500 108 1.06443 diff
500 108 0.589761 norm
500 109 1.22373 diff
500 109 0.980711 norm
500 110 1.11056 diff
500 110 0.894313 norm
500 111 1.0326 diff
500 111 0.865949 norm
500 112 0.999115 diff
500 112 0.855244 norm
500 113 0.985885 diff
500 113 0.841934 norm
500 114 0.883659 diff
500 114 0.828124 norm
500 115 0.884547 diff
500 115 0.800112 norm
500 116 0.889202 diff
500 116 0.794234 norm
500 117 0.901053 diff
500 117 0.777215 norm
500 118 0.811563 diff
500 118 0.766532 norm
500 119 0.0 diff
500 119 0.759883 norm
1000 0 1.59069 diff
1000 0 1.45961 norm
1000 1 1.72963 diff
1000 1 1.59174 norm
1000 2 1.92287 diff
1000 2 1.73082 norm
1000 3 1.99507 diff
1000 3 1.84451 norm
1000 4 2.18481 diff
1000 4 2.02622 norm
1000 5 2.15999 diff
1000 5 2.05349 norm
1000 6 2.22779 diff
1000 6 2.12138 norm
1000 7 2.29455 diff
1000 7 2.14126 norm
1000 8 2.35729 diff
1000 8 2.18012 norm
1000 9 2.38959 diff
1000 9 2.18048 norm
1000 10 2.327 diff
1000 10 2.03012 norm
1000 11 2.14699 diff
1000 11 1.91493 norm
1000 12 1.98959 diff
1000 12 1.81697 norm
1000 13 1.92851 diff
1000 13 1.7311 norm
1000 14 1.83666 diff
1000 14 1.66077 norm
1000 15 1.96259 diff
1000 15 1.59245 norm
1000 16 1.73732 diff
1000 16 1.5323 norm
1000 17 1.78275 diff
1000 17 1.48055 norm
1000 18 1.73493 diff
1000 18 1.43406 norm
1000 19 1.62467 diff
1000 19 1.39608 norm
1000 20 1.55566 diff
1000 20 1.35419 norm
1000 21 1.55303 diff
1000 21 1.30741 norm
1000 22 1.68569 diff
1000 22 1.28856 norm
1000 23 1.59149 diff
1000 23 1.25145 norm
1000 24 1.59388 diff
1000 24 1.22751 norm
1000 25 1.46245 diff
1000 25 1.19243 norm
1000 26 1.46931 diff
1000 26 1.15767 norm
1000 27 1.3241 diff
1000 27 1.13784 norm
1000 28 1.36947 diff
1000 28 1.11588 norm
1000 29 1.46306 diff
1000 29 1.09856 norm
1000 30 1.32433 diff
1000 30 1.07169 norm
1000 31 1.36219 diff
1000 31 1.05233 norm
1000 32 1.33046 diff
1000 32 1.03722 norm
1000 33 1.27582 diff
1000 33 1.01878 norm
1000 34 1.15928 diff
1000 34 0.99149 norm
1000 35 1.31218 diff
1000 35 0.984303 norm
1000 36 1.28169 diff
1000 36 0.966322 norm
1000 37 1.37275 diff
1000 37 0.956795 norm
1000 38 1.2663 diff
1000 38 0.942168 norm
1000 39 1.16993 diff
1000 39 0.925876 norm
1000 40 1.23538 diff
1000 40 0.912659 norm
1000 41 1.13902 diff
1000 41 0.893525 norm
1000 42 1.16651 diff
1000 42 0.896864 norm
1000 43 1.21502 diff
1000 43 0.880978 norm
1000 44 1.23101 diff
1000 44 0.870848 norm
1000 45 1.19946 diff
1000 45 0.861247 norm
1000 46 1.17974 diff
1000 46 0.858052 norm
1000 47 1.12327 diff
1000 47 0.844574 norm
1000 48 1.20002 diff
1000 48 0.839853 norm
1000 49 1.11832 diff
1000 49 0.83224 norm
1000 50 1.20534 diff
1000 50 0.826515 norm
1000 51 1.27472 diff
1000 51 0.824216 norm
