epoch batch vali_cost
4 900 0.184003
4 1050 0.185378
4 1200 0.182736
4 1350 0.182419
4 1500 0.181166
4 1650 0.180106
4 1800 0.180332
4 1950 0.180341
4 2100 0.180139
4 2250 0.180364
4 2400 0.179501
4 2550 0.178387
4 2700 0.178205
4 2850 0.179279
4 3000 0.178372
4 3150 0.178695
4 3300 0.177984
4 3450 0.178107
4 3600 0.178051
4 3750 0.17857
4 3900 0.177695
4 4050 0.174959
4 4200 0.176685
4 4350 0.175198
4 4500 0.174464
4 4650 0.174737
4 4800 0.176455
4 4950 0.175508
5 0 0.174542
5 150 0.173915
5 300 0.172824
5 450 0.172508
5 600 0.174867
5 750 0.172617
5 900 0.174071
5 1050 0.173749
5 1200 0.173724
5 1350 0.171069
5 1500 0.172508
5 1650 0.172307
5 1800 0.171705
5 1950 0.171856
5 2100 0.172187
5 2250 0.172458
5 2400 0.172072
5 2550 0.171925
5 2700 0.171804
5 2850 0.170926
5 3000 0.170925
5 3150 0.171686
5 3300 0.171128
5 3450 0.171137
5 3600 0.171069
5 3750 0.171143
5 3900 0.17074
5 4050 0.170961
5 4200 0.171125
5 4350 0.170703
5 4500 0.170885
5 4650 0.170387
5 4800 0.170196
5 4950 0.170174
6 0 0.169769
6 150 0.169607
6 300 0.169583
6 450 0.169749
6 600 0.170035
6 750 0.169539
6 900 0.169698
6 1050 0.169615
6 1200 0.169242
6 1350 0.169017
6 1500 0.170051
6 1650 0.169811
6 1800 0.1692
6 1950 0.16939
6 2100 0.169197
6 2250 0.168476
6 2400 0.168825
6 2550 0.169216
6 2700 0.168835
6 2850 0.16909
6 3000 0.168807
6 3150 0.168675
6 3300 0.168042
6 3450 0.169029
6 3600 0.168911
6 3750 0.168431
6 3900 0.168626
6 4050 0.168907
6 4200 0.168975
6 4350 0.168594
6 4500 0.168614
6 4650 0.168264
6 4800 0.168122
6 4950 0.168462
7 0 0.16889
7 150 0.168399
7 300 0.16897
7 450 0.168823
7 600 0.168266
7 750 0.168443
7 900 0.167751
7 1050 0.167956
7 1200 0.168382
7 1350 0.168583
7 1500 0.168288
7 1650 0.167965
7 1800 0.168574
7 1950 0.168604
7 2100 0.168583
7 2250 0.169501
7 2400 0.167849
7 2550 0.16786
7 2700 0.167968
7 2850 0.167654
7 3000 0.168255
7 3150 0.168486
7 3300 0.167694
7 3450 0.167453
7 3600 0.167648
7 3750 0.167667
7 3900 0.168163
7 4050 0.167872
7 4200 0.168141
7 4350 0.167922
7 4500 0.168237
7 4650 0.1677
7 4800 0.167913
7 4950 0.167945
8 0 0.168208
8 150 0.167349
8 300 0.167909
8 450 0.167546
8 600 0.167681
8 750 0.167578
8 900 0.167839
8 1050 0.167969
8 1200 0.167442
8 1350 0.167715
8 1500 0.167208
8 1650 0.16765
8 1800 0.167383
8 1950 0.167999
8 2100 0.167684
8 2250 0.167849
8 2400 0.167446
8 2550 0.167154
8 2700 0.166873
8 2850 0.167342
8 3000 0.167666
8 3150 0.167194
8 3300 0.167526
8 3450 0.168358
8 3600 0.168014
8 3750 0.168026
8 3900 0.167237
8 4050 0.167741
8 4200 0.168172
8 4350 0.167473
8 4500 0.167322
8 4650 0.167435
8 4800 0.168466
8 4950 0.168581
9 0 0.167207
9 150 0.167124
9 300 0.167367
9 450 0.167966
9 600 0.167135
9 750 0.167111
9 900 0.166486
9 1050 0.168117
9 1200 0.167674
9 1350 0.167402
9 1500 0.16692
9 1650 0.167568
9 1800 0.167079
9 1950 0.16693
9 2100 0.16783
9 2250 0.1671
9 2400 0.167246
9 2550 0.16685
9 2700 0.167027
9 2850 0.167756
9 3000 0.166876
9 3150 0.167444
9 3300 0.167015
9 3450 0.167283
9 3600 0.168682
9 3750 0.166662
9 3900 0.167087
9 4050 0.166684
9 4200 0.166194
9 4350 0.167053
9 4500 0.16713
9 4650 0.166772
9 4800 0.166753
9 4950 0.16833
