epoch batch train_cost
2 2550 5.80646e-08
2 2700 8.17075e-08
2 2850 2.07113e-07
2 3000 2.88308e-06
2 3150 1.17023e-07
2 3300 2.12188e-07
2 3450 1.36046e-07
2 3600 1.17072e-07
2 3750 1.10814e-07
2 3900 9.43238e-08
2 4050 9.99861e-08
2 4200 9.40257e-08
2 4350 7.2469e-08
2 4500 1.16675e-07
2 4650 1.44373e-06
2 4800 9.42244e-08
2 4950 8.95555e-08
3 0 2.54901e-07
3 150 1.13595e-07
3 300 7.28491e-07
3 450 1.431e-07
3 600 1.03215e-07
3 750 1.4439e-07
3 900 2.38841e-06
3 1050 1.04754e-07
3 1200 1.0843e-07
3 1350 1.02023e-07
3 1500 1.04357e-07
3 1650 1.06642e-07
3 1800 8.96548e-08
3 1950 1.35251e-07
3 2100 9.73039e-08
3 2250 1.08976e-07
3 2400 1.14937e-07
3 2550 1.00086e-07
3 2700 9.18898e-08
3 2850 8.59792e-08
3 3000 9.45224e-08
3 3150 9.8645e-08
3 3300 7.94724e-08
3 3450 8.57309e-08
3 3600 7.80817e-08
3 3750 8.55322e-08
3 3900 7.52505e-08
3 4050 6.44721e-08
3 4200 7.16245e-08
3 4350 6.04985e-08
3 4500 7.42074e-08
3 4650 7.2916e-08
3 4800 5.84123e-08
3 4950 6.34787e-08
4 0 5.84123e-08
4 150 6.21872e-08
4 300 5.88593e-08
4 450 5.82633e-08
4 600 4.55477e-08
4 750 6.67568e-08
4 900 4.11271e-08
4 1050 4.39086e-08
4 1200 5.45877e-08
4 1350 5.02167e-08
4 1500 4.05807e-08
4 1650 5.04154e-08
4 1800 4.54981e-08
4 1950 4.35112e-08
4 2100 4.16735e-08
4 2250 3.85939e-08
4 2400 3.9786e-08
4 2550 4.37099e-08
4 2700 3.66568e-08
4 2850 3.22858e-08
4 3000 3.9488e-08
4 3150 9.43218e-08
4 3300 3.86932e-08
4 3450 4.06801e-08
4 3600 4.35609e-08
4 3750 4.0382e-08
4 3900 3.71535e-08
4 4050 3.40739e-08
4 4200 4.08291e-08
4 4350 3.5415e-08
4 4500 3.6011e-08
4 4650 4.39583e-08
4 4800 3.93886e-08
4 4950 3.29315e-08
5 0 3.90409e-08
5 150 5.47367e-08
5 300 3.42726e-08
5 450 6.24356e-08
5 600 1.51733e-07
5 750 5.26009e-08
5 900 4.3859e-08
5 1050 4.34616e-08
5 1200 4.26172e-08
5 1350 3.79979e-08
5 1500 4.55974e-08
5 1650 4.01833e-08
5 1800 4.08291e-08
5 1950 4.20708e-08
5 2100 4.09781e-08
5 2250 4.25675e-08
5 2400 4.64418e-08
5 2550 3.70045e-08
5 2700 4.53987e-08
5 2850 4.66901e-08
5 3000 3.61104e-08
5 3150 8.83114e-08
5 3300 3.47196e-08
5 3450 3.89416e-08
5 3600 5.31471e-08
5 3750 4.16238e-08
5 3900 3.24348e-08
5 4050 3.12924e-08
5 4200 3.40242e-08
5 4350 3.33289e-08
5 4500 3.12924e-08
5 4650 3.52163e-08
5 4800 2.34445e-08
5 4950 2.92559e-08
6 0 3.27825e-08
6 150 3.70044e-08
6 300 2.6524e-08
6 450 3.31798e-08
6 600 2.50836e-08
6 750 3.02493e-08
6 900 3.10937e-08
6 1050 3.01499e-08
6 1200 2.78651e-08
6 1350 2.59776e-08
6 1500 2.38418e-08
6 1650 2.63253e-08
6 1800 2.97029e-08
6 1950 2.5779e-08
6 2100 2.81631e-08
6 2250 2.6524e-08
6 2400 2.85605e-08
6 2550 2.19047e-08
6 2700 2.32458e-08
6 2850 3.17394e-08
6 3000 2.6524e-08
6 3150 2.40902e-08
6 3300 2.50339e-08
6 3450 2.6077e-08
6 3600 2.46365e-08
6 3750 2.6822e-08
6 3900 2.87095e-08
6 4050 2.08119e-08
6 4200 2.49842e-08
6 4350 2.08119e-08
6 4500 2.04642e-08
6 4650 2.22524e-08
6 4800 2.00172e-08
6 4950 2.68717e-08
7 0 2.09609e-08
7 150 2.6375e-08
7 300 1.96695e-08
7 450 4.27162e-08
7 600 2.17557e-08
7 750 2.09113e-08
7 900 2.47856e-08
7 1050 1.97192e-08
7 1200 2.19543e-08
7 1350 2.16067e-08
7 1500 2.37922e-08
7 1650 2.10603e-08
7 1800 1.7186e-08
7 1950 2.22524e-08
7 2100 1.94708e-08
7 2250 1.96198e-08
7 2400 2.04642e-08
7 2550 1.7782e-08
7 2700 2.27491e-08
7 2850 1.90238e-08
7 3000 1.98185e-08
7 3150 2.10106e-08
7 3300 2.03152e-08
7 3450 1.86761e-08
7 3600 2.06629e-08
7 3750 1.81297e-08
7 3900 2.10603e-08
7 4050 1.58449e-08
7 4200 1.91728e-08
7 4350 1.80801e-08
7 4500 1.69873e-08
7 4650 1.69873e-08
7 4800 2.15073e-08
7 4950 1.75833e-08
8 0 1.75337e-08
8 150 1.42058e-08
8 300 1.48018e-08
8 450 1.60436e-08
8 600 1.38084e-08
8 750 1.66396e-08
8 900 1.83284e-08
8 1050 1.75833e-08
8 1200 1.61926e-08
8 1350 1.93218e-08
8 1500 1.93218e-08
8 1650 1.47521e-08
8 1800 1.69376e-08
8 1950 1.21693e-08
8 2100 1.85271e-08
8 2250 1.42554e-08
8 2400 1.7037e-08
8 2550 1.68383e-08
8 2700 1.73847e-08
8 2850 1.35104e-08
8 3000 1.50005e-08
8 3150 1.18216e-08
8 3300 1.63913e-08
8 3450 1.23183e-08
8 3600 1.30137e-08
8 3750 1.51495e-08
8 3900 1.47025e-08
8 4050 1.26163e-08
8 4200 1.55965e-08
8 4350 1.21693e-08
8 4500 1.36594e-08
8 4650 1.50005e-08
8 4800 1.67886e-08
8 4950 1.29143e-08
9 0 1.15236e-08
9 150 1.30633e-08
9 300 1.44541e-08
9 450 1.50005e-08
9 600 1.36097e-08
9 750 1.22189e-08
9 900 1.36594e-08
9 1050 1.21196e-08
9 1200 2.2302e-08
9 1350 1.32124e-08
9 1500 1.37091e-08
9 1650 1.19706e-08
9 1800 1.41064e-08
9 1950 1.19209e-08
9 2100 1.11759e-08
9 2250 1.21693e-08
9 2400 1.3113e-08
9 2550 1.18216e-08
9 2700 9.58641e-09
9 2850 1.08778e-08
9 3000 1.26163e-08
9 3150 1.33614e-08
9 3300 1.33117e-08
9 3450 1.22189e-08
9 3600 1.31627e-08
9 3750 1.31627e-08
9 3900 1.14739e-08
9 4050 1.19209e-08
9 4200 1.10765e-08
9 4350 1.30137e-08
9 4500 1.07288e-08
9 4650 9.18905e-09
9 4800 1.17719e-08
9 4950 1.11262e-08
