epoch batch vali_cost
9 2850 0.173338
9 3000 0.173301
9 3150 0.173328
9 3300 0.173319
9 3450 0.173307
9 3600 0.173317
9 3750 0.173337
9 3900 0.173342
9 4050 0.17334
9 4200 0.173294
9 4350 0.173339
9 4500 0.173303
9 4650 0.173373
9 4800 0.17337
9 4950 0.173321
