epoch batch train_cost
5 3000 0.173149
5 3150 0.173067
5 3300 0.173032
5 3450 0.172982
5 3600 0.17342
5 3750 0.173417
5 3900 0.173123
5 4050 0.173007
5 4200 0.173394
5 4350 0.173236
5 4500 0.172966
5 4650 0.173187
5 4800 0.1731
5 4950 0.173635
6 0 0.172966
6 150 0.173134
6 300 0.173245
6 450 0.173294
6 600 0.173359
6 750 0.173101
6 900 0.172924
6 1050 0.17326
6 1200 0.173512
6 1350 0.172925
6 1500 0.173198
6 1650 0.17328
6 1800 0.173268
6 1950 0.173166
6 2100 0.173401
6 2250 0.173367
6 2400 0.173075
6 2550 0.173193
6 2700 0.17288
6 2850 0.173375
6 3000 0.173105
6 3150 0.173347
6 3300 0.173326
6 3450 0.172981
6 3600 0.173285
6 3750 0.17284
6 3900 0.172896
6 4050 0.172653
6 4200 0.172993
6 4350 0.172995
6 4500 0.173289
6 4650 0.173152
6 4800 0.172751
6 4950 0.173237
7 0 0.173471
7 150 0.173191
7 300 0.173232
7 450 0.173306
7 600 0.172761
7 750 0.173228
7 900 0.173157
7 1050 0.173138
7 1200 0.17269
7 1350 0.17289
7 1500 0.173088
7 1650 0.173477
7 1800 0.173366
7 1950 0.173122
7 2100 0.173026
7 2250 0.173316
7 2400 0.173136
7 2550 0.173338
7 2700 0.173099
7 2850 0.173004
7 3000 0.172801
7 3150 0.173321
7 3300 0.173213
7 3450 0.173129
7 3600 0.173098
7 3750 0.173142
7 3900 0.173041
7 4050 0.172925
7 4200 0.173142
7 4350 0.173201
7 4500 0.17316
7 4650 0.173154
7 4800 0.173039
7 4950 0.173156
8 0 0.173078
8 150 0.17321
8 300 0.173286
8 450 0.173063
8 600 0.17325
8 750 0.173244
8 900 0.17319
8 1050 0.173279
8 1200 0.173144
8 1350 0.173632
8 1500 0.172902
8 1650 0.173018
8 1800 0.172798
8 1950 0.17321
8 2100 0.173271
8 2250 0.173076
8 2400 0.173121
8 2550 0.173373
8 2700 0.173164
8 2850 0.173339
8 3000 0.173244
8 3150 0.173278
8 3300 0.173262
8 3450 0.17338
8 3600 0.172949
8 3750 0.173082
8 3900 0.173079
8 4050 0.173048
8 4200 0.173407
8 4350 0.173336
8 4500 0.173288
8 4650 0.173396
8 4800 0.173269
8 4950 0.172922
9 0 0.172829
9 150 0.173244
9 300 0.173338
9 450 0.173289
9 600 0.173034
9 750 0.173045
9 900 0.173146
9 1050 0.173129
9 1200 0.173395
9 1350 0.173095
9 1500 0.173216
9 1650 0.173205
9 1800 0.172835
9 1950 0.173223
9 2100 0.173165
9 2250 0.173257
9 2400 0.172797
9 2550 0.173145
9 2700 0.173198
9 2850 0.173214
9 3000 0.173202
9 3150 0.173049
9 3300 0.173165
9 3450 0.173205
9 3600 0.173296
9 3750 0.173136
9 3900 0.173406
9 4050 0.172821
9 4200 0.173337
9 4350 0.173382
9 4500 0.173215
9 4650 0.173208
9 4800 0.173223
9 4950 0.17297
