epoch batch train_cost
3 3900 0.0175638
3 4050 0.0235801
3 4200 0.0246391
3 4350 0.0239377
3 4500 0.0161646
3 4650 0.0173909
3 4800 0.0154434
3 4950 0.0162892
4 0 0.0206771
4 150 0.0249055
4 300 0.0193162
4 450 0.0242287
4 600 0.0179748
4 750 0.0193803
4 900 0.0142229
4 1050 0.0178489
4 1200 0.0201335
4 1350 0.0168877
4 1500 0.0191829
4 1650 0.0161871
4 1800 0.0187978
4 1950 0.0167842
4 2100 0.0197305
4 2250 0.0122496
4 2400 0.0144727
4 2550 0.0154207
4 2700 0.0150172
4 2850 0.0132802
4 3000 0.0191861
4 3150 0.017156
4 3300 0.0145527
4 3450 0.0115971
4 3600 0.015545
4 3750 0.0179225
4 3900 0.0157199
4 4050 0.0161548
4 4200 0.0146894
4 4350 0.0144228
4 4500 0.0165673
4 4650 0.0150977
4 4800 0.0155044
4 4950 0.0122192
5 0 0.0111108
5 150 0.0136079
5 300 0.0129172
5 450 0.0166907
5 600 0.0131409
5 750 0.0123529
5 900 0.0148841
5 1050 0.0112875
5 1200 0.0140913
5 1350 0.012596
5 1500 0.0181024
5 1650 0.0126225
5 1800 0.0105057
5 1950 0.0113144
5 2100 0.0110655
5 2250 0.0145851
5 2400 0.0107483
5 2550 0.0132923
5 2700 0.0100911
5 2850 0.00982464
5 3000 0.0109074
5 3150 0.0119999
5 3300 0.00870517
5 3450 0.0132797
5 3600 0.00908854
5 3750 0.0094526
5 3900 0.00877663
5 4050 0.0123829
5 4200 0.00941462
5 4350 0.00837894
5 4500 0.0129643
5 4650 0.010414
5 4800 0.0104336
5 4950 0.0109771
6 0 0.0126347
6 150 0.00797801
6 300 0.012213
6 450 0.00961951
6 600 0.0105477
6 750 0.0267128
6 900 0.00828268
6 1050 0.00962223
6 1200 0.00758338
6 1350 0.0113667
6 1500 0.0117239
6 1650 0.00763872
6 1800 0.01119
6 1950 0.0211255
6 2100 0.0101925
6 2250 0.00745063
6 2400 0.0104931
6 2550 0.00756238
6 2700 0.00895315
6 2850 0.0101915
6 3000 0.0103959
6 3150 0.0101357
6 3300 0.00789047
6 3450 0.0106378
6 3600 0.0119682
6 3750 0.00730076
6 3900 0.00550158
6 4050 0.00787196
6 4200 0.0097013
6 4350 0.00981333
6 4500 0.00804414
6 4650 0.00633854
6 4800 0.0105323
6 4950 0.00806313
7 0 0.00941028
7 150 0.00692965
7 300 0.00742453
7 450 0.00570491
7 600 0.0102214
7 750 0.0076481
7 900 0.00687488
7 1050 0.0077163
7 1200 0.0121285
7 1350 0.00631816
7 1500 0.00827539
7 1650 0.00744738
7 1800 0.00820711
7 1950 0.00610835
7 2100 0.00753762
7 2250 0.0081879
7 2400 0.00644753
7 2550 0.0068053
7 2700 0.00725747
7 2850 0.00774882
7 3000 0.00721735
7 3150 0.00743217
7 3300 0.00696626
7 3450 0.0079449
7 3600 0.00942103
7 3750 0.00568598
7 3900 0.00717991
7 4050 0.00853796
7 4200 0.00543032
7 4350 0.00820479
7 4500 0.00778435
7 4650 0.00730992
7 4800 0.00671154
7 4950 0.00610832
8 0 0.0055376
8 150 0.00528782
8 300 0.00573236
8 450 0.00708691
8 600 0.00650942
8 750 0.0096618
