batch k norm
4500 86 0.00617939
4500 87 0.00625249
4500 88 0.00632838
4500 89 0.00640703
4500 90 0.00648886
4500 91 0.00655978
4500 92 0.00663711
4500 93 0.00671082
4500 94 0.0067855
4500 95 0.0068549
4500 96 0.00692918
4500 97 0.0070015
4500 98 0.00707798
4500 99 0.00715026
4500 100 0.00722627
4500 101 0.00730459
4500 102 0.00738092
4500 103 0.00745829
4500 104 0.00753583
4500 105 0.00761213
4500 106 0.00768743
4500 107 0.00776608
4500 108 0.00785357
4500 109 0.00799497
4500 110 0.00786859
4500 111 0.00757634
4500 112 0.00721542
4500 113 0.00671096
4500 114 0.00616916
4500 115 0.00553235
4500 116 0.00493588
4500 117 0.00422712
4500 118 0.00347916
4500 119 0.00218819
0 0 0.00137881
0 1 0.00142873
0 2 0.00150178
0 3 0.00159141
0 4 0.0015896
0 5 0.00130711
0 6 0.00140984
0 7 0.00153635
0 8 0.00167613
0 9 0.00175647
0 10 0.00187738
0 11 0.00198275
0 12 0.00208894
0 13 0.00219988
0 14 0.00229854
0 15 0.0023989
0 16 0.00249077
0 17 0.00258491
0 18 0.00229857
0 19 0.00237304
0 20 0.00244773
0 21 0.00251839
0 22 0.00258635
0 23 0.00266076
0 24 0.00273451
0 25 0.00280202
0 26 0.00286997
0 27 0.0029304
0 28 0.00299201
0 29 0.00306316
0 30 0.00311948
0 31 0.00318193
0 32 0.00323947
0 33 0.00329142
0 34 0.00335194
0 35 0.00333679
0 36 0.00339577
0 37 0.00345027
0 38 0.00350322
0 39 0.00356272
0 40 0.00362098
0 41 0.0036788
0 42 0.00372932
0 43 0.00378765
0 44 0.00384488
0 45 0.0039049
0 46 0.00396588
0 47 0.0040258
0 48 0.00408762
0 49 0.00414771
0 50 0.00420288
0 51 0.00426891
0 52 0.00432613
0 53 0.00438941
0 54 0.00445555
0 55 0.00452102
0 56 0.00458675
0 57 0.00464936
0 58 0.00471671
0 59 0.00477889
0 60 0.00484038
0 61 0.00490601
0 62 0.00497314
0 63 0.00504039
0 64 0.00510313
0 65 0.00516879
0 66 0.00523206
0 67 0.00529706
0 68 0.0053671
0 69 0.00543025
0 70 0.00549797
0 71 0.00557012
0 72 0.00563801
0 73 0.00570912
0 74 0.00577379
0 75 0.00584735
0 76 0.00591384
0 77 0.00598546
0 78 0.00604868
0 79 0.00611685
0 80 0.00618487
0 81 0.00625523
0 82 0.00632118
0 83 0.00638533
0 84 0.00645582
0 85 0.00652448
0 86 0.0065988
0 87 0.00666824
0 88 0.00673097
0 89 0.00680098
0 90 0.00686704
0 91 0.00693296
0 92 0.00699929
0 93 0.00706693
0 94 0.00713862
0 95 0.00720721
0 96 0.0072825
0 97 0.00735388
0 98 0.00742693
0 99 0.0074958
0 100 0.00757238
0 101 0.00764775
0 102 0.00771947
0 103 0.00780441
0 104 0.00787721
0 105 0.00794748
0 106 0.00802465
0 107 0.00810777
0 108 0.0081894
0 109 0.00832898
0 110 0.00847794
0 111 0.00808327
0 112 0.00771673
0 113 0.00712732
0 114 0.00659682
0 115 0.00587739
0 116 0.00511253
0 117 0.00438771
0 118 0.00339229
0 119 0.0022664
500 0 0.00133308
500 1 0.00133189
500 2 0.00115356
500 3 0.00090817
500 4 0.000974942
500 5 0.00105941
500 6 0.00112296
500 7 0.00123541
500 8 0.00134844
500 9 0.00146608
500 10 0.00158098
500 11 0.00168741
500 12 0.0017971
500 13 0.00189317
500 14 0.00198711
500 15 0.00207923
500 16 0.00216725
500 17 0.0022491
500 18 0.00234053
500 19 0.00243159
500 20 0.00250306
500 21 0.00257237
500 22 0.00264923
500 23 0.00272269
500 24 0.00279237
500 25 0.00287217
500 26 0.0029434
500 27 0.00300984
500 28 0.0030844
500 29 0.003161
500 30 0.00323065
500 31 0.0033007
500 32 0.00337185
500 33 0.00343996
500 34 0.00350882
500 35 0.00357985
500 36 0.00364627
500 37 0.00371315
500 38 0.00378526
500 39 0.00384984
500 40 0.00392399
500 41 0.00399112
500 42 0.00405709
500 43 0.00412658
500 44 0.00419203
500 45 0.00425268
500 46 0.00431904
500 47 0.00438921
500 48 0.00445889
500 49 0.00452603
500 50 0.0045918
500 51 0.0046596
500 52 0.00472511
500 53 0.00479042
500 54 0.00486496
500 55 0.00493579
500 56 0.00500125
500 57 0.00507588
500 58 0.00514313
500 59 0.00520856
500 60 0.00527709
500 61 0.00534051
500 62 0.00540863
500 63 0.00548198
500 64 0.00554933
500 65 0.00561274
500 66 0.00569036
500 67 0.00575716
500 68 0.00582641
500 69 0.00589731
500 70 0.00597856
500 71 0.00605239
500 72 0.00612372
500 73 0.00619204
500 74 0.00626442
500 75 0.00633755
500 76 0.00641165
500 77 0.00648321
500 78 0.00655583
500 79 0.0066357
500 80 0.00670903
500 81 0.00678234
500 82 0.00685737
500 83 0.00692835
500 84 0.00700584
500 85 0.00708225
500 86 0.00715718
500 87 0.00722968
500 88 0.00729891
500 89 0.00737698
500 90 0.00745008
500 91 0.00752543
500 92 0.00759942
500 93 0.00766902
500 94 0.00774238
500 95 0.0078143
500 96 0.00788588
500 97 0.00795348
500 98 0.00802472
500 99 0.00809591
500 100 0.00816707
500 101 0.00824235
500 102 0.00831772
500 103 0.0083903
500 104 0.00845989
500 105 0.00853799
500 106 0.00860966
500 107 0.00869348
500 108 0.00876519
500 109 0.00891289
500 110 0.00905859
500 111 0.00864806
500 112 0.00823125
500 113 0.00758448
500 114 0.00681933
500 115 0.00598853
500 116 0.00523827
500 117 0.0045318
500 118 0.00345992
500 119 0.00242384
1000 0 0.00152591
1000 1 0.00133065
1000 2 0.00137832
1000 3 0.000949174
1000 4 0.00103026
1000 5 0.00110855
1000 6 0.00120411
1000 7 0.00131834
1000 8 0.00144911
1000 9 0.00156516
1000 10 0.00167991
1000 11 0.00178236
1000 12 0.00188176
1000 13 0.00197912
1000 14 0.00206871
1000 15 0.00215879
1000 16 0.00224821
1000 17 0.0023336
1000 18 0.00242404
1000 19 0.00250105
1000 20 0.00259003
1000 21 0.00267046
1000 22 0.00275239
1000 23 0.00283881
1000 24 0.00291645
1000 25 0.00299266
1000 26 0.00306162
1000 27 0.00313456
1000 28 0.00320576
1000 29 0.00327351
1000 30 0.00334397
1000 31 0.00341105
1000 32 0.00347869
1000 33 0.00354792
1000 34 0.00361404
1000 35 0.0036848
1000 36 0.00375546
1000 37 0.00381652
1000 38 0.00388474
1000 39 0.00394785
1000 40 0.0040115
1000 41 0.00407425
1000 42 0.00413546
1000 43 0.00419754
1000 44 0.00425883
1000 45 0.00432414
1000 46 0.00438824
1000 47 0.00445163
1000 48 0.00451405
1000 49 0.00457998
1000 50 0.00464971
1000 51 0.00472244
1000 52 0.00478697
1000 53 0.0048543
1000 54 0.00491861
1000 55 0.00498436
1000 56 0.00505009
1000 57 0.00510896
1000 58 0.00517823
1000 59 0.00524343
1000 60 0.00530809
1000 61 0.00537647
1000 62 0.00544118
1000 63 0.005502
1000 64 0.00556652
1000 65 0.00563018
1000 66 0.00569465
1000 67 0.00576144
1000 68 0.00583312
1000 69 0.0058917
1000 70 0.005958
1000 71 0.00602386
1000 72 0.0060859
1000 73 0.00614949
1000 74 0.00621118
1000 75 0.00627703
1000 76 0.00634024
1000 77 0.00640601
1000 78 0.00647226
1000 79 0.00653917
1000 80 0.00660732
1000 81 0.00668016
1000 82 0.00674761
1000 83 0.00681061
1000 84 0.00688074
1000 85 0.00694478
1000 86 0.0070136
1000 87 0.00707962
1000 88 0.00714249
1000 89 0.00720941
1000 90 0.00727375
1000 91 0.00734116
1000 92 0.00741383
1000 93 0.0074874
1000 94 0.00756162
1000 95 0.00762638
1000 96 0.00769129
1000 97 0.00775566
1000 98 0.00782627
1000 99 0.00788944
1000 100 0.00796418
1000 101 0.008036
1000 102 0.00810389
1000 103 0.00817818
1000 104 0.00825411
1000 105 0.00833304
1000 106 0.00840252
1000 107 0.00847882
1000 108 0.00856552
1000 109 0.00872255
1000 110 0.00884452
1000 111 0.00838534
1000 112 0.00790779
1000 113 0.00719834
1000 114 0.00654765
1000 115 0.0056575
1000 116 0.00468925
1000 117 0.00407874
1000 118 0.00295089
1000 119 0.00178059
1500 0 0.00235855
1500 1 0.00146546
1500 2 0.00155238
1500 3 0.00163115
1500 4 0.00175146
1500 5 0.00155576
1500 6 0.00169762
1500 7 0.00177785
1500 8 0.00194487
1500 9 0.00210996
1500 10 0.00225771
1500 11 0.00204217
1500 12 0.0021461
1500 13 0.00226732
1500 14 0.00237559
1500 15 0.00246885
1500 16 0.00256333
1500 17 0.00266298
1500 18 0.00274747
1500 19 0.00283812
1500 20 0.00293234
1500 21 0.00301992
1500 22 0.00309988
1500 23 0.00318441
1500 24 0.00326678
1500 25 0.00334449
1500 26 0.00342774
1500 27 0.00350563
1500 28 0.0035794
1500 29 0.00365453
1500 30 0.0037351
1500 31 0.00380627
1500 32 0.00388603
1500 33 0.00395267
1500 34 0.00402264
1500 35 0.0040987
1500 36 0.0041681
1500 37 0.00423726
1500 38 0.00430488
1500 39 0.00437077
1500 40 0.00444339
1500 41 0.00451604
1500 42 0.00458142
1500 43 0.0046555
1500 44 0.0047259
1500 45 0.00480155
1500 46 0.00487436
1500 47 0.00494034
1500 48 0.00500813
1500 49 0.00507816
1500 50 0.00514874
1500 51 0.00522003
1500 52 0.00528986
1500 53 0.00535817
1500 54 0.00542744
1500 55 0.00549835
1500 56 0.00555943
1500 57 0.00562302
1500 58 0.00569667
1500 59 0.00576411
1500 60 0.00583457
1500 61 0.00590378
1500 62 0.00597636
1500 63 0.00604449
1500 64 0.00610991
1500 65 0.0061775
1500 66 0.00624219
1500 67 0.00631197
1500 68 0.00638259
1500 69 0.00645442
1500 70 0.00651884
1500 71 0.0065868
1500 72 0.00666247
1500 73 0.00673725
1500 74 0.00680314
1500 75 0.00687717
1500 76 0.00694144
1500 77 0.00701053
1500 78 0.00707191
1500 79 0.00713869
1500 80 0.00720182
1500 81 0.00727453
1500 82 0.0073478
1500 83 0.00741592
1500 84 0.00748626
1500 85 0.00755494
1500 86 0.00762551
1500 87 0.00769249
1500 88 0.00775318
1500 89 0.00781807
1500 90 0.00788302
1500 91 0.00795243
1500 92 0.00802038
1500 93 0.00808636
1500 94 0.00817055
1500 95 0.00823621
1500 96 0.00830188
1500 97 0.00837375
1500 98 0.00844708
1500 99 0.00852038
1500 100 0.00858933
1500 101 0.00865977
1500 102 0.00872789
1500 103 0.00879958
1500 104 0.00886733
1500 105 0.00894547
1500 106 0.00902014
1500 107 0.00909397
1500 108 0.00917473
1500 109 0.00932358
1500 110 0.00944987
1500 111 0.00882111
1500 112 0.00804382
1500 113 0.00739968
1500 114 0.00682817
1500 115 0.00604291
1500 116 0.00513064
1500 117 0.0044911
1500 118 0.0030923
1500 119 0.00173223
2000 0 0.00136377
2000 1 0.00142857
2000 2 0.00151166
2000 3 0.00160765
2000 4 0.00171903
2000 5 0.00180099
2000 6 0.00194754
2000 7 0.00210731
2000 8 0.00229375
2000 9 0.00248373
2000 10 0.00265827
2000 11 0.00283091
2000 12 0.00300449
2000 13 0.00311246
2000 14 0.00323769
2000 15 0.00337496
2000 16 0.00350296
2000 17 0.00363196
2000 18 0.00372908
2000 19 0.00379778
2000 20 0.00387195
2000 21 0.00398414
2000 22 0.0040835
2000 23 0.00374409
2000 24 0.0038334
2000 25 0.00392568
2000 26 0.0040067
2000 27 0.00409217
2000 28 0.0041713
2000 29 0.00425514
2000 30 0.00433197
2000 31 0.00440862
2000 32 0.00448309
2000 33 0.00454851
2000 34 0.00461685
2000 35 0.00433516
2000 36 0.00439057
2000 37 0.00441145
2000 38 0.00445486
2000 39 0.0045187
2000 40 0.00456999
2000 41 0.00445439
2000 42 0.00450948
2000 43 0.0045804
2000 44 0.00464943
2000 45 0.00471931
2000 46 0.00478036
2000 47 0.00484353
2000 48 0.00491271
2000 49 0.0049791
2000 50 0.00504384
2000 51 0.00511641
2000 52 0.00518625
2000 53 0.00525238
2000 54 0.00531362
2000 55 0.00537625
2000 56 0.00544602
2000 57 0.00551248
2000 58 0.00558019
2000 59 0.00563629
2000 60 0.00570777
2000 61 0.00578429
2000 62 0.0058617
2000 63 0.00592719
2000 64 0.00599834
2000 65 0.00607358
2000 66 0.00614428
2000 67 0.00621129
2000 68 0.00627902
2000 69 0.00635141
2000 70 0.00642214
2000 71 0.00648687
2000 72 0.00655348
2000 73 0.0066202
2000 74 0.0066908
2000 75 0.00676201
2000 76 0.00682957
2000 77 0.00689917
2000 78 0.00697212
2000 79 0.00703223
2000 80 0.00709958
2000 81 0.00717419
2000 82 0.00724722
2000 83 0.00731196
2000 84 0.00737867
2000 85 0.0074488
2000 86 0.00752059
2000 87 0.00758435
2000 88 0.00765789
2000 89 0.0077301
2000 90 0.00780382
2000 91 0.00788107
2000 92 0.00795022
2000 93 0.00802173
2000 94 0.00809203
2000 95 0.00816307
2000 96 0.00823438
2000 97 0.00830592
2000 98 0.00838695
2000 99 0.00845976
2000 100 0.00853703
2000 101 0.00860768
2000 102 0.00867681
2000 103 0.00874778
2000 104 0.00881544
2000 105 0.00888675
2000 106 0.00896506
2000 107 0.00905067
2000 108 0.00912377
2000 109 0.00925902
2000 110 0.00939373
2000 111 0.00898114
2000 112 0.00818049
2000 113 0.00773017
2000 114 0.007397
2000 115 0.00624694
2000 116 0.0053788
2000 117 0.00457056
2000 118 0.00331822
2000 119 0.00218454
2500 0 0.00107506
2500 1 0.00113104
2500 2 0.00120052
2500 3 0.0012748
2500 4 0.00136982
2500 5 0.00148916
2500 6 0.00159106
2500 7 0.00172439
2500 8 0.00186868
2500 9 0.00202493
2500 10 0.00216168
2500 11 0.00227643
2500 12 0.00237956
2500 13 0.00249838
2500 14 0.00261545
2500 15 0.00271199
2500 16 0.00281835
2500 17 0.00292358
2500 18 0.00301677
2500 19 0.00311885
2500 20 0.003205
2500 21 0.00329867
2500 22 0.00339241
2500 23 0.00348706
2500 24 0.00357234
2500 25 0.0036592
2500 26 0.00374082
2500 27 0.00382623
2500 28 0.00390713
2500 29 0.00400274
2500 30 0.00408813
2500 31 0.00417354
2500 32 0.00425316
2500 33 0.00432818
2500 34 0.00440896
2500 35 0.00448815
2500 36 0.00456747
2500 37 0.00464001
2500 38 0.00471577
2500 39 0.00479111
2500 40 0.00486866
2500 41 0.00493851
2500 42 0.00501279
2500 43 0.00509866
2500 44 0.00516636
2500 45 0.00523312
2500 46 0.00530027
2500 47 0.00537076
2500 48 0.00543848
2500 49 0.00551293
2500 50 0.00558422
2500 51 0.00565195
2500 52 0.00572941
2500 53 0.0058002
2500 54 0.00586822
2500 55 0.00593153
2500 56 0.0060033
2500 57 0.00607445
2500 58 0.00613325
2500 59 0.00620643
2500 60 0.00627568
2500 61 0.00634373
2500 62 0.00641188
2500 63 0.00647921
2500 64 0.00654589
2500 65 0.00661133
2500 66 0.00667578
2500 67 0.00674317
2500 68 0.00681397
2500 69 0.00687827
2500 70 0.00694457
2500 71 0.00701081
2500 72 0.00707857
2500 73 0.0071499
2500 74 0.00721465
2500 75 0.00728222
2500 76 0.00735393
2500 77 0.00742276
2500 78 0.00748968
2500 79 0.0075616
2500 80 0.00762938
2500 81 0.00769533
2500 82 0.0077554
2500 83 0.00782626
2500 84 0.00790141
2500 85 0.00796487
2500 86 0.00803075
2500 87 0.00809637
2500 88 0.00816691
2500 89 0.00824423
2500 90 0.00830807
2500 91 0.00837642
2500 92 0.00843919
2500 93 0.00851272
2500 94 0.00858678
2500 95 0.00865885
2500 96 0.00872483
2500 97 0.00879383
2500 98 0.00886018
2500 99 0.00892469
2500 100 0.00898995
2500 101 0.00905685
2500 102 0.0091284
2500 103 0.00919331
2500 104 0.00926025
2500 105 0.00932802
2500 106 0.00939259
2500 107 0.00945807
2500 108 0.00953265
2500 109 0.00967252
2500 110 0.00980247
2500 111 0.00946256
2500 112 0.0090545
2500 113 0.00841798
2500 114 0.0076123
2500 115 0.00669862
2500 116 0.00535458
2500 117 0.00414229
2500 118 0.00336314
2500 119 0.0021196
3000 0 0.00136388
3000 1 0.0013183
3000 2 0.0013895
3000 3 0.00147016
3000 4 0.00157656
3000 5 0.00169784
3000 6 0.00183828
3000 7 0.00198875
3000 8 0.00216273
3000 9 0.00233518
3000 10 0.00250332
3000 11 0.00256305
3000 12 0.00270472
3000 13 0.00272869
3000 14 0.00284894
3000 15 0.00297493
3000 16 0.00309446
3000 17 0.00320659
3000 18 0.00332097
3000 19 0.00342569
3000 20 0.00353782
3000 21 0.00364492
3000 22 0.00372273
3000 23 0.00382984
3000 24 0.00392593
3000 25 0.00402074
3000 26 0.00411619
3000 27 0.00420326
3000 28 0.00428434
3000 29 0.00437437
3000 30 0.00447119
3000 31 0.00455889
3000 32 0.00464147
3000 33 0.00472825
3000 34 0.00481539
3000 35 0.00489823
3000 36 0.00497736
3000 37 0.00506166
3000 38 0.00513768
3000 39 0.00521897
3000 40 0.00529643
3000 41 0.00536468
3000 42 0.00544014
3000 43 0.00551669
3000 44 0.00558748
3000 45 0.00566126
3000 46 0.00574074
3000 47 0.00581246
3000 48 0.00588402
3000 49 0.00595696
3000 50 0.00603157
3000 51 0.0061134
3000 52 0.00618666
3000 53 0.00625769
3000 54 0.00632303
3000 55 0.00639496
3000 56 0.00646749
3000 57 0.00654264
3000 58 0.00661038
3000 59 0.00667997
3000 60 0.00674299
3000 61 0.00681388
3000 62 0.0068875
3000 63 0.00695868
3000 64 0.00702966
3000 65 0.00710366
3000 66 0.00717154
3000 67 0.00724435
3000 68 0.00731746
3000 69 0.00738335
3000 70 0.00744929
3000 71 0.00752173
3000 72 0.0075955
3000 73 0.00766102
3000 74 0.00772704
3000 75 0.00779779
3000 76 0.00786282
3000 77 0.00792422
3000 78 0.00799251
3000 79 0.00806581
3000 80 0.00813461
3000 81 0.00820615
3000 82 0.00827657
3000 83 0.00834068
3000 84 0.00840905
3000 85 0.0084743
3000 86 0.00854322
3000 87 0.00860385
3000 88 0.00867395
3000 89 0.00874248
3000 90 0.00880237
3000 91 0.00887111
3000 92 0.00893986
3000 93 0.0090102
3000 94 0.00908122
3000 95 0.00915308
3000 96 0.00922156
3000 97 0.00929003
3000 98 0.0093627
3000 99 0.00942926
3000 100 0.00950259
3000 101 0.00957565
3000 102 0.00964058
3000 103 0.00970666
3000 104 0.00977646
3000 105 0.00984892
3000 106 0.00992099
3000 107 0.00999572
3000 108 0.0100713
3000 109 0.0102245
3000 110 0.0103534
3000 111 0.0098007
3000 112 0.00855426
3000 113 0.00776738
3000 114 0.00717153
3000 115 0.00601205
3000 116 0.00494762
3000 117 0.00372396
3000 118 0.00262347
3000 119 0.0012411
3500 0 0.00143496
3500 1 0.00146777
3500 2 0.001541
3500 3 0.00158189
3500 4 0.00168172
3500 5 0.00180141
3500 6 0.0019495
3500 7 0.00211336
3500 8 0.00228805
3500 9 0.00248048
3500 10 0.00263035
3500 11 0.00261532
3500 12 0.00274912
3500 13 0.00288045
3500 14 0.00300883
3500 15 0.00311584
3500 16 0.00322875
3500 17 0.00333503
3500 18 0.00343182
3500 19 0.00354269
3500 20 0.00364155
3500 21 0.00374278
3500 22 0.00380496
3500 23 0.00389909
3500 24 0.00398747
3500 25 0.00407247
3500 26 0.00416313
3500 27 0.00426173
3500 28 0.00434063
3500 29 0.00443335
3500 30 0.00451806
3500 31 0.00459549
3500 32 0.00467332
3500 33 0.00474783
3500 34 0.0048287
3500 35 0.00489903
3500 36 0.00497495
3500 37 0.00504946
3500 38 0.00512442
3500 39 0.00520615
3500 40 0.00527329
3500 41 0.00535156
3500 42 0.00541901
3500 43 0.0054911
3500 44 0.00556352
3500 45 0.00564125
3500 46 0.00569963
3500 47 0.00576771
3500 48 0.00583532
3500 49 0.00588201
3500 50 0.00595961
3500 51 0.00603181
3500 52 0.00610213
3500 53 0.00617128
3500 54 0.00624283
3500 55 0.0063123
3500 56 0.00637884
3500 57 0.006447
3500 58 0.00651363
3500 59 0.00658334
3500 60 0.006655
3500 61 0.00671978
3500 62 0.00679213
3500 63 0.00685893
3500 64 0.00692469
3500 65 0.00699211
3500 66 0.00706668
3500 67 0.00713501
3500 68 0.00720288
3500 69 0.00727111
3500 70 0.00733322
3500 71 0.00740002
3500 72 0.00747319
3500 73 0.00754066
3500 74 0.00761128
3500 75 0.00767705
3500 76 0.00774109
3500 77 0.00780848
3500 78 0.00787353
3500 79 0.00794633
3500 80 0.00801077
3500 81 0.00807631
3500 82 0.00813611
3500 83 0.0082001
3500 84 0.00826281
3500 85 0.00832793
3500 86 0.0083983
3500 87 0.00846798
3500 88 0.00852585
3500 89 0.00858908
3500 90 0.00865972
3500 91 0.00873016
3500 92 0.00879653
3500 93 0.00886432
3500 94 0.00893881
3500 95 0.00900053
3500 96 0.00906322
3500 97 0.00913353
3500 98 0.0092003
3500 99 0.00926834
3500 100 0.00933763
3500 101 0.00940303
3500 102 0.00948073
3500 103 0.00954597
3500 104 0.00962101
3500 105 0.00969963
3500 106 0.00976937
3500 107 0.00984116
3500 108 0.00991879
3500 109 0.0100731
3500 110 0.0101963
3500 111 0.00921347
3500 112 0.00876246
3500 113 0.00732782
3500 114 0.00683224
3500 115 0.00554141
3500 116 0.00451628
3500 117 0.00353408
3500 118 0.00300923
3500 119 0.00131129
4000 0 0.00108134
4000 1 0.00113681
4000 2 0.00120251
4000 3 0.00128425
4000 4 0.00138201
4000 5 0.00144204
4000 6 0.00155846
4000 7 0.00168694
4000 8 0.00182478
4000 9 0.00196567
4000 10 0.00209655
4000 11 0.00222179
4000 12 0.00233873
4000 13 0.00245667
4000 14 0.00256998
4000 15 0.0026771
4000 16 0.00278321
4000 17 0.00288046
4000 18 0.00297631
4000 19 0.00307964
4000 20 0.00318805
4000 21 0.00328085
4000 22 0.00337831
4000 23 0.00346756
4000 24 0.0035596
4000 25 0.00364921
4000 26 0.00373804
4000 27 0.0038257
4000 28 0.00391058
4000 29 0.00400037
4000 30 0.00409402
4000 31 0.00417285
4000 32 0.00424423
4000 33 0.00432544
4000 34 0.00440756
4000 35 0.00448369
4000 36 0.00455881
4000 37 0.00463671
4000 38 0.00471296
4000 39 0.00478962
4000 40 0.00486898
4000 41 0.0049435
4000 42 0.00501942
4000 43 0.00508786
4000 44 0.00516497
4000 45 0.00523298
4000 46 0.00530284
4000 47 0.00537413
4000 48 0.00545408
4000 49 0.00552493
4000 50 0.00560141
4000 51 0.00567862
4000 52 0.0057466
4000 53 0.00581664
4000 54 0.00589152
4000 55 0.00595996
4000 56 0.00603169
4000 57 0.00611099
4000 58 0.00618204
4000 59 0.00626206
4000 60 0.00633586
4000 61 0.00641619
4000 62 0.00648941
4000 63 0.00656283
4000 64 0.00663342
4000 65 0.00670135
4000 66 0.00676848
4000 67 0.00684379
4000 68 0.0069108
4000 69 0.00698491
4000 70 0.00705691
4000 71 0.00712969
4000 72 0.00719821
4000 73 0.00727265
4000 74 0.00734399
4000 75 0.00741373
4000 76 0.00748607
4000 77 0.00755633
4000 78 0.00762365
4000 79 0.00769377
4000 80 0.00776434
4000 81 0.00783581
4000 82 0.00790028
4000 83 0.00796419
4000 84 0.00803032
4000 85 0.00808967
4000 86 0.00815365
4000 87 0.00821748
4000 88 0.00828314
4000 89 0.00834562
4000 90 0.00840979
4000 91 0.00847282
4000 92 0.00853164
4000 93 0.00859141
4000 94 0.008648
4000 95 0.0087091
4000 96 0.00876719
4000 97 0.00882897
4000 98 0.00888725
4000 99 0.00894829
4000 100 0.00900891
4000 101 0.00907061
4000 102 0.00913154
4000 103 0.00919452
4000 104 0.00925936
4000 105 0.00933114
4000 106 0.00939774
4000 107 0.00947004
4000 108 0.00954095
4000 109 0.00969226
4000 110 0.00983065
4000 111 0.00906421
4000 112 0.00805042
4000 113 0.00708525
4000 114 0.00630098
4000 115 0.00541245
4000 116 0.00441307
4000 117 0.00343265
4000 118 0.00269123
4000 119 0.00193919
4500 0 0.00215752
4500 1 0.00209721
4500 2 0.00219517
4500 3 0.00232631
4500 4 0.00247932
4500 5 0.00268058
4500 6 0.00285778
4500 7 0.00309823
4500 8 0.00334998
4500 9 0.0036124
4500 10 0.0038992
4500 11 0.00402892
4500 12 0.0037541
4500 13 0.00301558
4500 14 0.00314669
4500 15 0.00326878
4500 16 0.00338876
4500 17 0.00351483
4500 18 0.00363104
4500 19 0.00373314
4500 20 0.00383975
4500 21 0.00394708
4500 22 0.00405861
4500 23 0.00416441
4500 24 0.00425827
4500 25 0.00436126
4500 26 0.00445785
4500 27 0.00456432
4500 28 0.00466391
4500 29 0.0043907
4500 30 0.00447225
4500 31 0.00454856
4500 32 0.00459417
4500 33 0.00467537
4500 34 0.00474624
4500 35 0.00481528
4500 36 0.00487916
4500 37 0.0049267
4500 38 0.00499507
4500 39 0.00506134
4500 40 0.00512617
4500 41 0.00519446
4500 42 0.0052488
4500 43 0.00532052
4500 44 0.00539306
4500 45 0.00546458
4500 46 0.00553354
4500 47 0.00559837
4500 48 0.00565923
4500 49 0.0057347
4500 50 0.00580781
4500 51 0.00588414
4500 52 0.00594803
4500 53 0.00601641
4500 54 0.00608865
4500 55 0.00616253
4500 56 0.00622749
4500 57 0.00629879
4500 58 0.00637343
4500 59 0.00644077
4500 60 0.00651235
4500 61 0.0065867
4500 62 0.00665597
4500 63 0.0067272
4500 64 0.00678703
4500 65 0.00684857
4500 66 0.00691897
4500 67 0.00698358
4500 68 0.00705223
4500 69 0.00711829
4500 70 0.00718905
4500 71 0.00725187
4500 72 0.00731918
4500 73 0.00738665
4500 74 0.00744787
4500 75 0.00751547
4500 76 0.00758175
4500 77 0.00764633
4500 78 0.00770948
4500 79 0.00778315
4500 80 0.00784624
4500 81 0.00790787
4500 82 0.00796805
4500 83 0.00802789
4500 84 0.00809852
4500 85 0.00816263
4500 86 0.00822814
4500 87 0.00829207
4500 88 0.0083525
4500 89 0.00841053
4500 90 0.0084732
4500 91 0.00854153
4500 92 0.00861013
4500 93 0.00867466
4500 94 0.00873851
4500 95 0.00880164
4500 96 0.00886186
4500 97 0.00892911
4500 98 0.00899155
4500 99 0.00904778
4500 100 0.00911162
4500 101 0.00917661
4500 102 0.00924425
4500 103 0.00930599
4500 104 0.00936887
4500 105 0.00943685
4500 106 0.00950841
4500 107 0.00957642
4500 108 0.00964794
4500 109 0.00978417
4500 110 0.00988566
4500 111 0.00932881
4500 112 0.00774315
4500 113 0.00671441
4500 114 0.005821
4500 115 0.00478976
4500 116 0.00390887
4500 117 0.0032686
4500 118 0.00272088
4500 119 0.00189319
0 0 0.00118921
0 1 0.00122033
0 2 0.00128203
0 3 0.00136344
0 4 0.00146191
0 5 0.00157414
0 6 0.00169591
0 7 0.00184745
0 8 0.00200406
0 9 0.00215541
0 10 0.00230052
0 11 0.00243149
0 12 0.00257295
0 13 0.00271241
0 14 0.00282174
0 15 0.00293115
0 16 0.00304356
0 17 0.00314806
0 18 0.00325729
0 19 0.00338414
0 20 0.00348655
0 21 0.00357766
0 22 0.00365489
0 23 0.00374708
0 24 0.00383485
0 25 0.00391922
0 26 0.00401467
0 27 0.00409739
0 28 0.00418072
0 29 0.00426286
0 30 0.00434651
0 31 0.00443302
0 32 0.00450956
0 33 0.00459041
0 34 0.00467096
0 35 0.00474869
0 36 0.00482019
0 37 0.00489698
0 38 0.00497342
0 39 0.00504318
0 40 0.00512259
0 41 0.00519587
0 42 0.00527784
0 43 0.00533503
0 44 0.00540696
0 45 0.0054769
0 46 0.00554714
0 47 0.00561898
0 48 0.00569858
0 49 0.00577368
0 50 0.00585134
0 51 0.00592406
0 52 0.0059982
0 53 0.00606303
0 54 0.00613869
0 55 0.00620813
0 56 0.00627594
0 57 0.00634741
0 58 0.00641453
0 59 0.00648327
0 60 0.00655057
0 61 0.00662125
0 62 0.00668961
0 63 0.00676915
0 64 0.00683634
0 65 0.00690051
0 66 0.00697108
