epoch batch time
0 0 9.53674316406e-07
0 150 86.1186869144
0 300 88.4634501934
0 450 92.1665878296
0 600 91.7212901115
0 750 94.1017210484
0 900 88.872907877
0 1050 87.1303169727
0 1200 92.2761070728
0 1350 64.472771883
0 1500 90.099419117
0 1650 94.2394640446
0 1800 64.0733959675
0 1950 66.4369468689
0 2100 66.1786282063
0 2250 61.436439991
0 2400 67.3375170231
0 2550 67.5864357948
0 2700 67.9241490364
0 2850 62.5005760193
0 3000 61.9093101025
0 3150 61.0360398293
0 3300 60.854596138
0 3450 66.7826879025
0 3600 96.0802640915
0 3750 65.637212038
0 3900 61.1335048676
0 4050 61.212138176
0 4200 66.5245959759
0 4350 61.0389280319
0 4500 61.66619277
0 4650 60.8052201271
0 4800 64.2730848789
0 4950 62.2885761261
1 0 9.53674316406e-07
1 150 67.4326100349
1 300 61.6925740242
1 450 67.4389579296
1 600 67.2972910404
1 750 64.0716290474
1 900 66.1520988941
1 1050 62.0925581455
1 1200 65.0227758884
1 1350 64.6442480087
1 1500 64.8920609951
1 1650 63.6643850803
1 1800 64.019053936
1 1950 95.1403830051
1 2100 60.8197579384
1 2250 63.4785251617
1 2400 95.879513979
1 2550 95.1683020592
1 2700 86.9362509251
1 2850 96.9247379303
1 3000 88.3753340244
1 3150 99.5511829853
1 3300 87.5425059795
1 3450 92.9752140045
1 3600 95.1025800705
1 3750 94.00248909
1 3900 97.5233638287
1 4050 99.1444540024
1 4200 99.445715189
1 4350 101.387858868
1 4500 101.615312099
1 4650 97.647536993
1 4800 96.5465829372
1 4950 97.6013600826
2 0 9.53674316406e-07
2 150 99.602093935
2 300 98.3646149635
2 450 99.2225120068
2 600 101.299508095
2 750 100.862473965
2 900 94.8446199894
2 1050 92.2584030628
2 1200 101.479279995
2 1350 100.594086885
2 1500 100.959119081
2 1650 97.0443019867
2 1800 93.1984488964
2 1950 101.811686039
2 2100 100.326339006
2 2250 97.9267530441
2 2400 98.2032449245
2 2550 97.2740111351
2 2700 94.846930027
2 2850 90.1030960083
2 3000 98.5104389191
2 3150 95.910492897
2 3300 99.2305850983
2 3450 98.4069991112
2 3600 67.550347805
2 3750 98.1383161545
2 3900 62.1841700077
2 4050 101.251415968
2 4200 95.5127668381
2 4350 101.550830126
2 4500 90.970897913
2 4650 91.0176889896
2 4800 94.3659470081
2 4950 94.919932127
3 0 1.19209289551e-06
3 150 97.0188589096
3 300 64.2851529121
3 450 97.0169570446
3 600 93.3586220741
3 750 97.7483859062
3 900 93.3588380814
3 1050 65.6081719398
3 1200 98.0801999569
3 1350 100.928496122
3 1500 100.08026886
3 1650 65.90102911
3 1800 91.582212925
3 1950 93.2973160744
3 2100 94.4703779221
3 2250 96.2813780308
3 2400 65.9173779488
3 2550 97.3088641167
3 2700 100.705524921
3 2850 62.401237011
