epoch batch time
0 0 1.90734863281e-06
0 150 793.868691921
0 300 67.7969632149
0 450 719.17866087
0 600 766.689687967
0 750 68.1256699562
0 900 733.40831399
0 1050 714.694463015
0 1200 68.9247610569
0 1350 68.2376029491
0 1500 69.7639050484
0 1650 69.2221231461
0 1800 802.654374838
0 1950 68.0590059757
0 2100 816.367518187
0 2250 65.7917759418
0 2400 62.9559869766
0 2550 709.080302954
0 2700 64.1295070648
0 2850 66.3998849392
0 3000 68.100110054
0 3150 71.2951819897
0 3300 65.2827839851
0 3450 792.56298995
0 3600 72.5731780529
0 3750 815.870092869
0 3900 746.140549183
0 4050 752.236838818
0 4200 68.844533205
0 4350 66.7551839352
0 4500 67.3109910488
0 4650 763.369998932
0 4800 65.6213870049
0 4950 67.4249629974
1 0 0.0
1 150 837.313966036
1 300 727.245311975
1 450 65.700001955
1 600 67.0021390915
1 750 746.031149864
1 900 67.2809259892
1 1050 762.905051947
1 1200 68.520815134
1 1350 724.37074995
1 1500 802.530554056
1 1650 806.851466894
1 1800 70.7954471111
1 1950 69.2215099335
1 2100 760.840620995
1 2250 69.5247581005
1 2400 66.63367486
1 2550 68.1871371269
1 2700 776.057451963
1 2850 742.928333998
1 3000 66.8269870281
1 3150 65.8750178814
1 3300 64.4051840305
1 3450 63.3216409683
1 3600 750.606369019
1 3750 836.390386105
1 3900 764.923238039
1 4050 66.7395918369
1 4200 66.0570480824
1 4350 67.7525529861
1 4500 750.736987114
1 4650 736.237818956
1 4800 60.5896799564
1 4950 59.7623910904
2 0 9.53674316406e-07
2 150 724.90116787
2 300 58.2159819603
2 450 58.4180750847
2 600 744.768296957
2 750 719.50901413
2 900 58.7630069256
2 1050 60.5052499771
2 1200 59.0904951096
2 1350 716.923527002
2 1500 721.099241972
2 1650 60.8880228996
2 1800 713.026371956
2 1950 59.7028300762
2 2100 735.651401997
2 2250 788.734568119
2 2400 59.6179368496
2 2550 61.239782095
2 2700 59.6013128757
2 2850 58.894755125
2 3000 59.2546758652
2 3150 61.1155672073
2 3300 60.056306839
2 3450 59.3331611156
2 3600 61.2966599464
2 3750 59.1962928772
2 3900 59.071254015
2 4050 60.2164041996
2 4200 59.5711958408
