epoch batch k norm
0 3000 54 0.00619184
0 3000 55 0.00665786
0 3000 56 0.00738914
0 3000 57 0.00833393
0 3000 58 0.00953753
0 3000 59 0.0111415
0 3000 60 0.0132394
0 3000 61 0.0154286
0 3000 62 0.0156516
0 3000 63 0.0155273
0 3000 64 0.0151821
0 3000 65 0.0138874
0 3000 66 0.0123737
0 3000 67 0.0109785
0 3000 68 0.00997782
0 3000 69 0.00931488
0 3000 70 0.00904022
0 3000 71 0.00909194
0 3000 72 0.0093
0 3000 73 0.00977548
0 3000 74 0.0102426
0 3000 75 0.0103557
0 3000 76 0.0101393
0 3000 77 0.0089479
0 3000 78 0.00805859
0 3000 79 0.00746629
0 3000 80 0.00702012
0 3000 81 0.00669899
0 3000 82 0.00644848
0 3000 83 0.00629903
0 3000 84 0.0062441
0 3000 85 0.00622342
0 3000 86 0.00629773
0 3000 87 0.00646913
0 3000 88 0.00665852
0 3000 89 0.006964
0 3000 90 0.007436
0 3000 91 0.00823089
0 3000 92 0.00911045
0 3000 93 0.00907807
0 3000 94 0.00926554
0 3000 95 0.0096427
0 3000 96 0.0101264
0 3000 97 0.0106125
0 3000 98 0.0119983
0 3000 99 0.0164137
0 3500 0 0.00366984
0 3500 1 0.00375492
0 3500 2 0.00385547
0 3500 3 0.00396688
0 3500 4 0.0040936
0 3500 5 0.00415982
0 3500 6 0.00396773
0 3500 7 0.00386531
0 3500 8 0.00373322
0 3500 9 0.0036327
0 3500 10 0.00357611
0 3500 11 0.00353143
0 3500 12 0.00353899
0 3500 13 0.00356978
0 3500 14 0.00355866
0 3500 15 0.00357592
0 3500 16 0.0036459
0 3500 17 0.00376377
0 3500 18 0.00390784
0 3500 19 0.00418222
0 3500 20 0.00468238
0 3500 21 0.00558469
0 3500 22 0.00693732
0 3500 23 0.00857215
0 3500 24 0.0112061
0 3500 25 0.0140199
0 3500 26 0.0123696
0 3500 27 0.0102945
0 3500 28 0.00875108
0 3500 29 0.00784435
0 3500 30 0.00782178
0 3500 31 0.00858826
0 3500 32 0.00983473
0 3500 33 0.00963981
0 3500 34 0.00912444
0 3500 35 0.00797182
0 3500 36 0.00718583
0 3500 37 0.00667244
0 3500 38 0.00613306
0 3500 39 0.00591017
0 3500 40 0.0059216
0 3500 41 0.00589168
0 3500 42 0.00547507
0 3500 43 0.00522546
0 3500 44 0.00522819
0 3500 45 0.0054059
0 3500 46 0.00573584
0 3500 47 0.00628138
0 3500 48 0.00660816
0 3500 49 0.00758308
0 3500 50 0.00965635
0 3500 51 0.0125344
0 3500 52 0.0149244
0 3500 53 0.0129263
0 3500 54 0.0111608
0 3500 55 0.0100244
0 3500 56 0.00969656
0 3500 57 0.009695
0 3500 58 0.00912386
0 3500 59 0.007904
0 3500 60 0.00688848
0 3500 61 0.00606098
0 3500 62 0.00555999
0 3500 63 0.00541122
0 3500 64 0.0052048
0 3500 65 0.00521514
0 3500 66 0.0049464
0 3500 67 0.00446313
0 3500 68 0.00406173
0 3500 69 0.00388786
0 3500 70 0.00370876
0 3500 71 0.00353573
0 3500 72 0.00361315
0 3500 73 0.00364058
0 3500 74 0.00368761
0 3500 75 0.00379759
0 3500 76 0.00382974
0 3500 77 0.00362862
0 3500 78 0.00346424
0 3500 79 0.00343792
0 3500 80 0.00360747
0 3500 81 0.00386825
0 3500 82 0.00411919
0 3500 83 0.00460665
0 3500 84 0.00542412
0 3500 85 0.00653243
0 3500 86 0.00791975
0 3500 87 0.00893815
0 3500 88 0.00943879
0 3500 89 0.0097027
0 3500 90 0.00854045
0 3500 91 0.00785722
0 3500 92 0.00746134
0 3500 93 0.00686111
0 3500 94 0.00645445
0 3500 95 0.00635817
0 3500 96 0.00620913
0 3500 97 0.0062695
0 3500 98 0.0070796
0 3500 99 0.00945675
0 4000 0 0.00503933
0 4000 1 0.00512761
0 4000 2 0.00522619
0 4000 3 0.00535303
0 4000 4 0.00516146
0 4000 5 0.00502393
0 4000 6 0.00496847
0 4000 7 0.00496392
0 4000 8 0.00499648
0 4000 9 0.00509873
0 4000 10 0.00530019
0 4000 11 0.00564155
0 4000 12 0.00612905
0 4000 13 0.00592241
0 4000 14 0.00581373
0 4000 15 0.00579406
0 4000 16 0.00587888
0 4000 17 0.00602674
0 4000 18 0.00647749
0 4000 19 0.00730671
0 4000 20 0.00879967
0 4000 21 0.0112817
0 4000 22 0.0142676
0 4000 23 0.0143668
0 4000 24 0.0122611
0 4000 25 0.0100053
0 4000 26 0.00838393
0 4000 27 0.00733925
0 4000 28 0.00646736
0 4000 29 0.00581397
0 4000 30 0.00533369
0 4000 31 0.00489497
0 4000 32 0.00450031
0 4000 33 0.00423884
0 4000 34 0.00406389
0 4000 35 0.00396853
0 4000 36 0.00399408
0 4000 37 0.00408309
0 4000 38 0.00418824
0 4000 39 0.00444438
0 4000 40 0.00479779
0 4000 41 0.00524973
0 4000 42 0.00603626
0 4000 43 0.00754946
0 4000 44 0.00993879
0 4000 45 0.0129073
0 4000 46 0.0145078
0 4000 47 0.0151684
0 4000 48 0.0133318
0 4000 49 0.011426
0 4000 50 0.00942669
0 4000 51 0.00763884
0 4000 52 0.00643484
0 4000 53 0.00561977
0 4000 54 0.00511295
0 4000 55 0.00479342
0 4000 56 0.004639
0 4000 57 0.00455264
0 4000 58 0.00451415
0 4000 59 0.00450579
0 4000 60 0.00453458
0 4000 61 0.00461781
0 4000 62 0.00468692
0 4000 63 0.00469106
0 4000 64 0.00475136
0 4000 65 0.00488166
0 4000 66 0.00516871
0 4000 67 0.00543501
0 4000 68 0.0058864
0 4000 69 0.00649789
0 4000 70 0.00644836
0 4000 71 0.0065291
0 4000 72 0.00676402
0 4000 73 0.00735008
0 4000 74 0.00858743
0 4000 75 0.0102665
0 4000 76 0.0115429
0 4000 77 0.0106485
0 4000 78 0.0100772
0 4000 79 0.0105567
0 4000 80 0.0122128
0 4000 81 0.0135057
0 4000 82 0.0136879
0 4000 83 0.0145365
0 4000 84 0.0147067
0 4000 85 0.0136199
0 4000 86 0.0118268
0 4000 87 0.00986759
0 4000 88 0.00855663
0 4000 89 0.0079175
0 4000 90 0.00763125
0 4000 91 0.00737875
0 4000 92 0.00737504
0 4000 93 0.00761356
0 4000 94 0.00794497
0 4000 95 0.00878897
0 4000 96 0.0100337
0 4000 97 0.0108422
0 4000 98 0.0126102
0 4000 99 0.0161131
0 4500 0 0.00913998
0 4500 1 0.0091365
0 4500 2 0.0091567
0 4500 3 0.00925547
0 4500 4 0.00942245
0 4500 5 0.00958802
0 4500 6 0.00981085
0 4500 7 0.01025
0 4500 8 0.0110237
0 4500 9 0.0123977
0 4500 10 0.0147544
0 4500 11 0.0181731
0 4500 12 0.0182004
0 4500 13 0.0156361
0 4500 14 0.0133177
0 4500 15 0.0115753
0 4500 16 0.0104298
0 4500 17 0.00964789
0 4500 18 0.0091815
0 4500 19 0.00893255
0 4500 20 0.00884653
0 4500 21 0.00859133
0 4500 22 0.00833794
0 4500 23 0.00824043
0 4500 24 0.00827195
0 4500 25 0.00866504
0 4500 26 0.00978451
0 4500 27 0.011935
0 4500 28 0.0149607
0 4500 29 0.015901
0 4500 30 0.0144171
0 4500 31 0.0138012
0 4500 32 0.0145816
0 4500 33 0.0167427
0 4500 34 0.0192566
0 4500 35 0.0195454
0 4500 36 0.0203397
0 4500 37 0.0170925
0 4500 38 0.0151032
0 4500 39 0.0150322
0 4500 40 0.0170737
0 4500 41 0.0199658
0 4500 42 0.0196797
0 4500 43 0.0165954
0 4500 44 0.0144517
0 4500 45 0.0137758
0 4500 46 0.0147099
0 4500 47 0.016164
0 4500 48 0.0155243
0 4500 49 0.0158411
0 4500 50 0.0174499
0 4500 51 0.0166492
0 4500 52 0.0161848
0 4500 53 0.0144794
0 4500 54 0.014012
0 4500 55 0.0148235
0 4500 56 0.0158696
0 4500 57 0.0154503
0 4500 58 0.0136784
0 4500 59 0.0130202
0 4500 60 0.0129448
0 4500 61 0.0126925
0 4500 62 0.0132407
0 4500 63 0.0140549
0 4500 64 0.0130483
0 4500 65 0.0125175
0 4500 66 0.0129495
0 4500 67 0.014201
0 4500 68 0.0126122
0 4500 69 0.0114887
0 4500 70 0.0106552
0 4500 71 0.0103513
0 4500 72 0.0106998
0 4500 73 0.0119247
0 4500 74 0.0131061
0 4500 75 0.0117316
0 4500 76 0.0105428
0 4500 77 0.00970424
0 4500 78 0.00916515
0 4500 79 0.00884225
0 4500 80 0.00869259
0 4500 81 0.00871171
0 4500 82 0.00887333
0 4500 83 0.00911184
0 4500 84 0.00954435
0 4500 85 0.0103135
0 4500 86 0.0116277
0 4500 87 0.0135499
0 4500 88 0.0160117
0 4500 89 0.0186811
0 4500 90 0.0182988
0 4500 91 0.0191415
0 4500 92 0.0171798
0 4500 93 0.0162283
0 4500 94 0.0167953
0 4500 95 0.0180994
0 4500 96 0.0181866
0 4500 97 0.0192137
0 4500 98 0.0223871
0 4500 99 0.0286856
1 0 0 0.00087083
1 0 1 0.000870479
1 0 2 0.000872616
1 0 3 0.000851431
1 0 4 0.000844746
1 0 5 0.000850464
1 0 6 0.000874452
1 0 7 0.000909134
1 0 8 0.000943689
1 0 9 0.00099748
1 0 10 0.00110989
1 0 11 0.00127367
1 0 12 0.0015277
1 0 13 0.00188314
1 0 14 0.00169036
1 0 15 0.00150123
1 0 16 0.00137551
1 0 17 0.00124208
1 0 18 0.00115904
