epoch batch time
0 0 0.0
0 150 5.17508816719
0 300 5.11232495308
0 450 2.94852805138
0 600 2.95033597946
0 750 2.91301584244
0 900 3.00537514687
0 1050 5.30366683006
0 1200 2.41036200523
0 1350 5.16169118881
0 1500 2.66183996201
0 1650 4.68917894363
0 1800 2.74925303459
0 1950 2.37209105492
0 2100 4.613519907
0 2250 5.10208201408
0 2400 2.54302406311
0 2550 2.43366003036
0 2700 2.85955882072
0 2850 2.4306910038
0 3000 5.04055714607
0 3150 2.60936594009
0 3300 4.83779788017
0 3450 2.3706099987
0 3600 2.36902308464
0 3750 2.33244299889
0 3900 2.3312458992
0 4050 2.32762622833
0 4200 4.55940198898
0 4350 4.86862301826
0 4500 2.92985677719
0 4650 4.4241540432
0 4800 2.34265708923
0 4950 2.3663649559
1 0 9.53674316406e-07
1 150 2.39421701431
1 300 2.38636183739
1 450 2.34076213837
1 600 2.36018896103
1 750 2.35407590866
1 900 2.33755207062
1 1050 2.29768395424
1 1200 2.27637004852
1 1350 4.64972901344
1 1500 2.23163294792
1 1650 2.20468211174
1 1800 2.26238703728
1 1950 2.18874597549
1 2100 2.23377084732
1 2250 2.21619820595
1 2400 2.20989489555
1 2550 4.62901687622
1 2700 2.48249721527
1 2850 4.5473959446
1 3000 2.17283201218
1 3150 2.82218289375
1 3300 2.33019113541
1 3450 2.66937279701
1 3600 2.40383815765
1 3750 4.44066596031
1 3900 2.16787695885
1 4050 4.6447019577
1 4200 2.47127509117
1 4350 2.50341892242
1 4500 2.64624810219
1 4650 2.30854988098
1 4800 2.33152699471
1 4950 2.18418717384
2 0 0.0
2 150 2.2521648407
2 300 2.26057720184
2 450 2.33495497704
2 600 2.3317899704
2 750 2.28294992447
2 900 2.3542740345
2 1050 2.32148504257
2 1200 2.19484400749
2 1350 2.26671600342
2 1500 2.225481987
2 1650 2.11035990715
2 1800 2.26654696465
2 1950 2.19408607483
2 2100 2.20254611969
2 2250 2.17984199524
2 2400 2.07974696159
2 2550 2.14439702034
2 2700 2.13478088379
2 2850 2.11180710793
2 3000 2.06690692902
2 3150 2.19369292259
2 3300 2.65852212906
2 3450 2.48423695564
2 3600 2.16418004036
2 3750 2.23199486732
2 3900 2.14379119873
2 4050 2.25986099243
2 4200 2.29046988487
2 4350 2.29329395294
2 4500 2.19933414459
2 4650 2.29119801521
2 4800 2.27074599266
2 4950 2.17486000061
3 0 0.0
3 150 2.14423108101
3 300 2.16422486305
3 450 2.1719121933
3 600 2.21339297295
3 750 2.17088794708
3 900 2.18950295448
3 1050 2.1754219532
3 1200 2.19822001457
3 1350 2.18553209305
3 1500 2.15993404388
3 1650 2.09663891792
3 1800 2.12202501297
3 1950 2.07115101814
3 2100 2.1373360157
3 2250 2.10890984535
3 2400 2.08836221695
3 2550 2.12955093384
3 2700 2.09422683716
3 2850 2.10712599754
3 3000 2.09317421913
3 3150 2.15062689781
3 3300 2.14904308319
3 3450 2.08592581749
3 3600 2.17455410957
3 3750 2.1603269577
3 3900 2.18223714828
3 4050 2.19417881966
3 4200 2.13952112198
3 4350 2.12933802605
3 4500 2.13377380371
3 4650 2.1330242157
3 4800 4.39363789558
3 4950 4.64392995834
4 0 0.0
4 150 2.11614084244
4 300 2.09185004234
4 450 2.05369114876
4 600 2.25148797035
4 750 2.2690680027
4 900 2.24921488762
4 1050 2.22729897499
4 1200 2.15640306473
4 1350 4.41840410233
4 1500 2.14196777344
4 1650 2.13227319717
4 1800 2.14963984489
4 1950 4.54770708084
4 2100 4.68615102768
4 2250 2.23085784912
4 2400 2.09754300117
4 2550 2.15758609772
4 2700 2.16444897652
4 2850 2.25344800949
4 3000 2.17867207527
4 3150 2.20935988426
4 3300 2.21688604355
4 3450 2.15889811516
4 3600 2.22472190857
4 3750 2.20356297493
4 3900 2.78641200066
4 4050 2.16746902466
4 4200 2.08900308609
4 4350 2.2430768013
4 4500 2.21660900116
4 4650 2.15073299408
4 4800 2.13459515572
4 4950 2.10067391396
5 0 1.19209289551e-06
5 150 2.06179189682
5 300 2.14836812019
5 450 2.13285899162
5 600 2.09051084518
5 750 4.33380007744
5 900 2.16886806488
5 1050 2.14715099335
5 1200 4.53157401085
5 1350 2.28590393066
5 1500 2.13942193985
5 1650 2.10828399658
5 1800 2.12729215622
5 1950 2.13163685799
5 2100 2.25293111801
5 2250 2.28590202332
5 2400 2.26438689232
5 2550 2.22400593758
5 2700 2.10061216354
5 2850 2.18994498253
5 3000 2.8679869175
5 3150 2.28577399254
5 3300 2.28380393982
5 3450 4.38422513008
5 3600 2.2923438549
5 3750 2.36916804314
5 3900 4.54353713989
5 4050 2.14471793175
5 4200 2.26697897911
5 4350 2.15497207642
5 4500 2.24373698235
5 4650 2.21748304367
5 4800 4.55560183525
5 4950 4.50028014183
6 0 0.0
6 150 2.11798000336
6 300 2.13545703888
6 450 2.06651616096
6 600 2.09832501411
6 750 2.08922386169
6 900 2.22234892845
6 1050 2.22128605843
6 1200 2.24107909203
6 1350 2.20563006401
6 1500 2.17738080025
6 1650 2.19419002533
6 1800 2.14751601219
6 1950 2.20576405525
6 2100 2.17247009277
6 2250 4.58914279938
6 2400 2.16568303108
6 2550 4.34141802788
6 2700 4.75665807724
6 2850 2.24665808678
6 3000 2.18245196342
6 3150 2.17255496979
6 3300 2.30051493645
6 3450 4.46585202217
6 3600 2.20119690895
6 3750 2.1870059967
6 3900 2.15784406662
6 4050 2.11313295364
6 4200 2.11943912506
6 4350 2.15323996544
6 4500 4.73044705391
6 4650 4.64561986923
6 4800 2.21899795532
6 4950 2.17734909058
7 0 0.0
7 150 2.30345582962
7 300 4.51252603531
7 450 2.33011412621
7 600 2.14112186432
7 750 2.15026211739
7 900 2.14243388176
7 1050 2.165610075
7 1200 2.17003893852
7 1350 2.12695097923
7 1500 2.11478304863
7 1650 2.14621710777
7 1800 2.0484828949
7 1950 2.04708909988
7 2100 2.10095286369
7 2250 2.20317196846
7 2400 2.16684913635
7 2550 2.18633890152
7 2700 2.23940014839
7 2850 2.14980792999
7 3000 2.09908509254
7 3150 2.11462688446
7 3300 2.15615391731
7 3450 2.14010620117
7 3600 2.10628700256
7 3750 2.08800888062
7 3900 2.14010000229
7 4050 4.54379796982
7 4200 2.12948298454
7 4350 2.07662010193
7 4500 2.07388782501
7 4650 2.11469721794
7 4800 2.10984396935
7 4950 2.10303282738
8 0 1.19209289551e-06
8 150 2.10660600662
8 300 2.05013084412
8 450 2.16277503967
8 600 2.65697598457
8 750 2.23132514954
8 900 2.20792484283
8 1050 2.32231211662
8 1200 2.32712697983
8 1350 2.24769902229
8 1500 2.1400988102
8 1650 2.15678501129
8 1800 2.21094703674
8 1950 2.23459601402
8 2100 2.22944712639
8 2250 2.16999101639
8 2400 2.18963694572
8 2550 2.2520198822
8 2700 2.30343103409
8 2850 2.24144005775
8 3000 2.30325889587
8 3150 2.21239900589
8 3300 2.25815606117
8 3450 2.15811491013
8 3600 2.20971703529
8 3750 2.1376760006
8 3900 2.13618898392
8 4050 2.15538811684
8 4200 2.11256098747
8 4350 2.16731309891
8 4500 2.17496395111
8 4650 2.09110593796
8 4800 2.18907999992
8 4950 2.17585802078
9 0 9.53674316406e-07
9 150 2.06070518494
9 300 2.10733699799
9 450 2.17606377602
9 600 2.18499302864
9 750 2.15582919121
9 900 2.14013290405
9 1050 2.15987896919
9 1200 2.1875679493
9 1350 2.15934300423
9 1500 2.20996403694
9 1650 2.16310691833
9 1800 2.11925601959
9 1950 2.13279604912
9 2100 2.23071408272
9 2250 2.1899459362
9 2400 2.97338604927
9 2550 2.39436197281
9 2700 2.18584299088
9 2850 2.09689807892
9 3000 2.35079288483
9 3150 2.5422000885
9 3300 2.27810287476
9 3450 2.89134216309
9 3600 2.11472702026
9 3750 2.14305281639
9 3900 2.10036611557
9 4050 2.43047404289
9 4200 2.50484991074
9 4350 2.24043607712
9 4500 2.16846990585
9 4650 2.13172197342
9 4800 2.21558213234
9 4950 2.26856398582
