epoch batch vali_cost
9 2250 0.0596126
9 2400 0.0578662
9 2550 0.0603329
9 2700 0.0566436
9 2850 0.0583913
9 3000 0.06021
9 3150 0.0588573
9 3300 0.0581439
9 3450 0.0886543
9 3600 0.0549493
9 3750 0.0587665
9 3900 0.213773
9 4050 0.0657556
9 4200 0.0619117
9 4350 0.0492791
9 4500 0.0559532
9 4650 0.0491524
9 4800 0.0636551
9 4950 0.0557363
