epoch batch time
0 0 1.90734863281e-06
0 150 334.710386992
0 300 342.315412045
0 450 273.218960047
0 600 360.718219995
0 750 346.284409046
0 900 361.941120863
0 1050 280.554344177
0 1200 363.301724911
0 1350 356.353682995
0 1500 355.024521112
0 1650 347.90840292
0 1800 269.903867006
0 1950 260.735485077
0 2100 260.70866394
0 2250 339.589236021
0 2400 256.111619949
0 2550 344.251142979
0 2700 274.948983908
0 2850 345.351314068
0 3000 268.673000097
0 3150 361.271044016
0 3300 273.167230844
0 3450 277.238986015
0 3600 268.355570078
0 3750 357.813822985
0 3900 267.500576973
0 4050 273.417500973
0 4200 269.580999136
0 4350 270.079625845
0 4500 270.748239994
0 4650 275.562597036
0 4800 267.61234808
0 4950 275.404013872
1 0 0.0
1 150 368.361218929
1 300 270.23239994
1 450 273.761940956
1 600 359.990303993
1 750 278.274327993
1 900 278.479418993
1 1050 361.121597052
1 1200 274.785027981
1 1350 275.772444963
1 1500 256.972630024
1 1650 235.54689312
1 1800 271.778277874
1 1950 265.634130001
1 2100 267.417666197
1 2250 275.316100836
1 2400 273.227997065
1 2550 360.739131927
1 2700 276.769191027
1 2850 275.029267073
1 3000 303.244158983
1 3150 232.219744921
1 3300 217.970141172
1 3450 221.004584789
1 3600 216.563428164
1 3750 216.589736938
1 3900 215.722821951
1 4050 215.96532917
1 4200 219.970067978
1 4350 278.0049088
1 4500 219.245279074
1 4650 219.337438107
1 4800 219.846380949
1 4950 219.616816044
2 0 0.0
2 150 219.546938896
2 300 218.210493088
2 450 279.202630997
2 600 219.134623051
2 750 219.795313835
2 900 219.288994074
2 1050 217.952507019
2 1200 217.552142859
2 1350 219.907729149
2 1500 219.460041046
2 1650 217.968401909
2 1800 217.549237013
2 1950 309.687798977
2 2100 235.092864037
2 2250 236.257318974
2 2400 233.704163074
2 2550 237.488054037
2 2700 235.40019083
2 2850 240.519838095
2 3000 237.853011847
2 3150 240.013280153
2 3300 236.370887995
2 3450 240.724118948
2 3600 238.917647123
2 3750 241.027505875
2 3900 318.881940126
2 4050 242.492245913
2 4200 241.811871052
2 4350 242.403256893
2 4500 316.336184978
2 4650 240.031893015
2 4800 239.976963997
2 4950 243.466089964
3 0 9.53674316406e-07
3 150 325.045087099
3 300 241.008174896
3 450 242.622775078
3 600 224.762193918
3 750 219.147417068
3 900 215.917721987
3 1050 277.63041091
3 1200 220.796368122
3 1350 220.492712021
3 1500 218.887296915
3 1650 217.953177929
3 1800 217.916573048
3 1950 217.686186075
3 2100 217.544693947
3 2250 216.554507017
3 2400 216.49749589
3 2550 215.974178076
3 2700 216.194375992
3 2850 217.246098995
3 3000 218.312068939
3 3150 217.235897064
3 3300 217.199186087
3 3450 217.060384989
3 3600 216.642035007
3 3750 278.437535048
3 3900 218.354473829
3 4050 217.983592987
3 4200 217.861406088
3 4350 218.349390984
3 4500 217.85869813
3 4650 218.113164902
3 4800 215.729851961
3 4950 279.180899143
4 0 9.53674316406e-07
4 150 219.019420147
4 300 218.014591932
4 450 219.704775095
4 600 219.847148895
4 750 218.215751886
4 900 218.595296144
4 1050 218.077550888
4 1200 279.496613979
4 1350 218.004020214
4 1500 218.376851797
4 1650 218.5573771
4 1800 218.034277916
4 1950 217.396571159
4 2100 217.746452808
4 2250 278.436224222
4 2400 218.559866905
4 2550 219.415317059
4 2700 220.150696039
4 2850 220.432731867
4 3000 220.184139013
4 3150 219.336164951
4 3300 218.718839169
4 3450 218.275352001
4 3600 277.519817829
4 3750 219.709341049
4 3900 220.339001894
4 4050 220.185031176
4 4200 276.169011831
4 4350 218.888598204
4 4500 219.711452007
4 4650 217.195451975
4 4800 213.635493994
4 4950 216.170492887
5 0 1.19209289551e-06
5 150 216.839213848
5 300 219.811218023
5 450 219.245754004
5 600 217.651767969
5 750 215.996389151
5 900 216.52551198
5 1050 218.079389811
5 1200 217.214929104
5 1350 217.395283937
5 1500 217.221951962
5 1650 277.902868986
5 1800 220.034672022
5 1950 218.236793995
5 2100 216.146945
5 2250 217.217853069
5 2400 274.430057049
5 2550 217.678096056
5 2700 218.100220919
5 2850 217.709430933
5 3000 217.939066172
5 3150 217.069049835
5 3300 216.374107122
5 3450 214.939498901
5 3600 215.867340088
5 3750 218.143517971
5 3900 215.734747887
5 4050 217.621330976
5 4200 216.486052036
5 4350 217.443381071
5 4500 216.945138931
5 4650 218.357578039
5 4800 217.263702154
5 4950 218.385513783
6 0 0.0
6 150 217.242405891
6 300 218.008877993
6 450 218.358424187
6 600 219.140334845
6 750 218.015015125
6 900 218.034579992
6 1050 215.619535923
6 1200 217.190320969
6 1350 217.37729907
