epoch batch vali_cost
0 0 0.518915
0 150 0.222175
0 300 0.183344
0 450 0.190052
0 600 0.168573
0 750 0.162969
0 900 0.1613
0 1050 0.176659
0 1200 0.128354
0 1350 0.122841
0 1500 0.114528
0 1650 0.0956579
0 1800 0.0991923
0 1950 0.100208
0 2100 0.114003
0 2250 0.076891
0 2400 0.147133
0 2550 0.0722951
0 2700 0.0810935
0 2850 0.0672636
0 3000 0.141896
0 3150 0.0498167
0 3300 0.143421
0 3450 0.0715207
0 3600 0.068034
0 3750 0.0449342
0 3900 0.0479848
0 4050 0.0554444
0 4200 0.0578963
0 4350 0.0739798
0 4500 0.0707222
0 4650 0.0544041
0 4800 0.045678
0 4950 0.0491285
1 0 0.0448203
1 150 0.0399118
1 300 0.0597277
1 450 0.0590478
1 600 0.0295979
1 750 0.0405244
1 900 0.0466135
1 1050 0.0292277
1 1200 0.0519316
1 1350 0.0494162
1 1500 0.040841
1 1650 0.0955146
1 1800 0.119874
1 1950 0.0424141
1 2100 0.0326933
1 2250 0.0480184
1 2400 0.0592607
1 2550 0.0259211
1 2700 0.0459672
1 2850 0.0409522
1 3000 0.0249792
1 3150 0.027953
1 3300 0.028248
1 3450 0.0498893
1 3600 0.047011
1 3750 0.0666344
1 3900 0.0337702
1 4050 0.036711
1 4200 0.0317204
1 4350 0.0190852
1 4500 0.0335968
1 4650 0.0247945
1 4800 0.0861489
1 4950 0.0193668
2 0 0.0524211
2 150 0.0244611
2 300 0.0438978
2 450 0.017078
2 600 0.0333928
2 750 0.0199769
2 900 0.0532658
2 1050 0.0177689
2 1200 0.040645
2 1350 0.0243909
2 1500 0.0736438
2 1650 0.0331106
2 1800 0.0207553
2 1950 0.0149418
2 2100 0.0192041
2 2250 0.0203511
2 2400 0.0298246
2 2550 0.0413481
2 2700 0.024633
2 2850 0.039259
2 3000 0.0674144
2 3150 0.0226899
2 3300 0.0307065
2 3450 0.0331717
2 3600 0.016506
2 3750 0.0232967
2 3900 0.0140953
2 4050 0.0191495
2 4200 0.0211857
2 4350 0.0907082
2 4500 0.0132982
2 4650 0.0151091
2 4800 0.0233402
2 4950 0.0162669
3 0 0.0152183
3 150 0.0124713
3 300 0.0476462
3 450 0.0221675
3 600 0.0206252
3 750 0.0155395
3 900 0.018097
3 1050 0.0122011
3 1200 0.0205466
3 1350 0.0129385
3 1500 0.026371
3 1650 0.0147604
3 1800 0.0273493
3 1950 0.0187702
3 2100 0.0192475
3 2250 0.0159798
3 2400 0.016641
3 2550 0.0427345
3 2700 0.0133274
3 2850 0.0142267
3 3000 0.012599
3 3150 0.0282824
3 3300 0.0130447
3 3450 0.0413763
3 3600 0.0138183
3 3750 0.0112686
3 3900 0.0167133
3 4050 0.0204448
3 4200 0.0126074
3 4350 0.0313705
3 4500 0.0154642
3 4650 0.0297501
3 4800 0.0121495
3 4950 0.0110487
4 0 0.0112677
4 150 0.0138775
4 300 0.0276946
4 450 0.0115956
4 600 0.0127746
4 750 0.0260565
4 900 0.0116182
4 1050 0.0134168
4 1200 0.0105356
4 1350 0.0179406
4 1500 0.024846
4 1650 0.0162026
4 1800 0.0133123
4 1950 0.023505
4 2100 0.0129086
4 2250 0.0101039
4 2400 0.0312789
4 2550 0.0120076
4 2700 0.0109675
4 2850 0.0286741
4 3000 0.0137171
4 3150 0.0112773
4 3300 0.0106534
4 3450 0.0214338
4 3600 0.00855614
4 3750 0.00959336
4 3900 0.0212175
4 4050 0.0178846
4 4200 0.00797072
4 4350 0.0104715
4 4500 0.0197208
4 4650 0.0108012
4 4800 0.0217308
4 4950 0.0095969
5 0 0.0192389
5 150 0.0519285
5 300 0.0106603
5 450 0.0099016
5 600 0.0148463
5 750 0.0151356
5 900 0.0548757
5 1050 0.0140579
5 1200 0.0185284
5 1350 0.00912416
5 1500 0.0114171
5 1650 0.00726349
5 1800 0.0210284
5 1950 0.0150925
5 2100 0.027226
5 2250 0.0296795
5 2400 0.00716583
5 2550 0.00842862
5 2700 0.0130445
5 2850 0.00750331
5 3000 0.00844913
5 3150 0.00908289
5 3300 0.0100959
5 3450 0.012266
5 3600 0.0274291
5 3750 0.0253603
5 3900 0.0133685
5 4050 0.0148958
5 4200 0.0130644
5 4350 0.00944984
5 4500 0.00981353
5 4650 0.0328394
5 4800 0.00892386
5 4950 0.0191769
6 0 0.00997215
6 150 0.0116044
6 300 0.0248037
6 450 0.0131594
6 600 0.0086095
6 750 0.0142155
6 900 0.00912612
6 1050 0.00814738
6 1200 0.0110981
6 1350 0.0118052
6 1500 0.0151762
6 1650 0.0137566
6 1800 0.00771095
6 1950 0.0133267
6 2100 0.00729739
6 2250 0.0164143
6 2400 0.0162912
6 2550 0.0248072
6 2700 0.0136763
6 2850 0.0118353
6 3000 0.00713158
6 3150 0.00933995
6 3300 0.00837697
6 3450 0.00799589
6 3600 0.0114304
6 3750 0.00868168
6 3900 0.00707453
6 4050 0.0144104
6 4200 0.00832587
6 4350 0.00767253
6 4500 0.0241312
6 4650 0.0125554
6 4800 0.00816652
6 4950 0.0150297
7 0 0.00788708
7 150 0.00954193
7 300 0.0094042
7 450 0.00918291
7 600 0.011306
7 750 0.011063
7 900 0.00698255
7 1050 0.0189406
7 1200 0.0159272
7 1350 0.0165434
7 1500 0.010465
7 1650 0.0173723
7 1800 0.0115024
7 1950 0.0176359
7 2100 0.00684481
7 2250 0.00723413
7 2400 0.00932739
7 2550 0.00776218
7 2700 0.0218456
7 2850 0.00839806
7 3000 0.00838297
7 3150 0.00904159
7 3300 0.02756
7 3450 0.0168139
7 3600 0.0154637
7 3750 0.00666523
7 3900 0.0222911
7 4050 0.00815786
7 4200 0.00666071
7 4350 0.0241626
7 4500 0.0138465
7 4650 0.00808234
7 4800 0.0101408
7 4950 0.0228095
8 0 0.0187372
8 150 0.00740428
8 300 0.0117978
8 450 0.00899476
8 600 0.00562498
8 750 0.0134678
8 900 0.00852637
8 1050 0.0323238
8 1200 0.00679482
8 1350 0.0349067
8 1500 0.00876728
8 1650 0.0154291
8 1800 0.0176078
8 1950 0.0154522
8 2100 0.0062188
8 2250 0.00568188
8 2400 0.0221726
8 2550 0.00939101
8 2700 0.0129064
8 2850 0.00609045
8 3000 0.00958699
8 3150 0.030314
8 3300 0.00624198
8 3450 0.00889389
8 3600 0.00653902
8 3750 0.00708333
8 3900 0.00664576
8 4050 0.00974295
8 4200 0.00841678
8 4350 0.0177036
8 4500 0.00711201
8 4650 0.00895014
8 4800 0.00818151
8 4950 0.00779134
9 0 0.0178703
9 150 0.00629503
9 300 0.00606599
9 450 0.0191508
9 600 0.00786934
9 750 0.0228006
9 900 0.00999493
9 1050 0.00981404
9 1200 0.00626988
9 1350 0.00580669
9 1500 0.00744262
9 1650 0.00893534
9 1800 0.00675588
9 1950 0.00625295
9 2100 0.005098
9 2250 0.0113307
9 2400 0.00715474
9 2550 0.00780857
9 2700 0.00726358
9 2850 0.0143599
9 3000 0.0232934
9 3150 0.0228
9 3300 0.0168503
9 3450 0.0101163
9 3600 0.0128545
9 3750 0.00543735
9 3900 0.0102002
9 4050 0.00889604
9 4200 0.0138313
9 4350 0.00628354
9 4500 0.00868103
9 4650 0.00533264
9 4800 0.0104217
9 4950 0.0312464
