epoch batch k norm
0 500 44 0.00145954
0 500 45 0.00153183
0 500 46 0.00162869
0 500 47 0.00172922
0 500 48 0.00183541
0 500 49 0.00195613
0 500 50 0.00211378
0 500 51 0.00227776
0 500 52 0.00242287
0 500 53 0.00257088
0 500 54 0.00271389
0 500 55 0.00289667
0 500 56 0.00310972
0 500 57 0.00338715
0 500 58 0.00359106
0 500 59 0.0038008
0 500 60 0.00399866
0 500 61 0.0042287
0 500 62 0.00451066
0 500 63 0.00482311
0 500 64 0.00510866
0 500 65 0.0054312
0 500 66 0.00568865
0 500 67 0.00595728
0 500 68 0.00627308
0 500 69 0.00666557
0 500 70 0.00710228
0 500 71 0.00756411
0 500 72 0.0079849
0 500 73 0.00844284
0 500 74 0.0090376
0 500 75 0.00957352
0 500 76 0.0102255
0 500 77 0.0108234
0 500 78 0.0113583
0 500 79 0.0121161
0 500 80 0.0129563
0 500 81 0.0137445
0 500 82 0.0146833
0 500 83 0.0155258
0 500 84 0.0165861
0 500 85 0.0175728
0 500 86 0.0185396
0 500 87 0.019507
0 500 88 0.0209451
0 500 89 0.022588
0 500 90 0.0242077
0 500 91 0.0255959
0 500 92 0.027664
0 500 93 0.0295977
0 500 94 0.0316477
0 500 95 0.0333195
0 500 96 0.0360796
0 500 97 0.0389282
0 500 98 0.0410444
0 500 99 0.0437429
0 1000 0 5.73196e-05
0 1000 1 6.32152e-05
0 1000 2 6.86642e-05
0 1000 3 7.42251e-05
0 1000 4 7.92545e-05
0 1000 5 8.59077e-05
0 1000 6 9.18674e-05
0 1000 7 9.78461e-05
0 1000 8 0.00010374
0 1000 9 0.000109406
0 1000 10 0.000115689
0 1000 11 0.000122288
0 1000 12 0.000129364
0 1000 13 0.000137492
0 1000 14 0.000147041
0 1000 15 0.000155628
0 1000 16 0.00016479
0 1000 17 0.000176185
0 1000 18 0.000187322
0 1000 19 0.000199872
0 1000 20 0.000211704
0 1000 21 0.000224254
0 1000 22 0.000237079
0 1000 23 0.000249179
0 1000 24 0.000266989
0 1000 25 0.000286694
0 1000 26 0.000305769
0 1000 27 0.000325942
0 1000 28 0.000344594
0 1000 29 0.000366909
0 1000 30 0.00039434
0 1000 31 0.000421109
0 1000 32 0.00044755
0 1000 33 0.00047935
0 1000 34 0.000513526
0 1000 35 0.000546695
0 1000 36 0.000583563
0 1000 37 0.000623642
0 1000 38 0.000661806
0 1000 39 0.000703547
0 1000 40 0.000746971
0 1000 41 0.000797108
0 1000 42 0.000839824
0 1000 43 0.000895212
0 1000 44 0.000953452
0 1000 45 0.00101698
0 1000 46 0.00108624
0 1000 47 0.00114692
0 1000 48 0.00121831
0 1000 49 0.00129162
0 1000 50 0.00138775
0 1000 51 0.00149677
0 1000 52 0.00159883
0 1000 53 0.00170333
0 1000 54 0.00182509
0 1000 55 0.00196108
0 1000 56 0.00211092
0 1000 57 0.0022592
0 1000 58 0.0024086
0 1000 59 0.00260222
0 1000 60 0.0028035
0 1000 61 0.0030347
0 1000 62 0.00328148
0 1000 63 0.00353805
0 1000 64 0.00378366
0 1000 65 0.00408423
0 1000 66 0.00438949
0 1000 67 0.0047048
0 1000 68 0.00517389
0 1000 69 0.00556284
0 1000 70 0.00600186
0 1000 71 0.00637484
0 1000 72 0.00669356
0 1000 73 0.00713904
0 1000 74 0.00769318
0 1000 75 0.00818029
0 1000 76 0.00884408
0 1000 77 0.00943193
0 1000 78 0.0100278
0 1000 79 0.0108055
0 1000 80 0.0114569
0 1000 81 0.0121697
0 1000 82 0.013142
0 1000 83 0.0140131
0 1000 84 0.015055
0 1000 85 0.0163062
0 1000 86 0.0173845
0 1000 87 0.0186274
0 1000 88 0.0199595
0 1000 89 0.0218641
0 1000 90 0.0235797
0 1000 91 0.0255426
0 1000 92 0.0280489
0 1000 93 0.0302381
0 1000 94 0.0329737
0 1000 95 0.0351055
0 1000 96 0.0385842
0 1000 97 0.0413439
0 1000 98 0.044165
0 1000 99 0.047007
0 1500 0 1.03593e-05
0 1500 1 1.14624e-05
0 1500 2 1.2619e-05
0 1500 3 1.36999e-05
0 1500 4 1.49472e-05
0 1500 5 1.61451e-05
0 1500 6 1.74673e-05
0 1500 7 1.9125e-05
0 1500 8 2.05832e-05
0 1500 9 2.22015e-05
0 1500 10 2.38206e-05
0 1500 11 2.57037e-05
0 1500 12 2.78894e-05
0 1500 13 2.97097e-05
0 1500 14 3.20373e-05
0 1500 15 3.48024e-05
0 1500 16 3.71702e-05
0 1500 17 4.03679e-05
0 1500 18 4.33392e-05
0 1500 19 4.60322e-05
0 1500 20 5.03188e-05
0 1500 21 5.54927e-05
0 1500 22 5.93728e-05
0 1500 23 6.49605e-05
0 1500 24 7.00223e-05
0 1500 25 7.54097e-05
0 1500 26 8.24602e-05
0 1500 27 8.9773e-05
0 1500 28 9.80599e-05
0 1500 29 0.000107201
0 1500 30 0.000116542
0 1500 31 0.000126848
0 1500 32 0.000136821
0 1500 33 0.000149429
0 1500 34 0.0001619
0 1500 35 0.000176731
0 1500 36 0.00019195
0 1500 37 0.000209879
0 1500 38 0.000228496
0 1500 39 0.000248179
0 1500 40 0.000272695
0 1500 41 0.000295126
0 1500 42 0.000318048
0 1500 43 0.000349723
0 1500 44 0.000378928
0 1500 45 0.000414201
0 1500 46 0.00044956
0 1500 47 0.000483177
0 1500 48 0.000523053
0 1500 49 0.000566954
0 1500 50 0.000612433
0 1500 51 0.00066599
0 1500 52 0.000738538
0 1500 53 0.000792931
0 1500 54 0.000853845
0 1500 55 0.000924521
0 1500 56 0.000995636
0 1500 57 0.00107709
0 1500 58 0.00117363
0 1500 59 0.00126421
0 1500 60 0.00139097
0 1500 61 0.00152227
0 1500 62 0.00167093
0 1500 63 0.00181008
0 1500 64 0.00195263
0 1500 65 0.00210233
0 1500 66 0.00224998
0 1500 67 0.00245125
0 1500 68 0.00272497
0 1500 69 0.00298014
0 1500 70 0.00324821
0 1500 71 0.00349439
0 1500 72 0.00375564
0 1500 73 0.00408137
0 1500 74 0.00451536
0 1500 75 0.0049081
0 1500 76 0.00536632
0 1500 77 0.00584252
0 1500 78 0.00630999
0 1500 79 0.00685961
0 1500 80 0.00744801
0 1500 81 0.00801581
0 1500 82 0.00880264
0 1500 83 0.00964236
0 1500 84 0.0105308
0 1500 85 0.0116167
0 1500 86 0.0126555
0 1500 87 0.0138045
0 1500 88 0.015123
0 1500 89 0.0167621
0 1500 90 0.0185031
0 1500 91 0.0206295
0 1500 92 0.0232134
0 1500 93 0.0252504
0 1500 94 0.0278109
0 1500 95 0.0304428
0 1500 96 0.0334743
0 1500 97 0.0369827
0 1500 98 0.0397588
0 1500 99 0.0426603
0 2000 0 1.01505e-05
0 2000 1 1.13587e-05
0 2000 2 1.26185e-05
0 2000 3 1.3805e-05
0 2000 4 1.51036e-05
0 2000 5 1.64083e-05
0 2000 6 1.78113e-05
0 2000 7 1.91827e-05
0 2000 8 2.06359e-05
0 2000 9 2.20572e-05
0 2000 10 2.37853e-05
0 2000 11 2.59808e-05
0 2000 12 2.78409e-05
0 2000 13 2.99578e-05
0 2000 14 3.24019e-05
0 2000 15 3.45639e-05
0 2000 16 3.71306e-05
0 2000 17 4.06392e-05
0 2000 18 4.37139e-05
0 2000 19 4.70757e-05
0 2000 20 5.11404e-05
0 2000 21 5.55656e-05
0 2000 22 5.95053e-05
0 2000 23 6.55879e-05
0 2000 24 7.12532e-05
0 2000 25 7.74501e-05
0 2000 26 8.43317e-05
0 2000 27 9.27818e-05
0 2000 28 0.000100441
0 2000 29 0.000108831
0 2000 30 0.000119585
0 2000 31 0.000129815
0 2000 32 0.000142182
0 2000 33 0.00015648
0 2000 34 0.000169798
0 2000 35 0.000184795
0 2000 36 0.000201039
0 2000 37 0.000220499
0 2000 38 0.000238229
0 2000 39 0.000261241
0 2000 40 0.000283639
0 2000 41 0.000308383
0 2000 42 0.000337018
0 2000 43 0.000359206
0 2000 44 0.000384992
0 2000 45 0.000420672
0 2000 46 0.000454984
0 2000 47 0.000493088
0 2000 48 0.000539332
0 2000 49 0.000581665
0 2000 50 0.000623649
0 2000 51 0.000677266
0 2000 52 0.000738764
0 2000 53 0.000794957
0 2000 54 0.000866679
0 2000 55 0.000937892
0 2000 56 0.00102231
0 2000 57 0.00111815
0 2000 58 0.0012378
0 2000 59 0.00135951
0 2000 60 0.00149789
0 2000 61 0.00164488
0 2000 62 0.0017919
0 2000 63 0.00193936
0 2000 64 0.00212594
0 2000 65 0.00231086
0 2000 66 0.00251008
0 2000 67 0.00277045
0 2000 68 0.00307354
0 2000 69 0.00336739
0 2000 70 0.003702
0 2000 71 0.00397169
0 2000 72 0.00433778
0 2000 73 0.00483296
0 2000 74 0.005356
0 2000 75 0.00587099
0 2000 76 0.00656708
0 2000 77 0.00722568
0 2000 78 0.00774757
0 2000 79 0.00840887
0 2000 80 0.00936592
0 2000 81 0.0100886
0 2000 82 0.0111899
0 2000 83 0.0122161
0 2000 84 0.0135104
0 2000 85 0.0147307
0 2000 86 0.0159584
0 2000 87 0.0174914
0 2000 88 0.0191188
0 2000 89 0.0213075
0 2000 90 0.0238213
0 2000 91 0.0260926
0 2000 92 0.0293907
0 2000 93 0.0324712
0 2000 94 0.0358043
0 2000 95 0.0391477
0 2000 96 0.0434926
0 2000 97 0.0475764
0 2000 98 0.0505633
0 2000 99 0.0542338
0 2500 0 2.02794e-06
0 2500 1 2.29857e-06
0 2500 2 2.56824e-06
0 2500 3 2.83778e-06
0 2500 4 3.14902e-06
0 2500 5 3.47214e-06
0 2500 6 3.80035e-06
0 2500 7 4.17544e-06
0 2500 8 4.58935e-06
0 2500 9 5.00409e-06
0 2500 10 5.47722e-06
0 2500 11 6.06749e-06
0 2500 12 6.57824e-06
0 2500 13 7.20726e-06
0 2500 14 7.97324e-06
0 2500 15 8.8002e-06
0 2500 16 9.73525e-06
0 2500 17 1.07378e-05
0 2500 18 1.18989e-05
0 2500 19 1.30629e-05
0 2500 20 1.44662e-05
0 2500 21 1.60491e-05
0 2500 22 1.78558e-05
0 2500 23 1.99908e-05
0 2500 24 2.22082e-05
0 2500 25 2.45498e-05
0 2500 26 2.69888e-05
0 2500 27 3.01689e-05
0 2500 28 3.38121e-05
0 2500 29 3.80406e-05
0 2500 30 4.18145e-05
0 2500 31 4.58866e-05
0 2500 32 5.12397e-05
0 2500 33 5.61921e-05
0 2500 34 6.2199e-05
0 2500 35 6.87917e-05
0 2500 36 7.71665e-05
0 2500 37 8.41145e-05
0 2500 38 9.25773e-05
0 2500 39 0.000102619
0 2500 40 0.000113656
0 2500 41 0.00012584
0 2500 42 0.000135933
0 2500 43 0.000148966
0 2500 44 0.000164685
0 2500 45 0.000186924
0 2500 46 0.000207902
0 2500 47 0.000226162
0 2500 48 0.00025125
0 2500 49 0.000284567
0 2500 50 0.000316063
0 2500 51 0.000351575
0 2500 52 0.000391865
0 2500 53 0.000424102
0 2500 54 0.000475032
0 2500 55 0.000523504
0 2500 56 0.000578006
0 2500 57 0.000636937
0 2500 58 0.000708518
0 2500 59 0.000793207
0 2500 60 0.00089847
0 2500 61 0.000993406
0 2500 62 0.00109934
0 2500 63 0.00122681
0 2500 64 0.00136354
0 2500 65 0.00149025
0 2500 66 0.00165711
0 2500 67 0.00185209
0 2500 68 0.00205118
0 2500 69 0.00225662
0 2500 70 0.00251059
0 2500 71 0.00275815
0 2500 72 0.00303987
0 2500 73 0.00340365
0 2500 74 0.00377221
0 2500 75 0.00421592
0 2500 76 0.00469448
0 2500 77 0.00523316
0 2500 78 0.00580182
0 2500 79 0.00648722
0 2500 80 0.00725765
0 2500 81 0.00792955
0 2500 82 0.008685
0 2500 83 0.00961766
0 2500 84 0.0107208
0 2500 85 0.0117163
0 2500 86 0.0129061
0 2500 87 0.0144355
0 2500 88 0.0158863
0 2500 89 0.0177215
0 2500 90 0.0198533
0 2500 91 0.0223481
0 2500 92 0.0258765
0 2500 93 0.028904
0 2500 94 0.0328063
0 2500 95 0.0371285
0 2500 96 0.0420999
0 2500 97 0.0468552
0 2500 98 0.0502054
0 2500 99 0.0546926
0 3000 0 4.53794e-06
0 3000 1 5.07292e-06
0 3000 2 5.59758e-06
0 3000 3 6.03966e-06
0 3000 4 6.54493e-06
0 3000 5 7.07329e-06
0 3000 6 7.58697e-06
0 3000 7 8.19229e-06
0 3000 8 8.75487e-06
0 3000 9 9.40262e-06
0 3000 10 1.0139e-05
0 3000 11 1.09205e-05
0 3000 12 1.19076e-05
0 3000 13 1.28301e-05
0 3000 14 1.41608e-05
0 3000 15 1.5373e-05
0 3000 16 1.68574e-05
0 3000 17 1.8612e-05
0 3000 18 2.02742e-05
0 3000 19 2.23712e-05
0 3000 20 2.42807e-05
0 3000 21 2.68018e-05
0 3000 22 2.91099e-05
0 3000 23 3.15626e-05
0 3000 24 3.47805e-05
0 3000 25 3.78938e-05
0 3000 26 4.11037e-05
0 3000 27 4.49892e-05
0 3000 28 4.91843e-05
0 3000 29 5.40646e-05
0 3000 30 5.87131e-05
0 3000 31 6.44292e-05
0 3000 32 6.9571e-05
0 3000 33 7.68381e-05
0 3000 34 8.3764e-05
0 3000 35 9.05739e-05
0 3000 36 9.9629e-05
0 3000 37 0.000108798
0 3000 38 0.00011807
0 3000 39 0.000129153
0 3000 40 0.000142774
0 3000 41 0.000156554
0 3000 42 0.00017293
0 3000 43 0.000190008
0 3000 44 0.000212536
0 3000 45 0.000234423
0 3000 46 0.000253867
0 3000 47 0.000275892
0 3000 48 0.000299143
0 3000 49 0.000327849
0 3000 50 0.000361082
0 3000 51 0.000397826
0 3000 52 0.000445899
0 3000 53 0.00048783
0 3000 54 0.000527859
0 3000 55 0.000585196
0 3000 56 0.000641986
0 3000 57 0.000702811
0 3000 58 0.000779579
0 3000 59 0.000853207
0 3000 60 0.000929162
0 3000 61 0.00101989
0 3000 62 0.00113543
0 3000 63 0.00127019
0 3000 64 0.00143425
0 3000 65 0.00156863
0 3000 66 0.00174727
0 3000 67 0.00189628
0 3000 68 0.00212602
0 3000 69 0.00231969
0 3000 70 0.00254918
0 3000 71 0.00277646
0 3000 72 0.0030403
0 3000 73 0.00340956
0 3000 74 0.00373965
0 3000 75 0.00409838
0 3000 76 0.00443078
0 3000 77 0.00482036
0 3000 78 0.00519373
0 3000 79 0.00571851
0 3000 80 0.00631663
0 3000 81 0.0069625
0 3000 82 0.00769134
0 3000 83 0.00853221
0 3000 84 0.00945353
0 3000 85 0.0103251
0 3000 86 0.011354
0 3000 87 0.0127751
0 3000 88 0.0144329
0 3000 89 0.0160613
0 3000 90 0.0181815
0 3000 91 0.0201756
0 3000 92 0.0229232
0 3000 93 0.0253866
0 3000 94 0.028525
0 3000 95 0.0312486
0 3000 96 0.0350038
0 3000 97 0.0387951
0 3000 98 0.0420325
0 3000 99 0.0455341
0 3500 0 5.68355e-07
0 3500 1 6.50788e-07
0 3500 2 7.21566e-07
0 3500 3 7.90393e-07
0 3500 4 8.73768e-07
0 3500 5 9.6112e-07
0 3500 6 1.06758e-06
0 3500 7 1.16062e-06
0 3500 8 1.28899e-06
0 3500 9 1.41754e-06
0 3500 10 1.55564e-06
0 3500 11 1.74388e-06
0 3500 12 1.93345e-06
0 3500 13 2.14361e-06
0 3500 14 2.37481e-06
0 3500 15 2.63782e-06
0 3500 16 2.92107e-06
0 3500 17 3.21104e-06
0 3500 18 3.55797e-06
0 3500 19 3.93295e-06
0 3500 20 4.30487e-06
0 3500 21 4.80021e-06
0 3500 22 5.35011e-06
0 3500 23 6.00691e-06
0 3500 24 6.82215e-06
0 3500 25 7.56716e-06
0 3500 26 8.44612e-06
0 3500 27 9.5211e-06
0 3500 28 1.06771e-05
0 3500 29 1.17872e-05
0 3500 30 1.31488e-05
0 3500 31 1.4649e-05
0 3500 32 1.65785e-05
0 3500 33 1.8499e-05
0 3500 34 2.04983e-05
0 3500 35 2.28941e-05
0 3500 36 2.59263e-05
0 3500 37 2.86015e-05
0 3500 38 3.19552e-05
0 3500 39 3.54234e-05
0 3500 40 3.9232e-05
0 3500 41 4.37336e-05
0 3500 42 4.90869e-05
0 3500 43 5.44284e-05
0 3500 44 6.17956e-05
0 3500 45 7.02947e-05
0 3500 46 7.81597e-05
0 3500 47 8.88487e-05
0 3500 48 9.93798e-05
0 3500 49 0.00011242
0 3500 50 0.000124482
0 3500 51 0.000141164
0 3500 52 0.000159377
0 3500 53 0.000179316
0 3500 54 0.000199135
0 3500 55 0.000223204
0 3500 56 0.000247259
0 3500 57 0.000284193
0 3500 58 0.000322056
0 3500 59 0.000355827
0 3500 60 0.000396812
0 3500 61 0.000443145
0 3500 62 0.000499325
0 3500 63 0.000568774
0 3500 64 0.000652555
0 3500 65 0.000728572
0 3500 66 0.000825263
0 3500 67 0.000925107
0 3500 68 0.00105386
0 3500 69 0.00117872
0 3500 70 0.00133315
0 3500 71 0.00150623
0 3500 72 0.00170535
0 3500 73 0.00199975
0 3500 74 0.00226462
0 3500 75 0.0025635
0 3500 76 0.0029334
0 3500 77 0.00334849
0 3500 78 0.00373177
0 3500 79 0.00428283
0 3500 80 0.00490914
0 3500 81 0.00548383
0 3500 82 0.00617016
0 3500 83 0.00693676
0 3500 84 0.00765567
0 3500 85 0.00865246
0 3500 86 0.00960762
0 3500 87 0.0107588
0 3500 88 0.0122239
0 3500 89 0.0140032
0 3500 90 0.0158759
0 3500 91 0.018164
0 3500 92 0.0211413
0 3500 93 0.0242904
0 3500 94 0.0279737
0 3500 95 0.0320498
0 3500 96 0.0369063
0 3500 97 0.041172
0 3500 98 0.0456176
0 3500 99 0.0500601
0 4000 0 2.50719e-07
0 4000 1 2.8955e-07
0 4000 2 3.27142e-07
0 4000 3 3.67491e-07
0 4000 4 4.12032e-07
0 4000 5 4.60163e-07
0 4000 6 5.0253e-07
0 4000 7 5.57241e-07
0 4000 8 6.12426e-07
0 4000 9 6.76307e-07
0 4000 10 7.53607e-07
0 4000 11 8.34057e-07
0 4000 12 9.49383e-07
0 4000 13 1.05172e-06
0 4000 14 1.17541e-06
0 4000 15 1.32654e-06
0 4000 16 1.5125e-06
0 4000 17 1.68763e-06
0 4000 18 1.89545e-06
0 4000 19 2.12247e-06
0 4000 20 2.37512e-06
0 4000 21 2.69711e-06
0 4000 22 3.03115e-06
0 4000 23 3.38541e-06
0 4000 24 3.83558e-06
0 4000 25 4.32857e-06
0 4000 26 4.78338e-06
0 4000 27 5.3444e-06
0 4000 28 6.03239e-06
0 4000 29 6.79707e-06
0 4000 30 7.6321e-06
0 4000 31 8.39565e-06
0 4000 32 9.45816e-06
0 4000 33 1.05283e-05
0 4000 34 1.19066e-05
0 4000 35 1.34999e-05
0 4000 36 1.51712e-05
0 4000 37 1.69901e-05
0 4000 38 1.93871e-05
0 4000 39 2.21648e-05
0 4000 40 2.5201e-05
0 4000 41 2.83855e-05
0 4000 42 3.19283e-05
0 4000 43 3.55684e-05
0 4000 44 4.01108e-05
0 4000 45 4.53898e-05
0 4000 46 5.06839e-05
0 4000 47 5.75497e-05
0 4000 48 6.53111e-05
0 4000 49 7.43027e-05
0 4000 50 8.48267e-05
0 4000 51 9.4192e-05
0 4000 52 0.000107477
0 4000 53 0.00012202
0 4000 54 0.00013642
0 4000 55 0.000153546
0 4000 56 0.00017339
0 4000 57 0.000198814
0 4000 58 0.000226184
0 4000 59 0.000256044
0 4000 60 0.000286758
0 4000 61 0.000318336
0 4000 62 0.000359177
0 4000 63 0.000404078
0 4000 64 0.000462185
0 4000 65 0.000519497
0 4000 66 0.000574739
0 4000 67 0.000652883
0 4000 68 0.000752128
0 4000 69 0.000834544
0 4000 70 0.000924431
0 4000 71 0.00105392
0 4000 72 0.00118674
0 4000 73 0.00136948
0 4000 74 0.00154969
0 4000 75 0.00175817
0 4000 76 0.00203196
0 4000 77 0.0023047
0 4000 78 0.00263335
0 4000 79 0.00303875
0 4000 80 0.00342381
0 4000 81 0.00386817
0 4000 82 0.00438277
0 4000 83 0.00507662
0 4000 84 0.00572572
0 4000 85 0.00645016
0 4000 86 0.00741204
0 4000 87 0.00845751
0 4000 88 0.00976831
0 4000 89 0.0114426
0 4000 90 0.0133479
0 4000 91 0.0150919
0 4000 92 0.0174965
0 4000 93 0.0201179
0 4000 94 0.023075
0 4000 95 0.0261104
0 4000 96 0.0304114
0 4000 97 0.0342408
0 4000 98 0.0378555
0 4000 99 0.0418977
0 4500 0 1.04848e-07
0 4500 1 1.20543e-07
0 4500 2 1.34376e-07
0 4500 3 1.49719e-07
0 4500 4 1.67056e-07
0 4500 5 1.83319e-07
0 4500 6 2.02444e-07
0 4500 7 2.31388e-07
0 4500 8 2.56056e-07
0 4500 9 2.7986e-07
0 4500 10 3.08368e-07
0 4500 11 3.47589e-07
0 4500 12 3.91958e-07
0 4500 13 4.36379e-07
0 4500 14 4.90814e-07
0 4500 15 5.48692e-07
0 4500 16 6.15628e-07
0 4500 17 6.84489e-07
0 4500 18 7.56167e-07
0 4500 19 8.43413e-07
0 4500 20 9.70813e-07
0 4500 21 1.10678e-06
0 4500 22 1.23735e-06
0 4500 23 1.3912e-06
0 4500 24 1.59983e-06
0 4500 25 1.81744e-06
0 4500 26 2.03964e-06
0 4500 27 2.30133e-06
0 4500 28 2.67356e-06
0 4500 29 3.00543e-06
0 4500 30 3.3834e-06
0 4500 31 3.78567e-06
0 4500 32 4.2873e-06
0 4500 33 4.98143e-06
0 4500 34 5.71448e-06
0 4500 35 6.36431e-06
0 4500 36 7.44678e-06
0 4500 37 8.3667e-06
0 4500 38 9.54737e-06
0 4500 39 1.07562e-05
0 4500 40 1.20121e-05
0 4500 41 1.37145e-05
0 4500 42 1.56785e-05
0 4500 43 1.77218e-05
0 4500 44 2.02039e-05
0 4500 45 2.27644e-05
0 4500 46 2.53891e-05
0 4500 47 2.82444e-05
0 4500 48 3.25138e-05
0 4500 49 3.59295e-05
0 4500 50 4.04066e-05
0 4500 51 4.60376e-05
0 4500 52 5.17522e-05
0 4500 53 5.91119e-05
0 4500 54 6.80972e-05
0 4500 55 7.87309e-05
0 4500 56 8.90316e-05
0 4500 57 0.000100903
0 4500 58 0.000116554
0 4500 59 0.000134108
0 4500 60 0.000155323
0 4500 61 0.000172325
0 4500 62 0.00019946
0 4500 63 0.000232586
0 4500 64 0.000264339
0 4500 65 0.000299045
0 4500 66 0.000340004
0 4500 67 0.000382406
0 4500 68 0.000428867
0 4500 69 0.000481849
0 4500 70 0.000545732
0 4500 71 0.000607641
0 4500 72 0.000699127
0 4500 73 0.000806228
0 4500 74 0.000900238
0 4500 75 0.00102983
0 4500 76 0.00119177
0 4500 77 0.00137965
0 4500 78 0.00157184
0 4500 79 0.00178851
0 4500 80 0.00211596
0 4500 81 0.00240512
0 4500 82 0.00274885
0 4500 83 0.0031107
0 4500 84 0.00353283
0 4500 85 0.00402305
0 4500 86 0.00464718
0 4500 87 0.0053078
0 4500 88 0.00620657
0 4500 89 0.00718547
0 4500 90 0.00826956
0 4500 91 0.00961316
0 4500 92 0.0111559
0 4500 93 0.0128158
0 4500 94 0.0147561
0 4500 95 0.0170941
0 4500 96 0.0199262
0 4500 97 0.0227066
0 4500 98 0.025232
0 4500 99 0.0275721
1 0 0 8.12003e-08
1 0 1 9.41829e-08
1 0 2 1.09783e-07
1 0 3 1.21707e-07
1 0 4 1.37955e-07
1 0 5 1.5338e-07
1 0 6 1.72012e-07
1 0 7 1.91009e-07
1 0 8 2.20245e-07
1 0 9 2.46243e-07
1 0 10 2.81074e-07
1 0 11 3.17871e-07
1 0 12 3.58378e-07
1 0 13 4.12337e-07
1 0 14 4.61105e-07
1 0 15 5.1366e-07
1 0 16 5.75517e-07
1 0 17 6.60984e-07
1 0 18 7.73188e-07
1 0 19 8.85757e-07
1 0 20 1.03773e-06
1 0 21 1.16813e-06
1 0 22 1.3123e-06
1 0 23 1.51382e-06
1 0 24 1.72626e-06
1 0 25 1.95961e-06
1 0 26 2.24912e-06
1 0 27 2.50247e-06
1 0 28 2.86533e-06
1 0 29 3.21412e-06
1 0 30 3.60774e-06
1 0 31 4.18853e-06
1 0 32 4.77468e-06
1 0 33 5.41853e-06
1 0 34 6.09979e-06
1 0 35 6.85482e-06
1 0 36 7.83157e-06
1 0 37 8.97754e-06
1 0 38 1.02546e-05
1 0 39 1.15462e-05
1 0 40 1.30975e-05
1 0 41 1.49592e-05
1 0 42 1.66587e-05
1 0 43 1.88373e-05
1 0 44 2.12606e-05
1 0 45 2.43288e-05
1 0 46 2.62787e-05
1 0 47 2.94142e-05
1 0 48 3.37865e-05
1 0 49 3.86709e-05
