epoch batch vali_cost
9 1800 0.119754
9 1950 0.124733
9 2100 0.143443
9 2250 0.120772
9 2400 0.130756
9 2550 0.127481
9 2700 0.124179
9 2850 0.160267
9 3000 0.122313
9 3150 0.121492
9 3300 0.121675
9 3450 0.121023
9 3600 0.144008
9 3750 0.126669
9 3900 0.142179
9 4050 0.212868
9 4200 0.12598
9 4350 0.135122
9 4500 0.128632
9 4650 0.162872
9 4800 0.121796
9 4950 0.126225
